order_item_id,order_id,product_id,quantity,item_price_inr
904122,7012875,31145,1,695.2
904123,7003029,30338,12,594.67
904124,7009466,30255,8,247.3
904125,7008091,30678,6,856.32
904126,7001999,30412,10,415.65
904127,7001759,31490,5,124.44
904128,7000593,30795,4,103.22
904129,7012040,30997,9,257.74
904130,7013501,31072,4,359.61
904131,7009557,30161,5,
904132,7014375,30105,10,64.74
904133,7000906,31466,6,782.11
904134,7006901,31422,6,711.89
904135,7013866,30749,4,187.14
904136,7014138,30584,1,459.89
904137,7011035,30682,2,225.39
904138,7005262,31236,9,
904139,7009133,30462,6,616.56
904140,7012304,31030,3,859.07
904141,7009315,31030,7,86.9
904142,7006815,31292,7,358.53
904143,7006317,30910,12,304.73
904144,7011990,30105,8,264.39
904145,7004687,30995,5,173.83
904146,7012571,31469,11,199.21
904147,7011399,31003,9,
904148,7010251,31386,4,
904149,7007336,30947,4,1146.33
904150,7010840,31401,1,738.31
904151,7005380,31270,7,1029.65
904152,7008618,30356,9,152.44
904153,7008691,30055,8,963.33
904154,7012098,30741,1,
904155,7004732,30469,6,1153.51
904156,7003196,31303,3,737.43
904157,7005072,30383,5,603.46
904158,7013427,31000,11,779.29
904159,7002043,30005,11,860.9
904160,7003911,30110,7,801.84
904161,7000806,30306,8,471.08
904162,7008150,30906,1,711.47
904163,7007163,30040,12,894.59
904164,7009071,31356,9,42.35
904165,7004563,31014,3,1190.05
904166,7013499,30022,7,250.97
904167,7006592,31496,1,896.42
904168,7008054,31325,-2,1008.11
904169,7004842,30859,11,534.84
904170,7006936,30240,4,924.32
904171,7012653,31247,12,204.53
904172,7013451,31247,2,367.11
904173,7000508,31154,9,672.13
904174,7003955,31098,9,
904175,7004613,30016,2,852.49
904176,7009871,31031,9,1064.81
904177,7003486,30645,8,54.74
904178,7002072,30244,9,436.93
904179,7012954,30096,4,731.52
904180,7007871,30790,12,467.48
904181,7002318,31073,12,1066.09
904182,7012043,31001,3,483.96
904183,7009375,30297,8,1049.13
904184,7002181,31375,6,382.98
904185,7009098,30424,5,170.14
904186,7000751,31017,2,49.11
904187,7010919,31375,7,1026.83
904188,7004755,30642,12,
904189,7001140,31223,12,205.82
904190,7005788,31030,5,618.4
904191,7010167,30265,11,185.3
904192,7009330,30131,1,385.78
904193,7013899,31135,11,362.39
904194,7012052,30269,2,38.68
904195,7008491,31176,9,759.77
904196,7000252,30607,1,805.43
904197,7002651,31437,9,309.59
904198,7006805,30054,9,1032.64
904199,7014411,30338,7,635.95
904200,7005483,31348,8,1016.82
904201,7008907,31005,11,
904202,7006246,30047,3,168.75
904203,7007152,30746,8,977.03
904204,7003374,31124,3,1113.38
904205,7005407,30213,6,623.0
904206,7001564,31062,8,845.72
904207,7001098,31195,9,216.23
904208,7014770,31142,1,1031.02
904209,7005876,31025,5,1015.67
904210,7007586,30039,5,
904211,7006937,31183,8,717.78
904212,7007024,30754,9,976.06
904213,7002810,30343,9,1075.77
904214,7003718,31027,10,260.19
904215,7008834,31452,6,1149.97
904216,7005903,30294,8,506.58
904217,7003272,31471,10,
904218,7000807,30270,12,350.84
904219,7009230,31497,1,109.33
904220,7013695,30325,1,620.75
904221,7013787,30748,2,994.52
904222,7009120,30192,5,702.38
904223,7009263,30612,8,221.87
904224,7002435,30836,8,217.2
904225,7003674,30515,3,
904226,7012028,30454,10,421.05
904227,7011817,30650,5,623.02
904228,7014908,30197,3,967.46
904229,7001843,31031,3,223.34
904230,7001836,30820,3,207.83
904231,7008747,30183,10,1157.12
904232,7009649,31468,12,36.55
904233,7010388,30660,9,427.04
904234,7000839,31136,11,648.22
904235,7010875,30745,10,813.6
904236,7005258,31335,10,814.77
904237,7006283,30601,5,312.0
904238,7012416,30339,3,47.64
904239,7012390,30397,6,486.53
904240,7008526,30583,11,847.34
904241,7012655,30540,1,966.83
904242,7001140,30328,4,224.25
904243,7012562,31336,8,190.36
904244,7012701,31325,2,99.96
904245,7001381,31361,7,168.91
904246,7009925,30141,4,621.44
904247,7010208,31094,11,346.57
904248,7011889,30129,8,316.45
904249,7007876,31385,10,885.87
904250,7007914,30827,10,512.23
904251,7008663,31117,4,553.35
904252,7010811,30878,9,646.32
904253,7006830,31332,8,412.28
904254,7005986,31227,5,
904255,7007294,30221,8,430.53
904256,7009051,31013,11,
904257,7009667,30206,1,1065.89
904258,7007254,30654,9,471.72
904259,7006229,30595,12,411.6
904260,7008702,30439,12,655.59
904261,7005685,30379,9,42.81
904262,7014883,30919,-1,458.97
904263,7012577,30864,3,685.31
904264,7005751,30177,10,575.09
904265,7009786,31481,9,1188.89
904266,7007215,30501,11,971.81
904267,7003668,30323,11,184.02
904268,7014946,30894,10,199.24
904269,7008611,30832,11,453.59
904270,7002193,30839,2,710.51
904271,7014800,30163,1,516.5
904272,7001913,30949,7,
904273,7008888,30120,4,48.17
904274,7006549,31026,6,442.7
904275,7005480,30847,7,801.48
904276,7009286,30823,9,867.97
904277,7005564,31087,2,1199.23
904278,7009876,30511,12,610.42
904279,7008484,30574,12,166.44
904280,7001245,30217,10,244.55
904281,7009002,31003,8,789.26
904282,7010909,31149,6,881.71
904283,7001318,31333,12,982.79
904284,7008890,30453,10,252.3
904285,7002308,31348,4,
904286,7014741,31403,8,1126.74
904287,7008341,30137,5,489.89
904288,7011352,30588,7,994.21
904289,7001027,30246,4,334.47
904290,7002863,31325,5,703.62
904291,7001131,31136,8,65.09
904292,7009111,31371,11,62.63
904293,7000879,30717,5,463.16
904294,7001429,31304,4,791.48
904295,7011600,30740,1,1044.51
904296,7000491,31373,1,355.7
904297,7002071,30940,10,258.59
904298,7004358,30618,8,353.02
904299,7004540,30166,4,1190.77
904300,7007533,30510,8,730.97
904301,7006211,30228,2,420.13
904302,7009589,30386,2,1098.11
904303,7005923,31071,11,568.47
904304,7006068,30499,3,905.67
904305,7003822,31292,7,45.68
904306,7000664,30203,6,901.81
904307,7011218,31067,1,905.87
904308,7003669,30954,3,1126.85
904309,7003634,30805,5,283.53
904310,7006704,30647,4,1163.58
904311,7004240,30211,5,252.62
904312,7004709,31211,2,1177.18
904313,7007134,30222,2,899.66
904314,7009539,30142,10,552.57
904315,7009063,31487,5,348.18
904316,7000620,31089,10,916.49
904317,7010804,31419,1,444.27
904318,7008140,30038,11,482.2
904319,7012966,31291,1,233.56
904320,7001196,31434,9,821.34
904321,7000027,31067,10,850.79
904322,7000508,30075,1,642.93
904323,7011913,31024,5,293.09
904324,7001192,30484,3,907.08
904325,7007083,30366,10,759.04
904326,7012722,30878,6,597.32
904327,7002857,31101,4,929.31
904328,7000374,31199,12,1018.9
904329,7014771,31130,4,75.25
904330,7005943,30389,3,700.5
904331,7012455,31390,9,853.39
904332,7009429,31418,6,405.59
904333,7003203,30457,11,757.78
904334,7008229,30353,3,623.97
904335,7005236,30646,10,960.15
904336,7009814,30048,10,209.19
904337,7004738,30851,6,876.43
904338,7010205,30147,3,251.22
904339,7000232,31295,8,599.57
904340,7000927,30258,7,108.53
904341,7011118,30665,12,363.49
904342,7011104,30124,5,612.75
904343,7013185,30362,1,792.42
904344,7013530,30018,11,915.24
904345,7010019,30495,-2,234.23
904346,7014469,31402,4,1035.38
904347,7001963,31377,6,576.82
904348,7011662,30379,8,462.95
904349,7001129,30182,8,1080.33
904350,7007618,30651,5,1085.61
904351,7014425,30634,6,1180.01
904352,7009524,30626,11,1068.04
904353,7006886,30908,2,1194.94
904354,7011734,31005,2,399.01
904355,7010904,30643,11,1016.04
904356,7013790,30125,12,445.37
904357,7010967,30328,5,942.26
904358,7004327,31488,6,234.19
904359,7008989,30283,9,251.52
904360,7011762,30713,12,234.13
904361,7006321,31187,4,859.92
904362,7007206,30223,11,90.23
904363,7011102,31329,2,177.99
904364,7000665,30452,2,825.96
904365,7013526,30394,12,1173.0
904366,7001204,31072,1,547.71
904367,7007322,31434,10,789.34
904368,7000703,30592,3,106.54
904369,7001842,30866,2,915.47
904370,7004300,31234,3,808.76
904371,7000073,31185,6,524.74
904372,7008759,30441,6,895.6
904373,7004123,30624,10,987.03
904374,7000094,31413,12,716.6
904375,7001957,30713,4,
904376,7013780,31312,8,247.78
904377,7001389,30872,4,859.23
904378,7003211,30501,6,437.7
904379,7001186,30132,7,386.94
904380,7011522,30635,5,852.19
904381,7008250,31216,10,473.04
904382,7001555,31425,3,681.29
904383,7010965,30009,11,191.35
904384,7010908,30975,4,699.75
904385,7006476,31287,3,
904386,7003376,31375,1,1161.46
904387,7003191,31118,12,288.34
904388,7014086,31469,9,165.49
904389,7012689,30424,11,1066.84
904390,7007318,30598,4,1191.31
904391,7004997,30092,10,334.73
904392,7013839,30331,9,115.35
904393,7010226,30817,8,492.22
904394,7006262,30092,8,949.41
904395,7012913,30056,6,60.45
904396,7004882,30494,-3,485.17
904397,7009077,31314,1,292.88
904398,7013270,30224,2,712.15
904399,7009030,31154,-5,120.55
904400,7004160,30092,1,827.32
904401,7010757,31086,12,272.9
904402,7006520,30383,4,688.75
904403,7006700,30286,9,298.06
904404,7004898,30968,1,16.62
904405,7006422,31480,4,568.99
904406,7000330,30394,12,144.9
904407,7006277,30326,12,1179.64
904408,7008712,31097,8,1098.83
904409,7005267,30259,7,457.06
904410,7009029,30321,8,1010.49
904411,7004540,30093,1,679.0
904412,7013156,30129,6,1080.92
904413,7000646,30129,9,990.28
904414,7012895,30386,8,55.07
904415,7006256,30026,6,664.69
904416,7001089,30566,6,1147.63
904417,7011071,31356,-2,1165.63
904418,7011281,30589,10,115.5
904419,7014031,30040,10,342.4
904420,7008568,30636,2,40.06
904421,7009256,30599,8,552.81
904422,7014931,30349,7,735.35
904423,7008603,30844,5,684.54
904424,7001670,31351,6,118.29
904425,7005633,31025,7,34.37
904426,7009072,31352,5,993.12
904427,7001231,31280,9,579.77
904428,7006979,30555,1,1008.64
904429,7013721,30902,1,465.97
904430,7014611,30804,8,62.63
904431,7012540,31139,12,782.39
904432,7010066,30647,10,473.66
904433,7004695,30503,5,164.16
904434,7000785,31072,9,66.6
904435,7014251,31241,1,35.12
904436,7013164,30351,5,435.68
904437,7014531,30432,5,1170.6
904438,7003188,31104,5,
904439,7012356,30018,9,363.69
904440,7005256,31456,4,377.02
904441,7012309,30907,7,373.24
904442,7006430,30660,10,739.66
904443,7004916,31481,3,977.9
904444,7007350,30971,1,278.84
904445,7013876,30028,3,246.99
904446,7012969,31095,4,572.76
904447,7008783,30715,4,651.89
904448,7006693,30323,10,663.56
904449,7007680,30413,9,377.95
904450,7008497,31387,1,555.38
904451,7003008,30574,8,822.67
904452,7007808,30819,8,731.17
904453,7001004,31050,4,1133.94
904454,7003312,30939,7,977.33
904455,7012229,31317,5,1148.95
904456,7007797,30762,3,775.77
904457,7000879,30263,10,1180.4
904458,7014026,31224,4,1037.02
904459,7014968,30676,8,725.67
904460,7005697,30849,3,558.19
904461,7004586,30237,3,25.78
904462,7010466,30167,7,1002.36
904463,7011096,30615,7,779.71
904464,7000779,31319,9,299.25
904465,7012652,30395,12,455.29
904466,7004311,30499,9,713.49
904467,7010254,30096,8,392.53
904468,7012467,30837,11,926.68
904469,7009198,31283,10,428.98
904470,7009301,30043,10,166.32
904471,7009574,30891,2,
904472,7005315,30250,2,677.54
904473,7014027,30406,10,74.74
904474,7004809,30716,12,968.01
904475,7001099,30046,1,335.81
904476,7007622,30335,8,521.22
904477,7007120,30924,5,822.1
904478,7008328,30602,4,1057.1
904479,7004483,30398,11,622.23
904480,7002347,30150,2,1123.12
904481,7000642,30476,9,118.73
904482,7000574,31023,2,
904483,7000267,30443,2,1118.89
904484,7007494,31325,3,482.02
904485,7006655,31129,6,1121.38
904486,7012263,31381,4,739.43
904487,7008128,30389,12,253.55
904488,7000828,30691,11,881.66
904489,7013628,30951,1,533.28
904490,7009178,30708,1,367.87
904491,7014294,30990,3,434.75
904492,7010158,30580,4,711.0
904493,7014109,31083,-1,556.12
904494,7011332,30489,9,863.34
904495,7001096,30600,7,657.58
904496,7000310,30695,4,238.32
904497,7008530,30526,9,802.15
904498,7013009,30247,2,
904499,7013453,30873,1,543.54
904500,7003936,30999,8,250.1
904501,7009056,30293,5,1069.63
904502,7001545,30589,12,885.03
904503,7001351,30574,10,485.64
904504,7004353,31373,12,639.49
904505,7003574,30369,4,950.16
904506,7007784,31152,1,138.44
904507,7004127,30337,5,674.3
904508,7004617,30008,11,1109.39
904509,7001907,31274,7,544.5
904510,7008923,30062,11,1129.13
904511,7014056,31380,12,939.12
904512,7013520,30112,12,201.65
904513,7002536,31400,4,
904514,7008624,31070,6,454.47
904515,7004436,30763,3,1011.63
904516,7002608,30465,12,1183.86
904517,7009309,31443,7,612.44
904518,7006582,30197,8,
904519,7007628,30641,4,106.58
904520,7011702,31353,2,384.83
904521,7009069,30620,12,614.22
904522,7012580,30297,4,14.41
904523,7004069,30037,4,799.24
904524,7005903,31359,9,536.99
904525,7013976,31182,3,23.36
904526,7009782,31500,5,102.35
904527,7014138,30295,4,747.81
904528,7004960,31049,1,962.5
904529,7006045,30498,12,493.15
904530,7001792,30567,9,786.3
904531,7006158,30189,12,79.97
904532,7001096,30317,10,1058.77
904533,7011971,31199,-3,587.87
904534,7000106,31007,11,92.18
904535,7007533,30087,12,220.13
904536,7011386,30612,12,640.24
904537,7008903,30210,12,
904538,7009694,31493,5,598.21
904539,7009168,31021,8,605.63
904540,7013287,31136,10,172.75
904541,7010577,30412,6,404.23
904542,7009158,30410,12,628.77
904543,7006932,30307,10,853.67
904544,7002316,30116,-1,216.39
904545,7009860,31058,12,33.91
904546,7001305,31124,8,578.08
904547,7002167,30769,3,1180.31
904548,7010280,30124,8,776.22
904549,7010977,30880,6,1195.69
904550,7012999,30286,10,1161.13
904551,7010750,31269,6,631.68
904552,7014520,31240,6,1145.21
904553,7010134,30924,4,747.45
904554,7003604,30946,8,829.86
904555,7002210,30736,-8,622.83
904556,7008799,30547,2,989.92
904557,7014693,30148,7,258.44
904558,7001194,30516,11,32.85
904559,7010176,30106,5,
904560,7006801,31406,2,296.17
904561,7004446,30732,9,357.46
904562,7001809,31050,6,654.45
904563,7003184,30827,-3,118.91
904564,7001079,30633,10,179.02
904565,7013441,31206,9,1039.47
904566,7001598,31460,9,256.91
904567,7000025,30126,8,50.09
904568,7005992,30751,6,
904569,7012196,31306,-5,423.22
904570,7014455,30374,1,1036.04
904571,7014236,30052,1,1193.16
904572,7012603,30823,6,654.19
904573,7010727,31437,7,320.84
904574,7014586,30966,6,341.6
904575,7007736,30899,7,587.72
904576,7002797,30952,12,186.46
904577,7004264,30464,6,615.84
904578,7014553,30204,5,993.07
904579,7014944,30316,12,
904580,7001287,30556,12,
904581,7014609,31499,9,
904582,7002856,30148,12,287.94
904583,7001158,30496,11,161.48
904584,7010678,30997,4,524.0
904585,7007442,30448,9,
904586,7000726,31447,4,
904587,7001106,31358,7,746.45
904588,7001539,30130,7,219.67
904589,7013811,30534,12,70.43
904590,7006072,31243,4,52.86
904591,7008162,30712,10,884.78
904592,7003535,31259,5,568.6
904593,7004797,31172,9,595.05
904594,7008212,31047,6,858.32
904595,7002926,30420,12,168.14
904596,7003810,31273,1,
904597,7007905,30736,10,1058.53
904598,7008435,30816,5,177.67
904599,7012091,31108,12,308.16
904600,7005752,31307,8,935.82
904601,7010809,31417,9,677.48
904602,7005874,31339,3,250.91
904603,7011785,30220,12,636.65
904604,7008216,31277,4,779.25
904605,7005953,30268,1,604.99
904606,7001503,31012,12,54.5
904607,7013564,31401,10,633.42
904608,7014385,31108,-11,685.68
904609,7002523,30919,3,369.44
904610,7002760,31386,7,266.99
904611,7003664,31162,4,894.65
904612,7012073,30500,7,260.58
904613,7012095,30772,1,340.56
904614,7005426,31201,6,829.76
904615,7005755,31120,6,1004.96
904616,7014707,31247,3,1084.51
904617,7003456,30629,6,1023.79
904618,7011700,31329,3,460.38
904619,7004095,30070,10,988.22
904620,7014465,30856,3,1031.88
904621,7001582,30411,2,1163.44
904622,7001817,31223,7,265.32
904623,7008645,30794,7,867.27
904624,7003226,31481,11,1146.48
904625,7004048,30349,10,1129.05
904626,7000023,30787,11,432.08
904627,7011823,30637,7,646.08
904628,7003616,30976,11,563.61
904629,7007667,30160,1,212.31
904630,7000895,31306,5,428.59
904631,7006148,30007,9,364.87
904632,7009671,31031,1,1132.07
904633,7004877,30003,7,541.18
904634,7004719,31124,12,173.82
904635,7000180,31145,12,1029.59
904636,7013062,31483,2,1035.85
904637,7013705,31438,9,899.6
904638,7001482,31195,3,952.17
904639,7007372,31442,3,1019.49
904640,7000945,30234,10,1002.51
904641,7012297,30158,12,360.52
904642,7010905,30187,12,1176.22
904643,7004037,31267,1,21.38
904644,7013816,30808,5,1198.84
904645,7006179,30114,4,1053.89
904646,7002569,30748,3,809.23
904647,7014739,30523,-8,1016.87
904648,7005481,30812,7,412.39
904649,7014182,31266,10,1093.83
904650,7001841,30406,3,1152.67
904651,7013138,30018,11,1189.16
904652,7014202,31288,12,335.18
904653,7002249,30661,7,767.33
904654,7013333,31367,8,1138.77
904655,7000288,30896,6,1198.23
904656,7009850,31073,3,301.09
904657,7007545,30578,12,1128.3
904658,7013515,30350,7,612.11
904659,7009044,30502,2,954.15
904660,7008900,30845,10,843.77
904661,7000368,30642,11,752.25
904662,7014493,30402,4,647.59
904663,7009682,30904,6,591.07
904664,7006040,30008,11,205.11
904665,7009967,31350,6,962.86
904666,7005509,31203,4,651.91
904667,7001070,30219,5,228.52
904668,7003142,30056,7,1029.57
904669,7011524,31281,7,17.56
904670,7014183,30099,3,233.13
904671,7007508,30183,9,1085.59
904672,7012476,31495,12,1104.76
904673,7006715,30399,1,629.21
904674,7011162,30556,12,798.5
904675,7008891,30680,12,114.05
904676,7011665,31484,10,241.73
904677,7002495,30490,2,1032.85
904678,7002645,31101,11,166.05
904679,7008006,30038,2,241.16
904680,7013098,30838,11,1079.07
904681,7010388,31069,5,200.62
904682,7007143,30835,6,133.54
904683,7011281,31079,10,1088.32
904684,7009969,30037,10,1158.57
904685,7013838,30526,2,1082.72
904686,7000038,30725,11,295.66
904687,7010112,30167,5,294.23
904688,7010365,30232,3,804.21
904689,7011249,30863,4,433.81
904690,7011800,31147,3,217.95
904691,7001804,31053,6,558.69
904692,7013324,31293,5,423.59
904693,7007443,30807,3,1048.44
904694,7006044,30570,2,500.19
904695,7000956,31271,4,762.83
904696,7011425,31375,8,724.91
904697,7004948,30688,5,169.26
904698,7000697,31030,5,988.63
904699,7005572,31408,3,472.56
904700,7002116,30149,6,952.71
904701,7009435,31036,5,350.02
904702,7002553,30738,10,1064.12
904703,7001999,30419,9,370.19
904704,7012656,30177,-3,354.22
904705,7004206,30050,7,470.85
904706,7003519,31156,10,731.87
904707,7013165,30415,12,1193.21
904708,7011504,30455,4,510.2
904709,7003369,30470,7,16.97
904710,7002540,31235,8,943.62
904711,7013507,31166,5,290.85
904712,7003696,30834,1,710.6
904713,7005169,31015,11,1169.78
904714,7000393,30450,10,846.94
904715,7005794,31483,2,507.72
904716,7000752,31392,10,761.98
904717,7011603,31107,11,275.49
904718,7005661,31387,4,1067.09
904719,7010920,30860,11,887.39
904720,7007120,30209,12,293.16
904721,7008208,30184,7,74.14
904722,7003762,31380,1,353.07
904723,7009461,31425,8,340.56
904724,7013824,31318,1,793.2
904725,7012221,30319,10,346.63
904726,7005962,31215,-1,557.11
904727,7004743,31054,2,1040.95
904728,7010909,30598,7,427.65
904729,7009397,30910,4,783.8
904730,7000559,31313,8,271.21
904731,7002818,30993,10,1096.62
904732,7009534,30806,9,400.58
904733,7008910,30034,1,440.83
904734,7004305,31178,9,728.12
904735,7002433,30739,-12,117.87
904736,7008053,30854,8,263.23
904737,7013137,31291,9,456.58
904738,7007121,30159,12,1000.5
904739,7010391,31023,1,22.46
904740,7001756,30758,7,778.64
904741,7003321,31423,9,808.07
904742,7006926,30645,5,836.19
904743,7005365,30762,2,356.77
904744,7011148,30495,7,820.48
904745,7010158,31103,7,606.74
904746,7009020,30220,7,600.58
904747,7007952,30279,5,265.18
904748,7012719,30176,1,839.3
904749,7003383,30899,7,164.37
904750,7005218,30936,12,1092.5
904751,7010059,30055,6,91.88
904752,7002575,31472,4,1108.87
904753,7010374,31035,11,697.32
904754,7008323,30122,12,175.02
904755,7014434,30708,3,544.32
904756,7013783,30954,4,312.32
904757,7004986,31361,12,148.23
904758,7001488,30296,3,986.7
904759,7009486,30996,8,239.48
904760,7014121,31142,3,260.27
904761,7012038,31393,6,560.36
904762,7008413,31277,4,236.94
904763,7005816,30413,6,427.07
904764,7003005,31081,9,996.21
904765,7011497,30521,8,385.85
904766,7003058,30569,6,1190.27
904767,7014728,30806,2,372.2
904768,7013354,30426,8,618.28
904769,7012346,30574,3,809.0
904770,7005500,30841,10,309.74
904771,7003196,30043,7,399.53
904772,7009175,30242,11,614.92
904773,7005916,30142,10,20.65
904774,7013511,31151,5,54.16
904775,7012545,30374,7,1194.14
904776,7011358,30238,3,937.08
904777,7013468,30305,6,149.32
904778,7002110,31117,7,510.9
904779,7005811,31109,8,800.43
904780,7007133,30169,9,138.18
904781,7001472,30954,3,582.61
904782,7008427,30594,12,503.05
904783,7003046,31254,4,769.62
904784,7009083,31430,8,273.0
904785,7003873,31368,3,907.08
904786,7004495,30983,10,970.91
904787,7008887,30372,6,581.52
904788,7010268,30042,5,529.99
904789,7011661,31396,5,123.34
904790,7008183,31303,7,226.73
904791,7001402,30161,8,413.34
904792,7014419,30027,10,906.32
904793,7010853,30905,4,490.32
904794,7013705,31337,2,121.08
904795,7005956,30088,11,995.48
904796,7010778,30152,1,967.89
904797,7012297,31462,3,158.83
904798,7004666,30425,11,873.75
904799,7003596,30849,7,476.77
904800,7003533,30802,9,1047.85
904801,7005099,30258,12,11.64
904802,7005566,30810,2,13.83
904803,7004704,30450,12,224.39
904804,7013109,30246,2,729.12
904805,7010404,30193,4,1147.11
904806,7003890,30425,1,865.59
904807,7012012,30898,7,1188.4
904808,7007766,31114,3,237.04
904809,7010303,31434,1,575.97
904810,7003810,31012,9,855.19
904811,7005629,30908,6,158.56
904812,7008951,30326,12,
904813,7014649,31449,2,
904814,7000804,31164,6,874.19
904815,7005010,30466,12,206.29
904816,7006479,30623,12,1119.02
904817,7008753,30215,9,782.24
904818,7009486,30532,9,447.53
904819,7012531,30403,10,21.66
904820,7001067,30343,9,238.64
904821,7002874,30031,4,961.89
904822,7005595,30968,6,912.85
904823,7009854,30583,12,842.34
904824,7010831,30369,10,635.97
904825,7010452,30608,5,1064.89
904826,7004357,31254,9,367.16
904827,7006995,30971,11,1038.17
904828,7011050,30345,12,466.21
904829,7008826,30603,6,
904830,7013967,30724,9,562.31
904831,7009054,30341,11,890.7
904832,7014603,30727,-5,760.64
904833,7008196,30607,4,173.92
904834,7004485,30063,5,764.94
904835,7012371,30628,4,1052.12
904836,7008697,30831,8,191.58
904837,7004416,30411,12,149.14
904838,7007165,31177,7,1142.77
904839,7003968,30587,1,674.03
904840,7005498,30885,12,615.61
904841,7012108,31218,-8,757.48
904842,7008404,30520,12,1092.74
904843,7003223,31299,2,950.79
904844,7001428,31207,10,553.55
904845,7007613,30807,9,
904846,7009647,30196,9,885.39
904847,7014298,30351,10,
904848,7012729,30798,2,680.24
904849,7008501,30859,5,813.61
904850,7000380,30411,8,
904851,7009269,31200,5,247.51
904852,7001976,31142,3,213.8
904853,7008560,31471,5,1143.45
904854,7008640,31076,10,902.18
904855,7005114,30397,12,203.0
904856,7011306,30446,12,770.68
904857,7013246,31297,7,976.17
904858,7004970,31244,2,1013.98
904859,7004669,31295,3,732.43
904860,7008023,30351,9,329.15
904861,7001865,30984,6,685.35
904862,7009660,31035,10,1171.53
904863,7009707,31048,10,310.53
904864,7007503,30177,4,188.08
904865,7006721,31241,6,645.62
904866,7003026,31157,12,978.06
904867,7004357,31440,2,1115.46
904868,7010293,31417,4,495.98
904869,7012631,30179,12,19.8
904870,7001947,30765,10,970.65
904871,7006281,31380,8,603.26
904872,7014128,30575,11,425.43
904873,7000256,31264,2,1180.32
904874,7009957,31036,12,504.62
904875,7013643,30803,1,511.15
904876,7008317,30373,3,478.94
904877,7001769,30689,7,
904878,7014282,30646,7,994.64
904879,7008513,30270,9,795.14
904880,7003960,30632,10,683.02
904881,7004787,31124,2,781.56
904882,7013021,30635,5,1057.37
904883,7008264,30954,1,435.13
904884,7008324,30606,2,485.03
904885,7010424,31020,4,983.83
904886,7010645,30664,-7,469.84
904887,7011660,30177,7,898.44
904888,7011192,30824,8,277.35
904889,7009079,30087,2,406.99
904890,7013283,30694,6,678.54
904891,7007037,30192,3,1071.52
904892,7010318,30948,11,246.93
904893,7014614,31342,3,1050.2
904894,7002263,30051,9,1000.0
904895,7012184,30444,11,184.14
904896,7010565,30281,12,943.73
904897,7014714,31157,12,940.66
904898,7000286,30193,8,396.45
904899,7009097,31022,9,56.19
904900,7001613,30513,4,436.61
904901,7005059,30158,8,114.61
904902,7008119,30425,5,1034.54
904903,7000586,30837,12,472.72
904904,7010019,30236,8,770.44
904905,7003290,31055,7,1099.13
904906,7004384,30645,7,222.97
904907,7010735,30265,3,1128.19
904908,7010910,30157,2,822.6
904909,7004649,30084,9,77.6
904910,7000221,30858,6,46.91
904911,7005407,30654,3,698.83
904912,7004277,31497,5,479.49
904913,7010428,31434,12,773.69
904914,7007018,30206,12,613.29
904915,7007081,30655,4,808.07
904916,7011999,30253,2,54.45
904917,7014327,31011,7,769.93
904918,7005304,30436,12,564.98
904919,7002684,31376,2,810.56
904920,7010141,30862,1,782.87
904921,7007890,31155,6,311.61
904922,7013578,30005,12,361.19
904923,7011993,30661,2,971.9
904924,7009017,31387,1,50.27
904925,7007974,30380,8,431.15
904926,7000026,30135,3,273.55
904927,7002556,30084,11,900.02
904928,7001398,31338,7,562.44
904929,7000741,30092,3,1136.64
904930,7013577,30163,8,
904931,7006546,30730,12,429.19
904932,7011549,31021,4,998.77
904933,7012902,30966,7,513.94
904934,7000580,30717,12,1127.02
904935,7004231,30645,8,147.53
904936,7005123,30201,4,852.42
904937,7003593,31135,12,74.6
904938,7005904,30918,9,239.88
904939,7002289,31321,3,954.04
904940,7013208,30256,12,1117.53
904941,7003867,31441,4,482.8
904942,7002628,30691,3,803.8
904943,7012098,30880,3,709.45
904944,7010306,31012,11,724.43
904945,7008049,31127,7,806.96
904946,7003640,31078,6,283.75
904947,7002840,31047,5,58.47
904948,7001925,30271,5,357.94
904949,7009296,30030,6,338.87
904950,7004296,31123,7,612.4
904951,7014635,30891,12,914.74
904952,7014506,31366,4,1170.26
904953,7003964,30083,5,574.52
904954,7007343,30035,9,1031.92
904955,7012007,30291,4,
904956,7013154,30839,7,437.69
904957,7013216,30619,1,886.89
904958,7006700,30122,5,458.61
904959,7002709,30815,2,197.23
904960,7001430,30596,1,1161.12
904961,7002994,31217,10,1159.83
904962,7013403,30933,3,1150.31
904963,7006211,31249,6,423.11
904964,7005594,30729,6,902.61
904965,7002377,30870,12,244.45
904966,7000321,30008,11,817.46
904967,7011712,30227,6,265.73
904968,7014543,30008,7,564.61
904969,7006241,30733,1,756.78
904970,7005910,31004,-4,419.45
904971,7014977,30420,7,547.89
904972,7002841,30047,5,649.92
904973,7014903,30582,10,914.77
904974,7013852,30818,10,461.19
904975,7000003,30862,10,262.45
904976,7005332,30844,10,586.42
904977,7001657,30906,1,346.92
904978,7002540,31385,3,899.94
904979,7011243,30345,11,581.71
904980,7000182,30581,5,211.82
904981,7014667,30373,6,601.2
904982,7002195,30277,6,1168.08
904983,7008532,30721,11,
904984,7006254,30803,10,206.04
904985,7004470,30327,6,905.68
904986,7014223,30802,3,339.25
904987,7008783,30755,7,369.9
904988,7012332,31425,8,146.18
904989,7011608,30996,3,204.89
904990,7006494,30309,7,690.89
904991,7014924,31419,1,857.01
904992,7009661,31151,11,1186.29
