product_id,product_name,category,mrp,selling_price,brand,unit
30355,Culpa Pack,Atta Rice & Dal,448.41,445.61,Jayaraman and Sons,PC
30356,Rem Pack,Bakery,1146.68,1092.92,Luthra-Dash,L
30357,Voluptates Pack,Household,870.37,649.8,"Sankaran, Mannan and Jani",kg
30358,Dignissimos Pack,Pet Supplies,606.75,602.33,Prashad Inc,g
30359,Consectetur Pack,Pet Supplies,86.3,66.32,Mandal-Bobal,PC
30360,Recusandae Jar,Snacks,211.69,155.64,Tara-Mody,ml
30361,Impedit Jar,Fruits & Vegetables,557.57,408.84,Rau and Sons,PC
30362,Molestias 1L,Fruits & Vegetables,979.18,862.1,"Kakar, Mittal and Swaminathan",ml
30363,Dolores Box,Dairy & Breakfast,830.33,772.74,Dewan Group,g
30364,Magni Jar,Household,19.5,14.06,Handa-Bandi,kg
30365,Architecto Box,Personal Care,299.59,289.55,Narayanan-Tella,Kg
30366,Tempore Jar,Household,794.77,,,PC
30367,Hic Jar,Fruits & Vegetables,,821.13,Choudhury LLC,kg
30368,Repudiandae Pack,Baby Care,252.96,241.91,"Rama, Manne and Srinivas",kg
30369,Perferendis 1L,Pet Supplies,1114.76,857.21,,kg
30370,Recusandae Jar,Pet Supplies,248.91,221.69,"Din, Mannan and Sethi",PC
30371,Deserunt Combo,Personal Care,771.12,598.4,Rajagopal Ltd,L
30372,Labore 500g,Beverages,171.68,,De Ltd,PC
30373,Ullam Pack,Fruits & Vegetables,912.81,748.17,Bhatti-Hayer,ml
30374,Debitis Jar,Pet Supplies,561.46,394.12,"Sen, Pillai and Raman",Kg
30375,Pariatur Box,Bakery,678.52,647.09,Prabhu-Contractor,g
30376,Quo Box,Dairy & Breakfast,573.66,426.34,Ravi LLC,kg
30377,Voluptas Jar,Meat & Seafood,800.77,623.97,Mukhopadhyay Inc,ml
30378,Eum Jar,Atta Rice & Dal,628.25,605.66,"Joshi, Ahluwalia and Grewal",ml
30379,Error Combo,Instant Food,961.92,703.62,"Rai, Kala and Baria",Kg
30380,Beatae Jar,Bakery,768.72,604.7,Ramachandran PLC,Kg
30381,Eligendi 1L,Baby Care,596.03,447.9,"Nazareth, Lad and Bath",pc
30382,Ducimus Box,Instant Food,160.79,129.66,"Pai, Natt and Bala",pc
30383,Deleniti 500g,Fruits & Vegetables,573.04,459.29,Babu-Dyal,pc
30384,Vel Pack,Fruits & Vegetables,448.64,353.61,Jha PLC,kg
30385,Nemo Jar,Snacks,1154.87,836.14,Dar Group,Kg
30386,Corrupti 500g,Meat & Seafood,716.1,697.18,Rajagopalan LLC,g
30387,Voluptatibus Jar,Instant Food,1125.03,1039.52,"Varma, Bhatia and Vaidya",PC
30388,Ea 1L,Fruits & Vegetables,927.07,716.62,Dua and Sons,g
30389,Suscipit 500g,Atta Rice & Dal,441.48,334.21,Keer-Dara,ml
30390,Praesentium Pack,Beverages,672.33,565.4,Borah-Shankar,L
30391,Fugit 500g,Beverages,859.81,740.02,Rattan and Sons,ml
30392,Placeat Combo,Instant Food,1022.81,718.17,"Suri, Sha and Koshy",ml
30393,Mollitia Jar,Bakery,783.25,554.31,Pillai-Barman,pc
30394,Libero Jar,Bakery,863.07,801.49,Shenoy-Dube,PC
30395,Odio Box,Bakery,340.53,287.35,Bhat Group,g
30396,Voluptas Combo,Instant Food,704.94,523.78,"Pandya, Srivastava and Misra",L
30397,Id Combo,Beverages,709.16,558.79,,Kg
30398,Inventore Combo,Personal Care,138.54,105.76,Bava-Oak,L
30399,Illum 500g,Atta Rice & Dal,909.73,834.1,Oza-Bedi,PC
30400,Illo Combo,Atta Rice & Dal,920.9,680.54,Chopra-Kibe,pc
30401,Officiis Pack,Bakery,784.88,677.86,"Parmer, Acharya and Tella",PC
30402,Vitae Jar,Snacks,385.29,378.47,"Desai, Nayar and Lanka",Kg
30403,Quod Pack,Bakery,952.23,908.67,Kata Ltd,PC
30404,Quam 1L,Household,1149.87,,"Randhawa, Kakar and Roy",Kg
30405,Quasi Box,Bakery,474.66,381.95,Kurian Ltd,PC
30406,Quae 1L,Atta Rice & Dal,419.06,,Wable-Dayal,L
30407,Ipsa Jar,Fruits & Vegetables,387.16,305.2,"Sachdev, Bail and Dora",g
30408,Distinctio 1L,Meat & Seafood,579.18,,Mani-Dhingra,Kg
30409,Consectetur Box,Bakery,1131.32,922.74,Kamdar and Sons,Kg
30410,Ut Jar,Instant Food,61.27,55.6,Shah and Sons,kg
30411,Nihil Pack,Beverages,1066.9,792.81,"Konda, Sharma and Ram",ml
30412,Et 1L,Beverages,1036.11,851.38,"Rajagopalan, Sengupta and Narasimhan",L
30413,Numquam 500g,Dairy & Breakfast,1160.39,1156.86,Subramanian LLC,L
30414,Nesciunt Jar,Snacks,230.29,218.32,"Chandran, Nayar and Vala",L
30415,Doloribus Box,Fruits & Vegetables,671.98,527.09,Bahri-Dhawan,ml
30416,Ad 1L,Bakery,1047.54,968.63,Handa-Kant,pc
30417,Assumenda Jar,Household,711.87,560.15,"Saraf, Boase and Dua",ml
30418,Amet Combo,Pet Supplies,554.28,489.0,"Pal, Arya and Agate",g
30419,Minus Box,Atta Rice & Dal,214.62,191.35,"Shan, Devi and Chowdhury",L
30420,Suscipit Box,Dairy & Breakfast,354.72,252.74,"Kohli, Parmar and Lad",Kg
30421,Dolores Combo,Meat & Seafood,577.78,440.83,"Buch, Sodhi and Mann",L
30422,At Jar,Fruits & Vegetables,,1138.71,Dugal-Venkataraman,L
30423,Quibusdam Box,Pet Supplies,389.84,,Yohannan Inc,kg
30424,Totam Box,Pet Supplies,945.53,920.89,Bava Inc,L
30425,At Combo,Baby Care,954.44,844.72,Tank PLC,g
30426,Cupiditate 1L,Meat & Seafood,432.79,347.02,"Nigam, Keer and Basak",kg
30427,Pariatur Jar,Meat & Seafood,274.78,274.04,"Bawa, Chana and Dass",pc
30428,Esse 1L,Atta Rice & Dal,170.95,135.77,Prasad Ltd,PC
30429,Alias Jar,Household,884.78,,"Rastogi, Sani and Lalla",PC
30430,Sit Pack,Atta Rice & Dal,914.81,805.73,Ganesan Inc,g
30431,Cumque Box,Baby Care,,78.84,Bala-Sachdeva,kg
30432,Laudantium Box,Atta Rice & Dal,1049.03,767.17,Dar-Chacko,PC
30433,Soluta Pack,Beverages,,1016.76,Hayre-Sankaran,Kg
30434,Tempore Combo,Beverages,398.23,287.58,"Kara, Date and Mandal",PC
30435,Cum Jar,Snacks,574.23,492.54,Goyal Inc,L
30436,Quo Combo,Beverages,613.81,466.42,"Venkatesh, Vasa and Cheema",PC
30437,Nobis Box,Meat & Seafood,18.65,14.07,Balay-Rana,L
30438,Voluptatum Combo,Meat & Seafood,690.56,515.96,Bora-Solanki,ml
30439,Quibusdam Jar,Baby Care,546.87,504.0,Prabhu Inc,Kg
30440,At Combo,Bakery,620.06,,Loyal-Dhillon,Kg
30441,Nulla Combo,Pet Supplies,,214.33,Mohan Ltd,ml
30442,Maiores 1L,Atta Rice & Dal,680.42,509.98,"Kanda, Ranganathan and Dey",PC
30443,Animi Combo,Atta Rice & Dal,612.07,469.04,"Sharaf, Warrior and Ben",Kg
30444,Odio Jar,Instant Food,778.78,573.45,"Parmar, Bera and Narayanan",kg
30445,Similique Jar,Atta Rice & Dal,120.57,85.72,"Bora, Wason and Narain",ml
30446,Velit 500g,Fruits & Vegetables,190.77,159.88,Raj Inc,PC
30447,Quod 1L,Bakery,938.59,,Karnik and Sons,L
30448,Aut Box,Meat & Seafood,471.69,384.03,Sanghvi LLC,Kg
30449,Saepe Pack,Bakery,209.53,157.34,Rai Inc,Kg
30450,Commodi Jar,Baby Care,792.37,619.81,Oza Group,ml
30451,Non 1L,Snacks,371.89,309.16,"Chada, Kapur and Bhagat",kg
30452,Temporibus Combo,Snacks,1010.15,778.73,Cherian-Sheth,L
30453,Culpa Jar,Pet Supplies,649.85,616.82,"Date, Singhal and Madan",pc
30454,Quos Box,Fruits & Vegetables,432.03,381.18,Agate and Sons,PC
30455,Iste 1L,Bakery,1125.6,851.07,Goyal-Choudhry,g
30456,Accusantium Pack,Bakery,923.64,727.46,"Savant, Nadig and Varughese",PC
30457,Tempore 500g,Beverages,834.91,695.74,Goyal Ltd,kg
30458,Odio Pack,Baby Care,15.97,13.89,Bobal Ltd,Kg
30459,Dignissimos 500g,Beverages,862.86,779.58,"Balay, Oommen and Mall",L
30460,Aut 500g,Meat & Seafood,396.39,369.91,"Barad, Koshy and Mangat",pc
30461,Voluptates Box,Beverages,551.42,461.27,"Jha, Ram and Bajaj",ml
30462,Maxime 500g,Snacks,753.49,595.36,Shere-Narayanan,pc
30463,Odit 1L,Household,40.82,39.82,Mallick-Agate,ml
30464,Amet Pack,Instant Food,307.29,233.29,Vohra and Sons,Kg
30465,Deleniti Box,Snacks,234.74,174.93,"Gupta, Chanda and Nadkarni",ml
30466,Necessitatibus 500g,Pet Supplies,258.09,250.11,Dugar-Varghese,pc
30467,Provident 1L,Bakery,546.85,,Lanka and Sons,ml
30468,Debitis Jar,Meat & Seafood,523.02,419.29,Merchant-Narain,pc
30469,Laborum Jar,Instant Food,283.77,282.22,Grewal-Randhawa,ml
30470,Praesentium 500g,Fruits & Vegetables,49.66,47.48,Dhar Group,g
30471,Eligendi Box,Pet Supplies,25.05,17.54,"Sathe, Tailor and Manne",pc
30472,Doloribus Combo,Baby Care,139.29,112.45,,ml
30473,Nam Pack,Atta Rice & Dal,895.56,800.09,Rajagopalan-Thaman,L
30474,Facilis 1L,Personal Care,1192.87,966.81,Rai Inc,ml
30475,Atque 500g,Bakery,191.48,158.41,Bobal-Malhotra,Kg
30476,Ut Jar,Atta Rice & Dal,1107.49,949.16,Chada-Samra,PC
30477,Suscipit 500g,Personal Care,15.11,12.23,"Bhat, Bumb and Garg",Kg
30478,Error Box,Atta Rice & Dal,88.65,64.29,Ghosh-Kunda,kg
30479,Consequatur 1L,Meat & Seafood,89.21,78.59,Sandhu LLC,L
30480,Eius Jar,Atta Rice & Dal,776.64,736.36,"Zachariah, Kulkarni and Bhattacharyya",pc
30481,Similique Box,Household,183.11,168.8,"Bala, Aggarwal and Buch",PC
30482,Facilis Combo,Fruits & Vegetables,805.28,667.77,Vasa PLC,Kg
30483,Perferendis Jar,Atta Rice & Dal,948.73,855.12,Taneja Inc,PC
30484,Repudiandae Box,Atta Rice & Dal,182.79,148.08,Naik-Ahluwalia,PC
30485,Ipsam 1L,Baby Care,623.56,452.58,Thaker-Din,PC
30486,Sequi Pack,Beverages,968.85,920.97,"Chada, Tailor and Sur",Kg
30487,Alias 1L,Snacks,1006.05,902.51,Thaker-Mutti,Kg
30488,Sit 1L,Pet Supplies,393.8,277.62,Sengupta Group,ml
30489,Illo Box,Household,36.01,34.8,Wason PLC,kg
30490,Nesciunt 500g,Fruits & Vegetables,695.0,546.5,"Bali, Badal and Thaker",PC
30491,Unde Combo,Household,1000.19,728.84,Kar Group,PC
30492,Eveniet 1L,Snacks,45.88,35.25,"Swaminathan, Mukherjee and Char",ml
30493,Fugit Pack,Bakery,662.25,499.87,Bumb Inc,kg
30494,Adipisci Combo,Pet Supplies,1069.38,1039.55,"Balasubramanian, Grewal and Anne",pc
30495,Nulla Box,Pet Supplies,957.66,847.43,Loke-Dash,pc
30496,Laudantium Jar,Baby Care,760.79,566.94,Deol LLC,pc
30497,Eius 500g,Pet Supplies,55.94,48.72,"Kaul, Jaggi and Verma",PC
30498,Quibusdam Combo,Pet Supplies,994.26,763.26,"Lanka, Kothari and Sundaram",pc
30499,Ad Box,Bakery,415.55,409.28,Puri and Sons,g
30500,Impedit Box,Pet Supplies,511.87,491.64,"Nayak, Nagi and Chacko",g
30501,Quisquam 500g,Atta Rice & Dal,15.33,14.19,Dada-Murty,g
30502,Similique Box,Household,439.86,426.65,Mann PLC,kg
30503,Ipsa 1L,Baby Care,997.45,816.49,Narasimhan-Manda,g
30504,Sunt Combo,Household,128.37,103.5,Bhatnagar PLC,L
30505,Ipsum Jar,Beverages,161.65,158.96,"Bumb, Rastogi and Manne",pc
30506,Porro Box,Bakery,244.28,,Badal-Nanda,kg
30507,Cum Box,Personal Care,937.99,748.25,Goel-Bandi,PC
30508,Harum 500g,Dairy & Breakfast,120.29,116.34,Swaminathan-Oza,g
30509,In Box,Fruits & Vegetables,882.06,682.12,"Dhillon, Patil and Sridhar",pc
30510,Neque Jar,Atta Rice & Dal,282.9,262.82,"Dhawan, Sane and Raju",kg
30511,Ad 1L,Personal Care,358.18,276.04,Sarraf-Dhar,kg
30512,Delectus Combo,Baby Care,248.16,245.1,"Chander, Atwal and Agrawal",Kg
30513,Architecto 1L,Instant Food,346.47,272.21,Oza-Nagar,kg
30514,Repellendus Jar,Beverages,877.08,844.22,Radhakrishnan and Sons,L
30515,Iusto Combo,Fruits & Vegetables,,190.41,Pathak and Sons,Kg
30516,Odio Pack,Personal Care,818.15,788.54,Rama Group,Kg
30517,Voluptatem 500g,Dairy & Breakfast,25.64,21.8,Baral PLC,L
30518,Vero Pack,Atta Rice & Dal,1011.4,893.59,"Barad, Patel and Jhaveri",L
30519,Numquam Jar,Personal Care,75.06,73.98,"Hans, Sethi and Bajwa",g
30520,Debitis Jar,Household,368.0,293.19,Mohan Group,PC
30521,Autem 500g,Baby Care,849.89,837.67,"Kanda, Sibal and Balakrishnan",g
30522,Autem Box,Meat & Seafood,518.83,403.52,Menon-Dugar,pc
30523,Laboriosam 500g,Bakery,445.51,335.9,,pc
30524,Repudiandae Jar,Atta Rice & Dal,28.0,22.91,"Ben, Raval and Nigam",kg
30525,Occaecati Jar,Pet Supplies,822.31,620.67,"Kari, Ram and Krishnan",Kg
30526,Alias Combo,Baby Care,665.98,571.8,Chaudhary-Rattan,PC
30527,Beatae 1L,Household,583.71,426.74,Raman Inc,pc
30528,Dolorem 1L,Snacks,559.6,530.26,Barad Ltd,kg
30529,Aliquam Pack,Household,21.25,15.45,Pai-Chadha,kg
30530,Officia Jar,Beverages,690.83,508.82,Raja Group,PC
30531,Aut 1L,Pet Supplies,52.32,41.38,"Nair, Gulati and Pradhan",L
30532,Recusandae 500g,Instant Food,700.89,585.84,Mander PLC,kg
30533,Libero Jar,Instant Food,719.09,567.3,Subramaniam-Hans,Kg
30534,Illo Pack,Pet Supplies,1131.83,986.99,Sinha-Goda,g
30535,Cum 500g,Bakery,643.14,530.36,Sathe-Shanker,ml
30536,Ab 500g,Baby Care,81.63,72.85,,ml
30537,Amet Box,Pet Supplies,483.51,476.78,"Mall, Walia and Agate",PC
30538,Distinctio 1L,Fruits & Vegetables,10.89,10.41,Ray LLC,kg
30539,Accusamus 500g,Fruits & Vegetables,734.44,632.58,"Agarwal, Bajaj and Shah",Kg
30540,Dolore 1L,Baby Care,713.2,551.6,Patla Ltd,Kg
30541,Modi 500g,Baby Care,714.91,545.21,Balasubramanian-Chandra,PC
30542,Id Jar,Bakery,167.05,126.79,,Kg
30543,Sed Combo,Dairy & Breakfast,845.02,763.58,Khosla-Golla,Kg
30544,Cupiditate Pack,Meat & Seafood,696.45,620.21,"Ben, Bajaj and Jha",ml
30545,Odit Box,Fruits & Vegetables,754.06,598.82,Hora-Parmer,L
30546,Sed Box,Instant Food,1149.87,989.04,Rajagopalan LLC,pc
30547,Blanditiis 1L,Beverages,19.5,14.9,Upadhyay Group,pc
30548,Aspernatur Box,Snacks,1093.73,882.57,Sule-Venkataraman,pc
30549,Odio Jar,Snacks,260.13,192.72,Boase LLC,ml
30550,Consequuntur Box,Bakery,119.35,95.16,Borah-Vora,ml
30551,Commodi Jar,Bakery,543.95,460.06,"Sidhu, Thakur and Rana",L
30552,Tempore Jar,Atta Rice & Dal,471.21,386.59,"Korpal, Kota and Bhavsar",ml
30553,Nihil Combo,Dairy & Breakfast,1021.59,904.17,"Kapadia, Walia and Sawhney",PC
30554,Debitis 500g,Bakery,1078.6,876.88,,ml
30555,Perferendis Combo,Household,368.54,339.08,Bansal PLC,PC
30556,Est 1L,Instant Food,1066.18,1018.05,Rama LLC,ml
30557,Vitae Pack,Bakery,,325.31,"Shere, Sundaram and Majumdar",ml
30558,Commodi Pack,Instant Food,747.97,547.63,,kg
30559,Veritatis 500g,Household,470.12,330.21,"Khanna, Pillai and Dass",Kg
30560,Molestias 1L,Atta Rice & Dal,771.75,675.61,Sachdeva LLC,Kg
30561,Veritatis Jar,Beverages,1132.19,975.49,Gole-Srinivasan,PC
30562,Reprehenderit 1L,Pet Supplies,797.13,589.53,Bains PLC,pc
30563,Reiciendis Pack,Fruits & Vegetables,1176.93,1046.2,"Yogi, Chaudhari and Kar",g
30564,Ratione Jar,Pet Supplies,582.99,538.79,"Minhas, Kaul and Deo",ml
30565,Facilis 1L,Baby Care,179.91,140.1,"Hora, Wason and Madan",g
30566,Doloribus 500g,Meat & Seafood,,306.3,"Sahota, Suri and Bajaj",pc
30567,Similique Pack,Fruits & Vegetables,236.06,233.01,Oak PLC,kg
30568,Magnam Box,Instant Food,153.42,140.42,Choudhry and Sons,PC
30569,Quod Box,Fruits & Vegetables,528.5,501.24,"Bora, Chand and Kurian",ml
30570,Corporis Pack,Atta Rice & Dal,467.44,400.9,Singhal-Rajan,g
30571,Perferendis Box,Beverages,279.66,245.67,"Jain, Brahmbhatt and Pandit",PC
30572,Assumenda Jar,Personal Care,581.07,464.49,"Varty, Chauhan and Zachariah",PC
30573,Vel Jar,Beverages,344.43,292.97,"Pradhan, Savant and Sharaf",Kg
30574,Eos Pack,Atta Rice & Dal,711.11,544.64,Comar-Talwar,g
30575,Veniam Combo,Meat & Seafood,175.37,140.08,Dada-Nair,Kg
30576,Nemo Jar,Beverages,183.19,148.79,Ramaswamy-Mishra,PC
30577,Praesentium 500g,Household,314.24,272.08,"Ganesan, Natarajan and Dara",PC
30578,Quam Combo,Bakery,440.47,415.57,"Patil, Grover and Babu",kg
30579,Ea Box,Pet Supplies,112.29,108.97,,kg
30580,Consequatur Box,Fruits & Vegetables,123.08,118.06,Solanki and Sons,ml
30581,Ipsum Combo,Household,90.84,81.07,"Gola, Cherian and Banik",L
30582,Illum Jar,Baby Care,77.88,68.29,Pillai Inc,ml
30583,Laboriosam Box,Instant Food,246.92,245.78,Grewal PLC,PC
30584,Nam Pack,Pet Supplies,461.07,454.21,Oak PLC,ml
30585,Repellendus 500g,Fruits & Vegetables,553.22,392.71,Deep Ltd,g
30586,Fuga Pack,Household,1105.15,775.22,Gole LLC,Kg
30587,Itaque Pack,Instant Food,313.1,307.93,Munshi Group,PC
30588,Ipsum Box,Atta Rice & Dal,511.62,437.46,"Bhandari, Randhawa and Bhat",ml
30589,Veniam Box,Beverages,226.44,172.99,Chanda-Chacko,pc
30590,Quis 500g,Bakery,589.53,435.51,Chacko-Maharaj,kg
30591,Dolor Box,Fruits & Vegetables,38.94,30.62,"Choudhry, Kari and Bajwa",ml
30592,Sequi 1L,Fruits & Vegetables,344.82,306.51,Nagy-Wadhwa,kg
30593,Iure Pack,Pet Supplies,1014.66,,"Devi, Grewal and D’Alia",Kg
30594,Fugiat Combo,Snacks,624.78,506.35,Khatri-Menon,g
30595,Laudantium 500g,Dairy & Breakfast,975.26,743.78,Chahal LLC,ml
30596,Ratione Pack,Meat & Seafood,103.49,87.81,"Dhar, Wagle and Sarraf",PC
30597,Facilis Box,Beverages,564.67,444.8,Ramesh-Chopra,pc
30598,Deleniti Box,Meat & Seafood,539.6,525.23,"Prashad, Sen and Nadig",kg
30599,Cum Combo,Snacks,1045.91,744.34,"Shetty, Barad and Brahmbhatt",pc
30600,Ea 500g,Beverages,1181.42,1101.49,"Gola, Choudhury and Raju",ml
30601,Illo Box,Meat & Seafood,359.22,,"Cherian, Mahajan and Verma",Kg
30602,Iste Box,Meat & Seafood,635.3,560.29,Kadakia-Dara,Kg
30603,Sequi 1L,Household,956.62,730.07,Merchant-Ramesh,pc
30604,Amet Combo,Fruits & Vegetables,336.83,306.51,Pandit PLC,g
30605,Quisquam Jar,Baby Care,703.72,581.62,Modi-Bala,L
30606,Optio 500g,Fruits & Vegetables,433.74,407.64,"Kalla, Patla and Devan",ml
30607,Voluptatum 500g,Snacks,31.8,31.09,"Sharaf, Kata and Batra",L
30608,Dolorum Combo,Dairy & Breakfast,741.6,627.26,Kohli LLC,ml
30609,Culpa Box,Personal Care,82.66,68.31,"Thakur, Grewal and Swaminathan",kg
30610,Vero 1L,Snacks,,473.66,"Tiwari, Agate and Kapadia",L
30611,In Pack,Snacks,638.43,598.77,"Tailor, Kunda and Kapadia",L
30612,Vitae 500g,Beverages,733.51,529.6,Saha-Vala,g
30613,Illo Combo,Dairy & Breakfast,270.09,200.92,Lall and Sons,pc
30614,Ad Jar,Baby Care,116.23,,"Edwin, Sani and Arya",Kg
30615,Itaque Combo,Pet Supplies,634.3,494.87,Prasad-Sampath,g
30616,A Combo,Fruits & Vegetables,107.35,96.13,Kaul-Bora,PC
30617,Perferendis Combo,Personal Care,1030.44,729.11,Nigam-Tank,PC
30618,Distinctio Combo,Baby Care,801.09,678.01,,kg
30619,Autem Combo,Baby Care,1079.22,786.58,Memon Inc,g
30620,A 500g,Atta Rice & Dal,581.19,410.77,"Hegde, Mallick and Thaker",pc
30621,Quos 1L,Instant Food,965.49,850.04,Mishra and Sons,L
30622,Optio Combo,Personal Care,372.58,300.85,Sehgal Ltd,L
30623,Ratione Combo,Beverages,760.49,717.96,,L
30624,Quia 500g,Dairy & Breakfast,887.77,681.88,Virk-Desai,g
30625,Corporis 1L,Atta Rice & Dal,354.22,278.43,Suresh Group,PC
30626,Quisquam 500g,Bakery,1105.85,1013.62,Anand-Dhar,PC
30627,Hic 500g,Household,872.32,,Sachdeva-Ramaswamy,L
30628,Animi Jar,Baby Care,1038.49,769.61,"Koshy, Bhatti and Andra",pc
30629,Deleniti 1L,Atta Rice & Dal,585.76,537.91,Divan Inc,Kg
30630,Sint 500g,Fruits & Vegetables,1050.01,806.12,Hayer-Prakash,PC
30631,Illum 1L,Baby Care,1150.44,1031.41,Contractor-Morar,L
30632,Illo 500g,Instant Food,,,"Muni, Kalita and Pandit",pc
30633,Quis Jar,Snacks,110.47,98.6,,kg
30634,Tenetur Combo,Baby Care,1090.74,1046.66,Yadav-Apte,L
30635,Eveniet Box,Baby Care,747.02,723.84,"Sehgal, Choudhry and Sant",PC
30636,Ad Pack,Dairy & Breakfast,1170.86,1153.79,Sahota Group,g
30637,Expedita Pack,Atta Rice & Dal,735.78,595.74,Anand Group,L
30638,Dolorem Box,Meat & Seafood,600.65,426.78,Bhargava-Suri,PC
30639,Minus Combo,Baby Care,105.6,104.1,"Taneja, Chokshi and Raj",ml
30640,Laborum Box,Snacks,706.03,694.84,Sekhon Group,ml
30641,Id Pack,Instant Food,905.54,787.22,"Muni, Saini and Dada",PC
30642,Omnis Pack,Instant Food,859.71,857.33,Barad PLC,L
30643,Nihil 1L,Snacks,,189.94,"Nair, Mammen and Rajan",g
30644,Ad 500g,Baby Care,847.71,831.75,Baral Group,g
30645,Ratione Jar,Beverages,414.2,388.51,Bhatti PLC,Kg
30646,Dolore Box,Snacks,235.09,186.58,Keer-Kannan,L
30647,Rem Combo,Bakery,427.94,324.41,,L
30648,Omnis Pack,Household,1026.63,774.42,Zachariah-Kothari,pc
30649,Harum 500g,Baby Care,,120.01,"Sarin, Nazareth and Johal",PC
30650,Quisquam 500g,Bakery,162.87,143.19,"Bora, Lanka and Verma",g
30651,Impedit Jar,Pet Supplies,658.01,517.27,"Ratta, Dutta and Nazareth",ml
30652,Culpa 500g,Pet Supplies,510.74,357.75,"Chhabra, Narula and Babu",g
30653,Aut 500g,Baby Care,85.45,75.25,Naik-Kar,pc
30654,Impedit Combo,Atta Rice & Dal,63.09,46.38,"Khanna, Wadhwa and Guha",ml
30655,Maiores Jar,Dairy & Breakfast,293.16,275.82,"Varghese, Garde and Jani",Kg
30656,Quibusdam 1L,Dairy & Breakfast,71.84,66.97,Dhillon Ltd,L
30657,Temporibus 500g,Snacks,1033.86,878.02,Kunda Ltd,g
30658,Cupiditate Pack,Beverages,779.35,622.83,Ghose-Goyal,L
30659,Amet 1L,Meat & Seafood,1027.87,950.58,"Devan, Bora and Hayer",pc
30660,Hic Box,Meat & Seafood,513.16,384.61,Bal-Sandhu,ml
30661,Possimus Box,Pet Supplies,148.78,145.65,Walla Ltd,ml
30662,Assumenda Box,Dairy & Breakfast,1142.02,1026.13,"Nayak, Dutt and Mistry",Kg
30663,Ab 1L,Beverages,49.4,35.92,Mahajan Inc,g
30664,Consequuntur 500g,Atta Rice & Dal,576.04,437.55,Sankar-Prakash,ml
30665,Praesentium 500g,Bakery,995.16,700.91,Samra-Pal,g
30666,Veniam Pack,Atta Rice & Dal,114.43,,"Natarajan, Jha and Sarna",PC
30667,Qui Combo,Baby Care,155.3,130.96,Nazareth Group,Kg
30668,Doloremque Combo,Snacks,51.56,44.31,"Agate, Pingle and Chandran",PC
30669,Nesciunt 500g,Bakery,843.21,710.11,,g
30670,Necessitatibus Combo,Fruits & Vegetables,1132.46,805.85,Das-Upadhyay,kg
30671,Soluta Box,Beverages,397.46,318.94,Viswanathan LLC,PC
30672,Velit Jar,Beverages,618.57,504.04,Luthra PLC,L
30673,A Combo,Bakery,246.16,196.02,"Das, Devan and Date",kg
30674,Commodi Pack,Beverages,52.15,44.19,Bansal-Bhattacharyya,L
30675,Consequuntur Pack,Pet Supplies,634.73,606.01,Virk Group,g
30676,Distinctio 500g,Meat & Seafood,,588.3,Sawhney-Bedi,L
30677,Vero Combo,Snacks,,800.9,"Karnik, Toor and Vora",g
30678,Consequatur 500g,Dairy & Breakfast,339.55,323.35,Rajagopal Ltd,pc
30679,Ipsum Box,Fruits & Vegetables,1151.95,,Saraf Ltd,kg
30680,Quia Combo,Personal Care,739.66,687.68,Bali-Sengupta,ml
30681,Fugiat 1L,Beverages,1111.0,,Gade-Gola,g
30682,Optio Pack,Dairy & Breakfast,136.62,123.78,Kamdar-Kashyap,g
30683,Laborum Pack,Snacks,62.42,61.58,Wali-Sankaran,g
30684,Perferendis 1L,Instant Food,612.18,529.05,Bedi and Sons,PC
30685,Commodi Combo,Instant Food,655.9,521.39,Jain Group,ml
30686,Dolorum 500g,Pet Supplies,926.34,871.98,"Jaggi, Barad and Vaidya",L
30687,Quis 500g,Meat & Seafood,1021.02,853.35,Apte-Gulati,L
30688,Dolor 500g,Instant Food,528.13,,"Bhattacharyya, Brahmbhatt and Vasa",PC
30689,Nihil Combo,Baby Care,700.84,546.36,Subramanian-Mand,Kg
30690,Labore Combo,Snacks,1172.38,839.07,Arya Inc,PC
30691,Laboriosam Combo,Household,489.14,484.25,,pc
30692,Aliquam Combo,Household,966.98,766.01,,Kg
30693,Omnis Box,Meat & Seafood,402.2,310.45,Dara-Bansal,Kg
30694,Possimus Box,Beverages,1081.63,837.34,Kulkarni LLC,L
30695,Ducimus Combo,Household,1122.52,898.31,Jain PLC,pc
30696,Non Jar,Household,1166.63,1136.36,"Sami, Purohit and Subramanian",pc
30697,In 1L,Beverages,395.85,376.92,Handa Group,Kg
30698,Iste Jar,Instant Food,1050.2,810.39,Reddy PLC,L
30699,Rerum Jar,Snacks,14.11,13.93,Baral PLC,g
30700,Fuga 500g,Pet Supplies,458.7,371.9,Raghavan Group,PC
30701,Consectetur Box,Snacks,745.96,596.14,Chaudhuri Ltd,kg
30702,Reiciendis 500g,Instant Food,27.51,26.34,"Sethi, Shenoy and Sahni",kg
30703,Quidem Pack,Meat & Seafood,453.84,402.01,"Bhargava, Doshi and Kale",pc
30704,Beatae Jar,Personal Care,696.54,540.59,"Sandal, Ram and Bhalla",kg
30705,Consequuntur Box,Personal Care,890.99,745.28,"Dave, Ratti and Rao",Kg
30706,Aut Box,Bakery,132.17,130.02,Viswanathan Group,PC
30707,Mollitia 1L,Beverages,864.55,629.43,"Sha, Gopal and Barman",ml
