product_id,product_name,category,mrp,selling_price,brand,unit,discount_percent,price_status
30290,Nemo 500g,Pet Supplies,943.82,799.66,"Chad, Bera and Zacharia",Kg,15.27,Normal
30291,Eveniet 1L,Atta Rice & Dal,322.58,264.87,"Mandal, Vasa and Mukhopadhyay",L,17.89,Normal
30292,Minus 500g,Bakery,1152.64,882.94,Parmar-Chauhan,Kg,23.4,Normal
30293,Laborum 500g,Dairy & Breakfast,312.85,271.8,Bhatt-Sama,PC,13.12,Normal
30294,Suscipit 500g,Pet Supplies,643.02,465.15,"Dara, Chana and Pant",L,27.66,Normal
30295,Beatae 500g,Baby Care,619.51,474.75,"Kohli, Luthra and Pai",Kg,23.37,Normal
30296,Repellat 500g,Pet Supplies,139.94,117.69,Sane-Nath,L,15.9,Normal
30297,Veniam Box,Fruits & Vegetables,429.69,306.29,Sharma LLC,Kg,28.72,Normal
30298,Quam Pack,Household,603.94,573.62,Bir LLC,PC,5.02,Normal
30299,Laudantium 1L,Meat & Seafood,408.37,349.65,Basak PLC,ml,14.38,Normal
30300,Voluptas Combo,Baby Care,145.5,106.14,"Tailor, Mohanty and Srinivas",PC,27.05,Normal
30301,Ullam Box,Pet Supplies,550.83,534.01,Randhawa-Sha,PC,3.05,Normal
30302,Sed Combo,Instant Food,1052.34,1004.17,Balan LLC,Kg,4.58,Normal
30303,Recusandae 1L,Pet Supplies,619.45,468.31,"Chopra, Chowdhury and Pandit",Kg,24.4,Normal
30304,Aliquam Combo,Personal Care,1143.39,1120.85,"Khalsa, Bhardwaj and Sinha",L,1.97,Normal
30305,Itaque Combo,Instant Food,1042.58,1041.84,"Shetty, Soman and Jha",PC,0.07,Normal
30306,Aliquid Box,Meat & Seafood,76.79,54.26,Sankar-Jain,PC,29.34,Normal
30307,Similique Pack,Household,1060.78,1021.85,Chaudry PLC,Kg,3.67,Normal
30308,Repellat Combo,Fruits & Vegetables,281.47,208.24,Zachariah and Sons,Kg,26.02,Normal
30309,Ducimus Jar,Snacks,950.93,803.77,Unknown,Kg,15.48,Normal
30310,Corporis 500g,Household,1130.82,986.31,Tak-Chacko,g,12.78,Normal
30311,Id Jar,Meat & Seafood,587.61,422.48,"Halder, Gala and Shan",Kg,28.1,Normal
30312,Porro 1L,Dairy & Breakfast,689.85,600.63,Sule-Mall,Kg,12.93,Normal
30313,Eaque Jar,Pet Supplies,1117.03,953.41,Shroff-Edwin,Kg,14.65,Normal
30314,Ducimus Jar,Meat & Seafood,499.35,424.51,"Shukla, Ramaswamy and Kala",PC,14.99,Normal
30315,Ea 1L,Pet Supplies,885.27,723.52,"Rai, Mallick and Dara",Kg,18.27,Normal
30316,Deserunt Jar,Snacks,835.55,612.49,Gola PLC,Kg,26.7,Normal
30317,Sit 500g,Meat & Seafood,83.97,63.97,"Borra, Sekhon and Lad",g,23.82,Normal
30318,Explicabo Combo,Snacks,631.72,472.12,Ganesh PLC,ml,25.26,Normal
30319,Blanditiis Combo,Instant Food,1177.58,851.17,Rout-More,Kg,27.72,Normal
30320,Incidunt 500g,Dairy & Breakfast,753.77,630.36,Desai-Kala,Kg,16.37,Normal
30321,Porro Pack,Pet Supplies,783.2,656.34,Dalal and Sons,ml,16.2,Normal
30322,Voluptates 1L,Baby Care,479.47,438.27,Unknown,PC,8.59,Normal
30323,Impedit Combo,Atta Rice & Dal,772.93,760.37,Kothari-Kumar,g,1.62,Normal
30324,Saepe 1L,Household,972.82,966.66,Edwin Ltd,g,0.63,Normal
30325,Ad Box,Atta Rice & Dal,220.56,167.83,"Deo, Mani and De",PC,23.91,Normal
30326,Accusantium 1L,Household,500.69,351.7,Unknown,L,29.76,Normal
30327,Ducimus Pack,Snacks,51.34,38.46,Pau-Solanki,Kg,25.09,Normal
30328,Similique Box,Personal Care,772.29,617.2,"Ahuja, Krishna and Murty",PC,20.08,Normal
30329,Veniam Pack,Household,686.55,566.71,Borra-Sen,Kg,17.46,Normal
30330,Minus Combo,Dairy & Breakfast,762.0,685.47,Samra and Sons,Kg,10.04,Normal
30331,Perspiciatis Combo,Fruits & Vegetables,794.9,659.38,Venkataraman Group,Kg,17.05,Normal
30332,Eos Box,Snacks,346.58,266.93,Chowdhury and Sons,PC,22.98,Normal
30333,Similique 1L,Household,608.63,453.67,Goyal-Sant,PC,25.46,Normal
30334,Itaque Jar,Snacks,941.94,825.26,"Sanghvi, Goel and Bal",PC,12.39,Normal
30335,Sit Jar,Pet Supplies,120.17,92.25,Randhawa-Modi,PC,23.23,Normal
30336,Dicta Pack,Pet Supplies,1019.32,863.63,Mani Group,Kg,15.27,Normal
30337,Nemo Jar,Bakery,1055.09,784.16,Goswami-Sidhu,PC,25.68,Normal
30338,Occaecati 500g,Pet Supplies,706.64,502.91,"Mane, Karnik and Apte",g,28.83,Normal
30339,Facilis Pack,Snacks,35.13,25.92,Vasa Inc,g,26.22,Normal
30340,Minima Pack,Snacks,1011.51,878.84,Gade Inc,Kg,13.12,Normal
30341,Hic Combo,Dairy & Breakfast,377.8,377.78,Sachdev-Malhotra,g,0.01,Normal
30342,Sapiente 1L,Fruits & Vegetables,993.22,755.7,Joshi-Krishna,g,23.91,Normal
30343,Repellat Box,Beverages,1036.02,752.42,Prabhu Inc,ml,27.37,Normal
30344,Molestiae Jar,Fruits & Vegetables,983.47,707.14,Unknown,L,28.1,Normal
30345,Neque 1L,Snacks,737.8,550.41,Nadig-Kunda,PC,25.4,Normal
30346,Non Box,Pet Supplies,534.47,380.04,Srinivas-Raj,PC,28.89,Normal
30347,Doloremque Jar,Beverages,664.36,562.95,Dey-Kunda,L,15.26,Normal
30348,Natus 500g,Pet Supplies,761.1,741.24,Sarkar-Mane,ml,2.61,Normal
30349,Doloremque 500g,Personal Care,527.54,473.28,"Dhillon, Memon and Gupta",PC,10.29,Normal
30350,Fugit Pack,Fruits & Vegetables,818.9,765.81,Sharaf Ltd,L,6.48,Normal
30351,Officiis Pack,Bakery,589.68,538.62,"Prashad, Goel and Boase",g,8.66,Normal
30352,Alias Pack,Household,179.59,167.54,"Bhattacharyya, Mohan and Deo",PC,6.71,Normal
30353,Consequuntur Box,Bakery,34.01,30.09,Bhatnagar-Chana,Kg,11.53,Normal
30354,Voluptates 1L,Bakery,293.83,209.44,D’Alia and Sons,PC,28.72,Normal
30355,Culpa Pack,Atta Rice & Dal,448.41,445.61,Jayaraman and Sons,PC,0.62,Normal
30356,Rem Pack,Bakery,1146.68,1092.92,Luthra-Dash,L,4.69,Normal
30357,Voluptates Pack,Household,870.37,649.8,"Sankaran, Mannan and Jani",Kg,25.34,Normal
30358,Dignissimos Pack,Pet Supplies,606.75,602.33,Prashad Inc,g,0.73,Normal
30359,Consectetur Pack,Pet Supplies,86.3,66.32,Mandal-Bobal,PC,23.15,Normal
30360,Recusandae Jar,Snacks,211.69,155.64,Tara-Mody,ml,26.48,Normal
30361,Impedit Jar,Fruits & Vegetables,557.57,408.84,Rau and Sons,PC,26.67,Normal
30362,Molestias 1L,Fruits & Vegetables,979.18,862.1,"Kakar, Mittal and Swaminathan",ml,11.96,Normal
30363,Dolores Box,Dairy & Breakfast,830.33,772.74,Dewan Group,g,6.94,Normal
30364,Magni Jar,Household,19.5,14.06,Handa-Bandi,Kg,27.9,Normal
30365,Architecto Box,Personal Care,299.59,289.55,Narayanan-Tella,Kg,3.35,Normal
30366,Tempore Jar,Household,794.77,656.04,Unknown,PC,17.46,Normal
30367,Hic Jar,Fruits & Vegetables,989.9,821.13,Choudhury LLC,Kg,17.05,Normal
30368,Repudiandae Pack,Baby Care,252.96,241.91,"Rama, Manne and Srinivas",Kg,4.37,Normal
30369,Perferendis 1L,Pet Supplies,1114.76,857.21,Unknown,Kg,23.1,Normal
30370,Recusandae Jar,Pet Supplies,248.91,221.69,"Din, Mannan and Sethi",PC,10.94,Normal
30371,Deserunt Combo,Personal Care,771.12,598.4,Rajagopal Ltd,L,22.4,Normal
30372,Labore 500g,Beverages,171.68,145.48,De Ltd,PC,15.26,Normal
30373,Ullam Pack,Fruits & Vegetables,912.81,748.17,Bhatti-Hayer,ml,18.04,Normal
30374,Debitis Jar,Pet Supplies,561.46,394.12,"Sen, Pillai and Raman",Kg,29.8,Normal
30375,Pariatur Box,Bakery,678.52,647.09,Prabhu-Contractor,g,4.63,Normal
30376,Quo Box,Dairy & Breakfast,573.66,426.34,Ravi LLC,Kg,25.68,Normal
30377,Voluptas Jar,Meat & Seafood,800.77,623.97,Mukhopadhyay Inc,ml,22.08,Normal
30378,Eum Jar,Atta Rice & Dal,628.25,605.66,"Joshi, Ahluwalia and Grewal",ml,3.6,Normal
30379,Error Combo,Instant Food,961.92,703.62,"Rai, Kala and Baria",Kg,26.85,Normal
30380,Beatae Jar,Bakery,768.72,604.7,Ramachandran PLC,Kg,21.34,Normal
30381,Eligendi 1L,Baby Care,596.03,447.9,"Nazareth, Lad and Bath",PC,24.85,Normal
30382,Ducimus Box,Instant Food,160.79,129.66,"Pai, Natt and Bala",PC,19.36,Normal
30383,Deleniti 500g,Fruits & Vegetables,573.04,459.29,Babu-Dyal,PC,19.85,Normal
30384,Vel Pack,Fruits & Vegetables,448.64,353.61,Jha PLC,Kg,21.18,Normal
30385,Nemo Jar,Snacks,1154.87,836.14,Dar Group,Kg,27.6,Normal
30386,Corrupti 500g,Meat & Seafood,716.1,697.18,Rajagopalan LLC,g,2.64,Normal
30387,Voluptatibus Jar,Instant Food,1125.03,1039.52,"Varma, Bhatia and Vaidya",PC,7.6,Normal
30388,Ea 1L,Fruits & Vegetables,927.07,716.62,Dua and Sons,g,22.7,Normal
30389,Suscipit 500g,Atta Rice & Dal,441.48,334.21,Keer-Dara,ml,24.3,Normal
30390,Praesentium Pack,Beverages,672.33,565.4,Borah-Shankar,L,15.9,Normal
30391,Fugit 500g,Beverages,859.81,740.02,Rattan and Sons,ml,13.93,Normal
30392,Placeat Combo,Instant Food,1022.81,718.17,"Suri, Sha and Koshy",ml,29.78,Normal
30393,Mollitia Jar,Bakery,783.25,554.31,Pillai-Barman,PC,29.23,Normal
30394,Libero Jar,Bakery,863.07,801.49,Shenoy-Dube,PC,7.13,Normal
30395,Odio Box,Bakery,340.53,287.35,Bhat Group,g,15.62,Normal
30396,Voluptas Combo,Instant Food,704.94,523.78,"Pandya, Srivastava and Misra",L,25.7,Normal
30397,Id Combo,Beverages,709.16,558.79,Unknown,Kg,21.2,Normal
30398,Inventore Combo,Personal Care,138.54,105.76,Bava-Oak,L,23.66,Normal
30399,Illum 500g,Atta Rice & Dal,909.73,834.1,Oza-Bedi,PC,8.31,Normal
30400,Illo Combo,Atta Rice & Dal,920.9,680.54,Chopra-Kibe,PC,26.1,Normal
30401,Officiis Pack,Bakery,784.88,677.86,"Parmer, Acharya and Tella",PC,13.64,Normal
30402,Vitae Jar,Snacks,385.29,378.47,"Desai, Nayar and Lanka",Kg,1.77,Normal
30403,Quod Pack,Bakery,952.23,908.67,Kata Ltd,PC,4.57,Normal
30404,Quam 1L,Household,1149.87,949.16,"Randhawa, Kakar and Roy",Kg,17.46,Normal
30405,Quasi Box,Bakery,474.66,381.95,Kurian Ltd,PC,19.53,Normal
30406,Quae 1L,Atta Rice & Dal,419.06,355.91,Wable-Dayal,L,15.07,Normal
30407,Ipsa Jar,Fruits & Vegetables,387.16,305.2,"Sachdev, Bail and Dora",g,21.17,Normal
30408,Distinctio 1L,Meat & Seafood,579.18,493.12,Mani-Dhingra,Kg,14.86,Normal
30409,Consectetur Box,Bakery,1131.32,922.74,Kamdar and Sons,Kg,18.44,Normal
30410,Ut Jar,Instant Food,61.27,55.6,Shah and Sons,Kg,9.25,Normal
30411,Nihil Pack,Beverages,1066.9,792.81,"Konda, Sharma and Ram",ml,25.69,Normal
30412,Et 1L,Beverages,1036.11,851.38,"Rajagopalan, Sengupta and Narasimhan",L,17.83,Normal
30413,Numquam 500g,Dairy & Breakfast,1160.39,1156.86,Subramanian LLC,L,0.3,Normal
30414,Nesciunt Jar,Snacks,230.29,218.32,"Chandran, Nayar and Vala",L,5.2,Normal
30415,Doloribus Box,Fruits & Vegetables,671.98,527.09,Bahri-Dhawan,ml,21.56,Normal
30416,Ad 1L,Bakery,1047.54,968.63,Handa-Kant,PC,7.53,Normal
30417,Assumenda Jar,Household,711.87,560.15,"Saraf, Boase and Dua",ml,21.31,Normal
30418,Amet Combo,Pet Supplies,554.28,489.0,"Pal, Arya and Agate",g,11.78,Normal
30419,Minus Box,Atta Rice & Dal,214.62,191.35,"Shan, Devi and Chowdhury",L,10.84,Normal
30420,Suscipit Box,Dairy & Breakfast,354.72,252.74,"Kohli, Parmar and Lad",Kg,28.75,Normal
30421,Dolores Combo,Meat & Seafood,577.78,440.83,"Buch, Sodhi and Mann",L,23.7,Normal
30422,At Jar,Fruits & Vegetables,1372.75,1138.71,Dugal-Venkataraman,L,17.05,Normal
30423,Quibusdam Box,Pet Supplies,389.84,330.3,Yohannan Inc,Kg,15.27,Normal
30424,Totam Box,Pet Supplies,945.53,920.89,Bava Inc,L,2.61,Normal
30425,At Combo,Baby Care,954.44,844.72,Tank PLC,g,11.5,Normal
30426,Cupiditate 1L,Meat & Seafood,432.79,347.02,"Nigam, Keer and Basak",Kg,19.82,Normal
30427,Pariatur Jar,Meat & Seafood,274.78,274.04,"Bawa, Chana and Dass",PC,0.27,Normal
30428,Esse 1L,Atta Rice & Dal,170.95,135.77,Prasad Ltd,PC,20.58,Normal
30429,Alias Jar,Household,884.78,730.34,"Rastogi, Sani and Lalla",PC,17.46,Normal
30430,Sit Pack,Atta Rice & Dal,914.81,805.73,Ganesan Inc,g,11.92,Normal
30431,Cumque Box,Baby Care,94.68,78.84,Bala-Sachdeva,Kg,16.73,Normal
30432,Laudantium Box,Atta Rice & Dal,1049.03,767.17,Dar-Chacko,PC,26.87,Normal
30433,Soluta Pack,Beverages,1199.91,1016.76,Hayre-Sankaran,Kg,15.26,Normal
30434,Tempore Combo,Beverages,398.23,287.58,"Kara, Date and Mandal",PC,27.79,Normal
30435,Cum Jar,Snacks,574.23,492.54,Goyal Inc,L,14.23,Normal
30436,Quo Combo,Beverages,613.81,466.42,"Venkatesh, Vasa and Cheema",PC,24.01,Normal
30437,Nobis Box,Meat & Seafood,18.65,14.07,Balay-Rana,L,24.56,Normal
30438,Voluptatum Combo,Meat & Seafood,690.56,515.96,Bora-Solanki,ml,25.28,Normal
30439,Quibusdam Jar,Baby Care,546.87,504.0,Prabhu Inc,Kg,7.84,Normal
30440,At Combo,Bakery,620.06,517.5,Loyal-Dhillon,Kg,16.54,Normal
30441,Nulla Combo,Pet Supplies,252.97,214.33,Mohan Ltd,ml,15.27,Normal
30442,Maiores 1L,Atta Rice & Dal,680.42,509.98,"Kanda, Ranganathan and Dey",PC,25.05,Normal
30443,Animi Combo,Atta Rice & Dal,612.07,469.04,"Sharaf, Warrior and Ben",Kg,23.37,Normal
30444,Odio Jar,Instant Food,778.78,573.45,"Parmar, Bera and Narayanan",Kg,26.37,Normal
30445,Similique Jar,Atta Rice & Dal,120.57,85.72,"Bora, Wason and Narain",ml,28.9,Normal
30446,Velit 500g,Fruits & Vegetables,190.77,159.88,Raj Inc,PC,16.19,Normal
30447,Quod 1L,Bakery,938.59,783.34,Karnik and Sons,L,16.54,Normal
30448,Aut Box,Meat & Seafood,471.69,384.03,Sanghvi LLC,Kg,18.58,Normal
30449,Saepe Pack,Bakery,209.53,157.34,Rai Inc,Kg,24.91,Normal
30450,Commodi Jar,Baby Care,792.37,619.81,Oza Group,ml,21.78,Normal
30451,Non 1L,Snacks,371.89,309.16,"Chada, Kapur and Bhagat",Kg,16.87,Normal
30452,Temporibus Combo,Snacks,1010.15,778.73,Cherian-Sheth,L,22.91,Normal
30453,Culpa Jar,Pet Supplies,649.85,616.82,"Date, Singhal and Madan",PC,5.08,Normal
30454,Quos Box,Fruits & Vegetables,432.03,381.18,Agate and Sons,PC,11.77,Normal
30455,Iste 1L,Bakery,1125.6,851.07,Goyal-Choudhry,g,24.39,Normal
30456,Accusantium Pack,Bakery,923.64,727.46,"Savant, Nadig and Varughese",PC,21.24,Normal
30457,Tempore 500g,Beverages,834.91,695.74,Goyal Ltd,Kg,16.67,Normal
30458,Odio Pack,Baby Care,15.97,13.89,Bobal Ltd,Kg,13.02,Normal
30459,Dignissimos 500g,Beverages,862.86,779.58,"Balay, Oommen and Mall",L,9.65,Normal
30460,Aut 500g,Meat & Seafood,396.39,369.91,"Barad, Koshy and Mangat",PC,6.68,Normal
30461,Voluptates Box,Beverages,551.42,461.27,"Jha, Ram and Bajaj",ml,16.35,Normal
30462,Maxime 500g,Snacks,753.49,595.36,Shere-Narayanan,PC,20.99,Normal
30463,Odit 1L,Household,40.82,39.82,Mallick-Agate,ml,2.45,Normal
30464,Amet Pack,Instant Food,307.29,233.29,Vohra and Sons,Kg,24.08,Normal
30465,Deleniti Box,Snacks,234.74,174.93,"Gupta, Chanda and Nadkarni",ml,25.48,Normal
30466,Necessitatibus 500g,Pet Supplies,258.09,250.11,Dugar-Varghese,PC,3.09,Normal
30467,Provident 1L,Bakery,546.85,456.4,Lanka and Sons,ml,16.54,Normal
30468,Debitis Jar,Meat & Seafood,523.02,419.29,Merchant-Narain,PC,19.83,Normal
30469,Laborum Jar,Instant Food,283.77,282.22,Grewal-Randhawa,ml,0.55,Normal
30470,Praesentium 500g,Fruits & Vegetables,49.66,47.48,Dhar Group,g,4.39,Normal
30471,Eligendi Box,Pet Supplies,25.05,17.54,"Sathe, Tailor and Manne",PC,29.98,Normal
30472,Doloribus Combo,Baby Care,139.29,112.45,Unknown,ml,19.27,Normal
30473,Nam Pack,Atta Rice & Dal,895.56,800.09,Rajagopalan-Thaman,L,10.66,Normal
30474,Facilis 1L,Personal Care,1192.87,966.81,Rai Inc,ml,18.95,Normal
30475,Atque 500g,Bakery,191.48,158.41,Bobal-Malhotra,Kg,17.27,Normal
30476,Ut Jar,Atta Rice & Dal,1107.49,949.16,Chada-Samra,PC,14.3,Normal
30477,Suscipit 500g,Personal Care,15.11,12.23,"Bhat, Bumb and Garg",Kg,19.06,Normal
30478,Error Box,Atta Rice & Dal,88.65,64.29,Ghosh-Kunda,Kg,27.48,Normal
30479,Consequatur 1L,Meat & Seafood,89.21,78.59,Sandhu LLC,L,11.9,Normal
30480,Eius Jar,Atta Rice & Dal,776.64,736.36,"Zachariah, Kulkarni and Bhattacharyya",PC,5.19,Normal
30481,Similique Box,Household,183.11,168.8,"Bala, Aggarwal and Buch",PC,7.81,Normal
30482,Facilis Combo,Fruits & Vegetables,805.28,667.77,Vasa PLC,Kg,17.08,Normal
30483,Perferendis Jar,Atta Rice & Dal,948.73,855.12,Taneja Inc,PC,9.87,Normal
30484,Repudiandae Box,Atta Rice & Dal,182.79,148.08,Naik-Ahluwalia,PC,18.99,Normal
30485,Ipsam 1L,Baby Care,623.56,452.58,Thaker-Din,PC,27.42,Normal
30486,Sequi Pack,Beverages,968.85,920.97,"Chada, Tailor and Sur",Kg,4.94,Normal
30487,Alias 1L,Snacks,1006.05,902.51,Thaker-Mutti,Kg,10.29,Normal
30488,Sit 1L,Pet Supplies,393.8,277.62,Sengupta Group,ml,29.5,Normal
30489,Illo Box,Household,36.01,34.8,Wason PLC,Kg,3.36,Normal
30490,Nesciunt 500g,Fruits & Vegetables,695.0,546.5,"Bali, Badal and Thaker",PC,21.37,Normal
30491,Unde Combo,Household,1000.19,728.84,Kar Group,PC,27.13,Normal
30492,Eveniet 1L,Snacks,45.88,35.25,"Swaminathan, Mukherjee and Char",ml,23.17,Normal
30493,Fugit Pack,Bakery,662.25,499.87,Bumb Inc,Kg,24.52,Normal
30494,Adipisci Combo,Pet Supplies,1069.38,1039.55,"Balasubramanian, Grewal and Anne",PC,2.79,Normal
30495,Nulla Box,Pet Supplies,957.66,847.43,Loke-Dash,PC,11.51,Normal
30496,Laudantium Jar,Baby Care,760.79,566.94,Deol LLC,PC,25.48,Normal
30497,Eius 500g,Pet Supplies,55.94,48.72,"Kaul, Jaggi and Verma",PC,12.91,Normal
30498,Quibusdam Combo,Pet Supplies,994.26,763.26,"Lanka, Kothari and Sundaram",PC,23.23,Normal
30499,Ad Box,Bakery,415.55,409.28,Puri and Sons,g,1.51,Normal
30500,Impedit Box,Pet Supplies,511.87,491.64,"Nayak, Nagi and Chacko",g,3.95,Normal
30501,Quisquam 500g,Atta Rice & Dal,15.33,14.19,Dada-Murty,g,7.44,Normal
30502,Similique Box,Household,439.86,426.65,Mann PLC,Kg,3.0,Normal
30503,Ipsa 1L,Baby Care,997.45,816.49,Narasimhan-Manda,g,18.14,Normal
30504,Sunt Combo,Household,128.37,103.5,Bhatnagar PLC,L,19.37,Normal
30505,Ipsum Jar,Beverages,161.65,158.96,"Bumb, Rastogi and Manne",PC,1.66,Normal
30506,Porro Box,Bakery,244.28,203.87,Badal-Nanda,Kg,16.54,Normal
30507,Cum Box,Personal Care,937.99,748.25,Goel-Bandi,PC,20.23,Normal
30508,Harum 500g,Dairy & Breakfast,120.29,116.34,Swaminathan-Oza,g,3.28,Normal
30509,In Box,Fruits & Vegetables,882.06,682.12,"Dhillon, Patil and Sridhar",PC,22.67,Normal
30510,Neque Jar,Atta Rice & Dal,282.9,262.82,"Dhawan, Sane and Raju",Kg,7.1,Normal
30511,Ad 1L,Personal Care,358.18,276.04,Sarraf-Dhar,Kg,22.93,Normal
30512,Delectus Combo,Baby Care,248.16,245.1,"Chander, Atwal and Agrawal",Kg,1.23,Normal
30513,Architecto 1L,Instant Food,346.47,272.21,Oza-Nagar,Kg,21.43,Normal
30514,Repellendus Jar,Beverages,877.08,844.22,Radhakrishnan and Sons,L,3.75,Normal
30515,Iusto Combo,Fruits & Vegetables,229.55,190.41,Pathak and Sons,Kg,17.05,Normal
30516,Odio Pack,Personal Care,818.15,788.54,Rama Group,Kg,3.62,Normal
30517,Voluptatem 500g,Dairy & Breakfast,25.64,21.8,Baral PLC,L,14.98,Normal
30518,Vero Pack,Atta Rice & Dal,1011.4,893.59,"Barad, Patel and Jhaveri",L,11.65,Normal
30519,Numquam Jar,Personal Care,75.06,73.98,"Hans, Sethi and Bajwa",g,1.44,Normal
30520,Debitis Jar,Household,368.0,293.19,Mohan Group,PC,20.33,Normal
30521,Autem 500g,Baby Care,849.89,837.67,"Kanda, Sibal and Balakrishnan",g,1.44,Normal
30522,Autem Box,Meat & Seafood,518.83,403.52,Menon-Dugar,PC,22.23,Normal
30523,Laboriosam 500g,Bakery,445.51,335.9,Unknown,PC,24.6,Normal
30524,Repudiandae Jar,Atta Rice & Dal,28.0,22.91,"Ben, Raval and Nigam",Kg,18.18,Normal
30525,Occaecati Jar,Pet Supplies,822.31,620.67,"Kari, Ram and Krishnan",Kg,24.52,Normal
30526,Alias Combo,Baby Care,665.98,571.8,Chaudhary-Rattan,PC,14.14,Normal
30527,Beatae 1L,Household,583.71,426.74,Raman Inc,PC,26.89,Normal
30528,Dolorem 1L,Snacks,559.6,530.26,Barad Ltd,Kg,5.24,Normal
30529,Aliquam Pack,Household,21.25,15.45,Pai-Chadha,Kg,27.29,Normal
30530,Officia Jar,Beverages,690.83,508.82,Raja Group,PC,26.35,Normal
30531,Aut 1L,Pet Supplies,52.32,41.38,"Nair, Gulati and Pradhan",L,20.91,Normal
30532,Recusandae 500g,Instant Food,700.89,585.84,Mander PLC,Kg,16.41,Normal
30533,Libero Jar,Instant Food,719.09,567.3,Subramaniam-Hans,Kg,21.11,Normal
30534,Illo Pack,Pet Supplies,1131.83,986.99,Sinha-Goda,g,12.8,Normal
30535,Cum 500g,Bakery,643.14,530.36,Sathe-Shanker,ml,17.54,Normal
30536,Ab 500g,Baby Care,81.63,72.85,Unknown,ml,10.76,Normal
30537,Amet Box,Pet Supplies,483.51,476.78,"Mall, Walia and Agate",PC,1.39,Normal
30538,Distinctio 1L,Fruits & Vegetables,10.89,10.41,Ray LLC,Kg,4.41,Normal
30539,Accusamus 500g,Fruits & Vegetables,734.44,632.58,"Agarwal, Bajaj and Shah",Kg,13.87,Normal
30540,Dolore 1L,Baby Care,713.2,551.6,Patla Ltd,Kg,22.66,Normal
30541,Modi 500g,Baby Care,714.91,545.21,Balasubramanian-Chandra,PC,23.74,Normal
30542,Id Jar,Bakery,167.05,126.79,Unknown,Kg,24.1,Normal
30543,Sed Combo,Dairy & Breakfast,845.02,763.58,Khosla-Golla,Kg,9.64,Normal
30544,Cupiditate Pack,Meat & Seafood,696.45,620.21,"Ben, Bajaj and Jha",ml,10.95,Normal
30545,Odit Box,Fruits & Vegetables,754.06,598.82,Hora-Parmer,L,20.59,Normal
30546,Sed Box,Instant Food,1149.87,989.04,Rajagopalan LLC,PC,13.99,Normal
30547,Blanditiis 1L,Beverages,19.5,14.9,Upadhyay Group,PC,23.59,Normal
30548,Aspernatur Box,Snacks,1093.73,882.57,Sule-Venkataraman,PC,19.31,Normal
30549,Odio Jar,Snacks,260.13,192.72,Boase LLC,ml,25.91,Normal
30550,Consequuntur Box,Bakery,119.35,95.16,Borah-Vora,ml,20.27,Normal
30551,Commodi Jar,Bakery,543.95,460.06,"Sidhu, Thakur and Rana",L,15.42,Normal
30552,Tempore Jar,Atta Rice & Dal,471.21,386.59,"Korpal, Kota and Bhavsar",ml,17.96,Normal
30553,Nihil Combo,Dairy & Breakfast,1021.59,904.17,"Kapadia, Walia and Sawhney",PC,11.49,Normal
30554,Debitis 500g,Bakery,1078.6,876.88,Unknown,ml,18.7,Normal
30555,Perferendis Combo,Household,368.54,339.08,Bansal PLC,PC,7.99,Normal
30556,Est 1L,Instant Food,1066.18,1018.05,Rama LLC,ml,4.51,Normal
30557,Vitae Pack,Bakery,389.78,325.31,"Shere, Sundaram and Majumdar",ml,16.54,Normal
30558,Commodi Pack,Instant Food,747.97,547.63,Unknown,Kg,26.78,Normal
30559,Veritatis 500g,Household,470.12,330.21,"Khanna, Pillai and Dass",Kg,29.76,Normal
30560,Molestias 1L,Atta Rice & Dal,771.75,675.61,Sachdeva LLC,Kg,12.46,Normal
30561,Veritatis Jar,Beverages,1132.19,975.49,Gole-Srinivasan,PC,13.84,Normal
30562,Reprehenderit 1L,Pet Supplies,797.13,589.53,Bains PLC,PC,26.04,Normal
30563,Reiciendis Pack,Fruits & Vegetables,1176.93,1046.2,"Yogi, Chaudhari and Kar",g,11.11,Normal
30564,Ratione Jar,Pet Supplies,582.99,538.79,"Minhas, Kaul and Deo",ml,7.58,Normal
30565,Facilis 1L,Baby Care,179.91,140.1,"Hora, Wason and Madan",g,22.13,Normal
30566,Doloribus 500g,Meat & Seafood,359.76,306.3,"Sahota, Suri and Bajaj",PC,14.86,Normal
30567,Similique Pack,Fruits & Vegetables,236.06,233.01,Oak PLC,Kg,1.29,Normal
30568,Magnam Box,Instant Food,153.42,140.42,Choudhry and Sons,PC,8.47,Normal
30569,Quod Box,Fruits & Vegetables,528.5,501.24,"Bora, Chand and Kurian",ml,5.16,Normal
30570,Corporis Pack,Atta Rice & Dal,467.44,400.9,Singhal-Rajan,g,14.23,Normal
30571,Perferendis Box,Beverages,279.66,245.67,"Jain, Brahmbhatt and Pandit",PC,12.15,Normal
30572,Assumenda Jar,Personal Care,581.07,464.49,"Varty, Chauhan and Zachariah",PC,20.06,Normal
30573,Vel Jar,Beverages,344.43,292.97,"Pradhan, Savant and Sharaf",Kg,14.94,Normal
30574,Eos Pack,Atta Rice & Dal,711.11,544.64,Comar-Talwar,g,23.41,Normal
30575,Veniam Combo,Meat & Seafood,175.37,140.08,Dada-Nair,Kg,20.12,Normal
30576,Nemo Jar,Beverages,183.19,148.79,Ramaswamy-Mishra,PC,18.78,Normal
30577,Praesentium 500g,Household,314.24,272.08,"Ganesan, Natarajan and Dara",PC,13.42,Normal
