order_id,customer_id,store_id,platform_id,order_datetime,promised_delivery_min,actual_delivery_min,order_status,payment_mode,order_value_inr,discount_inr
7002004,400181,6095,4,2025-04-03,10,14.0,Delivered,Wallet,520.41,19.43
7002005,403231,6021,4,2025-03-22,15,12.0,Cancelled,Wallet,2225.72,
7002006,403376,6145,4,2023-09-26,15,22.0,Pending,upi,493.59,128.24
7002007,403808,6027,2,2025-07-18,20,30.0,Cancelled,Card,2190.3,97.14
7002008,403162,6105,2,2025-04-11,15,28.0,In Transit,Card,1229.21,159.12
7002009,401571,6021,3,2023-10-08,10,8.0,Pending,COD,1581.49,85.0
7002010,403950,6139,2,2024-06-24,10,2.0,Cancelled,Wallet,953.93,56.17
7002011,401432,6102,2,12-Aug-2024,15,2.0,Cancelled,Wallet,2904.87,15.43
7002012,403443,6042,4,2024-01-19,30,27.0,delivered,Card,,30.74
7002013,402923,6021,1,2023-08-20,10,2.0,delivered,COD ,2563.27,68.25
7002014,402175,6040,3,2025-01-31,15,2.0,Pending,UPI,1793.86,
7002015,402196,6105,2,2023-07-29,15,11.0,Returned,upi,1215.3,53.88
7002016,401847,6128,1,2023-12-07,30,21.0,In Transit,UPI,2723.09,138.46
7002017,400517,6010,2,01/06/2024,20,25.0,Returned,upi,759.76,133.24
7002018,401217,6056,3,2024-04-21,10,25.0,CANCELLED,UPI,1564.18,1.71
7002019,402334,6116,4,2023-04-26,20,17.0,Returned,COD ,3267.64,
7002020,400539,6025,3,2024-08-22,30,32.0,delivered,upi,2521.8,191.17
7002021,400921,6113,2,2024-12-25,10,2.0,Returned,Wallet,1610.05,78.79
7002022,402696,6100,2,2023-05-04,10,,Returned,COD,3147.06,33.78
7002023,400348,6128,4,28/08/2023,10,3.0,CANCELLED,Wallet,2732.87,148.88
7002024,401612,6133,2,2025-06-11,10,2.0,Pending,UPI,803.62,41.31
7002025,403131,6002,4,2025-02-26,10,2.0,Delivered,COD ,446.79,47.91
7002026,401193,6135,2,2024-05-10,15,27.0,CANCELLED,UPI,213.45,106.83
7002027,401949,6114,1,2024-02-01,10,2.0,Cancelled,COD,1640.35,116.16
7002028,403509,6049,3,2023-06-24,20,9.0,Pending,Wallet,3472.55,45.17
7002029,402344,6128,3,2023-01-29,30,29.0,Delivered,Card,1076.59,47.25
7002030,400272,6087,3,2024-10-07,20,21.0,Returned,COD ,374.1,64.78
7002031,401794,6046,3,2025-07-19,10,11.0,Cancelled,COD,969.3,134.19
7002032,400520,6047,3,10-27-2024,10,10.0,In Transit,Card,1810.84,29.82
7002033,402197,6061,1,2024-09-01,15,7.0,Returned,upi,797.61,22.5
7002034,402328,6050,1,11/03/2025,20,25.0,Cancelled,Wallet,1747.4,
7002035,401967,6005,2,2024-04-15,30,31.0,Pending,Card,2022.9,
7002036,402088,6055,3,2023-05-14,20,8.0,Returned,Wallet,3213.43,117.17
7002037,402780,6106,4,25/09/2024,10,22.0,Returned,UPI,1289.06,52.23
7002038,403170,6123,3,2024-02-01,30,26.0,In Transit,COD ,991.08,40.26
7002039,400445,6033,1,2024-02-21,30,37.0,CANCELLED,Wallet,544.12,195.12
7002040,403252,6040,4,2024-09-30,30,18.0,Delivered,Card,2095.39,61.54
7002041,402341,6076,2,2023-08-21,15,5.0,CANCELLED,COD,3018.45,62.0
7002042,400532,6099,1,2024-01-24,15,10.0,delivered,Wallet,942.78,15.85
7002043,401598,6018,2,2024-06-13,15,9.0,Returned,upi,1573.75,161.45
7002044,403489,6101,1,21/01/2024,15,22.0,Delivered,upi,944.81,170.41
7002045,400522,6040,2,2025-05-20,10,2.0,delivered,Card,1131.76,
7002046,402727,6002,2,29/06/2023,30,31.0,In Transit,upi,1372.97,18.12
7002047,400319,6107,3,13-Jul-2024,15,6.0,CANCELLED,Card,1468.66,138.01
7002048,403082,6079,3,2024-09-13,20,23.0,Pending,Wallet,1313.88,28.76
7002049,401977,6042,3,2024-07-03,15,16.0,In Transit,Wallet,2567.88,13.37
7002050,403793,6114,1,2023-05-04,20,15.0,Cancelled,COD,1059.37,99.82
7002051,400761,6150,4,20/11/2024,10,27.0,delivered,Wallet,1544.38,
7002052,400655,6094,4,04-23-2024,15,14.0,Delivered,UPI,3127.17,179.2
7002053,402629,6041,3,2023-04-17,10,18.0,Returned,COD ,2091.74,147.73
7002054,401342,6035,2,2024-11-09,10,2.0,Delivered,COD ,467.88,122.0
7002055,401145,6064,3,2024-03-16,15,13.0,Delivered,Card,1719.59,192.77
7002056,403321,6014,1,2023-09-23,20,20.0,Cancelled,upi,2559.8,121.61
7002057,400342,6080,4,2024-02-14,15,15.0,Delivered,Wallet,633.52,19.55
7002058,401230,6080,3,2025-08-04,15,11.0,Returned,Wallet,1686.41,154.51
7002059,403991,6117,3,2023-06-26,30,23.0,In Transit,Wallet,969.07,
7002060,402762,6034,2,2025-02-07,15,2.0,Pending,COD,1995.65,147.78
7002061,403472,6024,4,15/04/2025,10,5.0,CANCELLED,COD ,670.07,12.02
7002062,400925,6116,4,2024-08-28,10,2.0,Returned,upi,150.22,178.31
7002063,400362,6134,2,2024-04-30,10,7.0,Cancelled,COD ,,96.18
7002064,403437,6088,4,24-Jan-2024,30,36.0,Pending,UPI,,23.36
7002065,402990,6003,1,2023-11-12,30,47.0,Cancelled,COD ,2925.76,145.58
7002066,402426,6120,2,2023-02-19,30,34.0,Pending,COD ,3050.86,16.67
7002067,402188,6046,4,15/12/2023,10,17.0,Cancelled,COD ,1734.01,1.49
7002068,402863,6068,2,2023-10-08,15,19.0,Returned,upi,679.54,163.67
7002069,400700,6145,3,2023-04-27,20,25.0,Returned,Wallet,582.47,178.14
7002070,402844,6047,3,2024-11-04,10,14.0,CANCELLED,UPI,,119.41
7002071,401138,6126,3,2025-03-12,10,7.0,Pending,UPI,1275.24,156.43
7002072,402011,6089,4,2023-11-26,30,27.0,Returned,COD,749.84,84.01
7002073,401997,6067,1,2024-09-09,10,12.0,Delivered,Card,1712.89,5.5
7002074,402171,6118,4,2024-04-24,10,24.0,Returned,COD ,1063.29,67.85
7002075,401758,6144,2,11-Jun-2023,20,26.0,Cancelled,UPI,1615.85,179.07
7002076,400927,6108,4,21/12/2023,10,22.0,Delivered,UPI,840.77,16.53
7002077,403205,6040,4,2023-07-05,20,9.0,In Transit,COD,2526.45,66.27
7002078,403551,6103,2,2025-07-18,30,31.0,CANCELLED,upi,2703.14,198.19
7002079,403931,6049,1,2024-04-23,20,23.0,Pending,COD,3376.96,181.55
7002080,400763,6002,1,2024-10-16,15,19.0,Returned,Card,408.28,91.39
7002081,401631,6010,3,2023-11-13,10,2.0,Pending,Card,3236.16,139.12
7002082,402422,6080,4,2023-04-10,10,2.0,CANCELLED,UPI,1317.14,
7002083,402085,6143,3,2025-07-18,15,2.0,CANCELLED,COD ,2541.85,79.08
7002084,403113,6118,4,2025-07-29,30,26.0,Delivered,COD,2780.3,78.76
7002085,400295,6112,1,2024-12-09,15,33.0,Cancelled,COD ,2894.02,35.82
7002086,402962,6046,1,2025-06-13,15,16.0,In Transit,upi,3336.82,58.12
7002087,400688,6067,3,2024-10-04,10,2.0,delivered,Card,2399.58,127.12
7002088,402414,6023,3,2024-02-20,10,12.0,In Transit,COD ,1708.09,192.95
7002089,402852,6041,1,2023-01-11,20,17.0,Pending,UPI,3338.88,34.28
7002090,403454,6118,3,2023-06-16,10,11.0,delivered,upi,1203.61,130.87
7002091,402831,6110,2,2025-04-20,30,26.0,Pending,Card,2785.31,105.23
7002092,402015,6004,2,2024-03-08,10,,delivered,Card,1787.47,147.93
7002093,403581,6014,4,2024-10-09,20,15.0,Returned,COD ,1591.2,180.39
7002094,400272,6049,2,2024-01-21,20,25.0,Delivered,COD ,1462.63,106.88
7002095,400281,6127,1,2025-05-13,30,32.0,Pending,upi,1958.21,52.11
7002096,400795,6110,2,2023-09-21,10,19.0,CANCELLED,COD ,231.78,138.5
7002097,401815,6045,1,2024-01-22,15,6.0,Returned,COD ,3291.59,
7002098,401212,6097,3,2023-04-30,10,18.0,Delivered,COD,2062.43,16.11
7002099,401644,6057,4,2024-09-30,15,15.0,delivered,Wallet,,88.06
7002100,402638,6106,1,2024-01-04,20,21.0,delivered,COD ,1763.29,
7002101,402537,6001,4,2025-05-17,15,25.0,CANCELLED,upi,2688.65,
7002102,401224,6108,1,2023-09-14,20,19.0,Returned,COD,3179.23,116.29
7002103,403016,6024,3,2024-07-16,15,17.0,In Transit,Wallet,3032.12,149.64
7002104,403530,6128,1,2023-10-30,20,25.0,Cancelled,Wallet,2360.7,12.27
7002105,401917,6128,1,2024-11-25,20,25.0,delivered,Card,1368.8,126.28
7002106,401673,6011,1,2023-07-22,10,16.0,Delivered,Card,1683.88,40.39
7002107,402368,6127,2,2025-03-01,30,40.0,Cancelled,Card,1586.45,96.19
7002108,403055,6089,2,2024-08-20,30,34.0,Cancelled,UPI,,17.84
7002109,400567,6002,1,2025-01-05,10,6.0,delivered,Card,711.29,20.27
7002110,403226,6061,4,2025-04-24,10,29.0,Pending,COD,2754.08,
7002111,401960,6069,4,2024-09-10,10,9.0,In Transit,COD,1357.53,68.17
7002112,402696,6053,1,2023-03-23,20,23.0,Returned,COD ,209.17,106.88
7002113,402929,6025,2,2024-12-22,20,14.0,Cancelled,COD,320.75,162.7
7002114,402574,6119,3,2025-01-29,10,2.0,In Transit,UPI,1456.58,18.87
7002115,403706,6058,3,2023-01-09,15,9.0,Cancelled,COD ,3424.27,52.15
7002116,403680,6028,4,2025-03-25,15,15.0,Returned,COD,876.32,
7002117,403626,6025,2,2023-12-13,15,19.0,Pending,COD ,404.66,22.23
7002118,400856,6056,1,2023-07-16,10,10.0,Delivered,UPI,3498.49,
7002119,400726,6019,2,02-25-2024,15,21.0,Cancelled,upi,123.14,26.66
7002120,401976,6134,4,2024-05-20,20,28.0,CANCELLED,UPI,2350.8,4.19
7002121,403983,6071,1,2024-07-16,20,,Cancelled,Wallet,875.1,
7002122,402132,6145,2,2024-11-22,15,15.0,Delivered,COD,2368.22,
7002123,400625,6127,2,2023-11-20,10,10.0,In Transit,UPI,3097.65,4.93
7002124,401758,6121,2,02-28-2023,15,13.0,Delivered,upi,2585.48,130.11
7002125,402070,6127,4,2025-05-22,10,3.0,Returned,COD ,833.2,198.52
7002126,403984,6094,4,05-Jan-2023,20,31.0,Pending,Wallet,3383.85,136.08
7002127,402438,6041,4,2023-11-13,30,20.0,Delivered,Card,764.72,
7002128,403893,6066,4,2024-03-19,30,29.0,Returned,UPI,1086.56,
7002129,402866,6120,2,2025-03-05,15,17.0,Delivered,Wallet,1014.23,174.72
7002130,402541,6097,1,02-08-2024,15,2.0,In Transit,COD,2869.56,86.08
7002131,403994,6133,2,01-06-2023,20,26.0,Returned,upi,2702.81,68.65
7002132,401229,6024,4,2025-01-20,30,27.0,delivered,Wallet,1725.59,
7002133,401586,6139,3,12-09-2024,20,22.0,Pending,Wallet,2522.34,199.33
7002134,402689,6031,1,2023-04-17,30,27.0,delivered,upi,3468.18,
7002135,402087,6144,1,30-Jun-2025,10,2.0,Returned,COD ,2294.07,81.07
7002136,402303,6105,1,2025-03-05,15,16.0,CANCELLED,COD ,2113.55,48.24
7002137,402982,6027,2,21-Mar-2024,30,31.0,Returned,Card,536.32,26.13
7002138,400044,6036,1,2023-09-24,20,28.0,Returned,upi,1998.88,70.05
7002139,402076,6014,3,2025-07-20,10,14.0,delivered,Card,1645.17,156.83
7002140,400644,6134,4,2023-05-11,30,,Delivered,UPI,622.97,161.89
7002141,401825,6070,4,2024-12-24,30,39.0,In Transit,Wallet,1031.28,104.0
7002142,403718,6126,4,2023-12-15,30,36.0,Returned,COD,357.23,51.09
7002143,403249,6026,4,07-26-2025,15,21.0,CANCELLED,UPI,772.8,169.08
7002144,400935,6105,4,2023-04-11,15,19.0,Delivered,COD,799.1,8.55
7002145,400091,6059,1,07-04-2023,20,14.0,Cancelled,upi,1189.59,146.68
7002146,403840,6036,1,2024-05-14,10,14.0,In Transit,upi,277.86,17.46
7002147,402146,6040,1,2024-02-09,30,27.0,Delivered,Wallet,401.6,54.51
7002148,401581,6093,2,2024-11-07,20,43.0,CANCELLED,UPI,2193.06,51.86
7002149,403559,6102,1,2024-05-20,30,28.0,Delivered,Card,2334.56,176.71
7002150,403131,6001,2,2023-10-25,10,2.0,CANCELLED,COD,2954.48,4.34
7002151,403252,6071,2,2023-09-13,15,12.0,Delivered,COD ,2546.02,46.11
7002152,400029,6023,1,2025-07-24,15,26.0,Returned,COD,1856.6,142.63
7002153,400300,6087,4,2024-01-27,10,5.0,In Transit,Wallet,2969.53,79.33
7002154,403334,6128,1,2025-05-26,15,2.0,Pending,COD ,1312.64,136.19
7002155,402318,6031,1,2023-06-01,10,22.0,Cancelled,upi,2644.06,
7002156,401125,6141,2,2024-11-13,10,12.0,Pending,UPI,1235.35,89.45
7002157,402062,6104,2,2025-01-13,15,11.0,Delivered,Wallet,1101.1,131.69
7002158,400756,6066,3,2023-06-22,15,21.0,Delivered,upi,1236.14,100.91
7002159,402593,6142,2,2024-07-06,20,12.0,CANCELLED,COD ,2663.22,79.25
7002160,403577,6124,4,24-Mar-2025,30,20.0,Returned,COD ,3403.72,46.17
7002161,402474,6015,2,2024-01-31,15,22.0,Pending,UPI,984.76,119.13
7002162,401646,6022,4,26/06/2024,10,6.0,CANCELLED,UPI,940.64,
7002163,403271,6145,4,2025-03-25,10,14.0,Cancelled,Card,3272.55,140.64
7002164,402477,6070,4,2025-06-05,15,15.0,In Transit,upi,1172.27,54.88
7002165,403518,6066,3,2023-01-03,20,27.0,Pending,UPI,659.38,5.8
7002166,403230,6095,3,07-02-2025,10,11.0,CANCELLED,upi,1104.38,171.24
7002167,403040,6069,4,2023-08-26,10,2.0,Cancelled,Card,637.4,185.03
7002168,402947,6128,1,2025-01-24,10,15.0,In Transit,Card,,10.98
7002169,401114,6037,3,2025-07-20,20,16.0,CANCELLED,Card,2960.51,53.66
7002170,401487,6137,1,2025-06-03,20,27.0,delivered,upi,1078.49,130.75
7002171,402392,6042,4,15/06/2025,15,16.0,Returned,COD,70.3,185.57
7002172,402800,6002,3,2024-04-11,30,41.0,CANCELLED,COD ,2218.21,
7002173,400363,6129,2,2025-03-08,15,12.0,Cancelled,Wallet,1948.71,69.52
7002174,402435,6003,2,2023-11-11,20,,Returned,COD,490.23,105.29
7002175,400227,6054,4,2024-12-23,30,27.0,Cancelled,Wallet,2702.01,185.25
7002176,401806,6021,2,01-02-2025,15,19.0,CANCELLED,COD ,2048.31,
7002177,400839,6137,2,2023-04-11,30,27.0,Returned,COD ,720.79,54.9
7002178,403410,6089,1,2025-06-17,10,6.0,delivered,Wallet,2296.99,193.84
7002179,400843,6121,1,2024-12-02,15,27.0,Cancelled,Wallet,2096.64,6.48
7002180,402749,6141,4,2023-08-02,30,29.0,In Transit,COD ,595.25,114.98
7002181,400391,6121,4,2025-07-04,15,23.0,Delivered,COD ,1596.86,
7002182,400531,6084,3,08/01/2025,30,31.0,In Transit,UPI,924.89,
7002183,403847,6095,2,2024-12-05,15,3.0,Returned,UPI,,47.44
7002184,403146,6150,2,2025-03-26,15,7.0,In Transit,COD,1740.98,126.47
7002185,400607,6054,2,2024-06-12,20,17.0,delivered,Card,246.13,
7002186,403752,6042,2,2023-01-13,15,17.0,Returned,Wallet,3251.13,56.86
7002187,402361,6109,2,2023-06-26,10,3.0,delivered,Card,2816.46,82.86
7002188,401133,6060,2,2024-08-23,10,2.0,In Transit,Wallet,1864.23,194.37
7002189,401415,6122,4,2023-12-10,10,2.0,Pending,Card,3375.24,80.28
7002190,403496,6141,4,2025-05-27,20,16.0,In Transit,Card,1794.68,42.85
7002191,403039,6108,3,2024-05-01,20,13.0,Delivered,COD ,3285.48,120.11
7002192,403326,6114,1,2025-06-03,15,10.0,Returned,Wallet,110.64,153.85
7002193,403975,6109,4,2025-07-14,10,25.0,delivered,Wallet,2870.24,38.53
7002194,402870,6130,3,2024-04-06,20,22.0,delivered,UPI,1778.35,78.48
7002195,402013,6111,3,2025-03-21,15,8.0,Delivered,upi,2148.95,129.08
7002196,400087,6013,4,08/07/2024,15,15.0,Delivered,COD,3338.01,74.58
7002197,400132,6095,3,2024-07-30,20,32.0,CANCELLED,COD,802.46,97.13
7002198,402818,6114,4,2023-03-09,10,15.0,Cancelled,COD,335.97,112.72
7002199,402076,6047,4,2024-12-05,10,9.0,CANCELLED,UPI,3455.19,172.97
7002200,401419,6066,1,2024-08-25,15,4.0,Returned,COD ,427.75,158.48
7002201,403684,6115,3,2025-05-24,15,2.0,CANCELLED,UPI,2716.84,112.65
7002202,400461,6071,1,2024-11-17,20,17.0,delivered,UPI,,81.3
7002203,403904,6028,3,2023-08-18,20,19.0,Returned,Card,,192.53
7002204,400689,6134,3,2024-07-29,10,2.0,Cancelled,upi,695.12,57.86
7002205,401430,6088,2,2023-06-28,30,19.0,Cancelled,COD,2947.36,195.02
7002206,403202,6014,3,2024-11-29,10,9.0,Cancelled,upi,,131.95
7002207,403490,6062,4,2025-03-04,20,2.0,Returned,Card,2257.69,81.09
7002208,401630,6127,1,2023-08-19,15,2.0,delivered,COD ,756.86,148.04
7002209,403197,6043,2,2024-04-07,30,29.0,CANCELLED,COD ,770.98,44.37
7002210,402395,6116,1,2023-02-06,10,14.0,Returned,COD ,2751.8,198.64
7002211,401751,6008,2,2024-11-03,20,22.0,Returned,Card,1796.47,55.92
7002212,401061,6062,1,2023-12-11,10,18.0,CANCELLED,COD ,198.27,18.86
7002213,401316,6005,4,2024-10-06,30,42.0,delivered,Wallet,184.3,64.33
7002214,401484,6100,1,07-11-2024,30,37.0,In Transit,COD,2124.25,168.23
7002215,400928,6084,4,2023-06-30,30,28.0,delivered,Wallet,600.42,186.05
7002216,403055,6122,2,2025-04-15,15,32.0,Returned,UPI,461.61,159.12
7002217,402606,6068,1,21-Jan-2024,15,28.0,delivered,Wallet,2227.26,94.32
7002218,400518,6020,4,2023-10-04,15,22.0,Returned,UPI,1349.55,
7002219,401678,6001,1,2024-01-08,10,3.0,Pending,Wallet,1915.84,88.35
7002220,401164,6142,2,2024-05-17,15,18.0,Cancelled,UPI,2118.19,34.48
7002221,403204,6028,4,06-Jan-2023,20,3.0,Returned,COD,1808.55,52.28
7002222,401035,6006,3,2023-12-02,15,12.0,Delivered,COD,2017.8,
7002223,400838,6014,1,19/05/2025,15,2.0,delivered,Wallet,3395.35,21.77
7002224,400787,6018,3,2024-11-08,10,6.0,Delivered,upi,487.6,107.74
7002225,400324,6065,4,2025-04-11,30,38.0,delivered,COD ,675.73,
7002226,400842,6076,2,2025-07-04,10,10.0,CANCELLED,COD ,2141.4,2.18
7002227,402785,6085,3,2025-02-14,15,28.0,Pending,UPI,3204.36,101.15
7002228,401165,6002,2,2023-02-12,30,30.0,Pending,upi,1580.89,89.28
7002229,400915,6071,2,2023-08-20,20,21.0,In Transit,COD,1565.61,151.71
7002230,403683,6027,3,2024-04-03,15,12.0,Cancelled,UPI,2846.82,82.6
7002231,402601,6111,1,09/04/2023,10,14.0,Pending,Wallet,1127.39,106.06
7002232,402838,6037,3,2023-06-23,30,30.0,Pending,COD,1226.19,
7002233,401004,6083,3,04-03-2024,20,30.0,In Transit,upi,758.44,180.51
7002234,401832,6078,4,2024-10-29,10,23.0,Pending,UPI,2050.44,139.49
7002235,402218,6016,1,2023-11-30,10,13.0,Delivered,COD,1228.6,
7002236,400441,6111,2,2023-03-30,20,11.0,Delivered,UPI,1452.53,88.78
7002237,400325,6001,2,2024-11-14,30,34.0,Cancelled,upi,510.3,122.42
7002238,401345,6111,4,2023-12-25,10,21.0,In Transit,COD,1668.89,29.72
7002239,402819,6130,2,11-16-2024,15,20.0,delivered,Card,1134.08,67.97
7002240,401261,6061,4,2025-06-12,20,22.0,Returned,Card,1828.79,174.34
7002241,401004,6108,4,2024-02-17,15,22.0,delivered,COD ,1806.64,55.31
7002242,402116,6099,3,21/01/2025,20,31.0,In Transit,UPI,1812.7,95.44
7002243,402839,6002,4,2024-04-04,10,2.0,Cancelled,Card,3488.29,65.09
7002244,401536,6041,2,07-12-2024,20,32.0,In Transit,Wallet,,108.1
7002245,400607,6070,4,2025-05-23,30,36.0,Pending,upi,892.97,131.23
7002246,402801,6053,1,08-30-2024,10,14.0,delivered,COD ,2549.82,151.88
7002247,403364,6040,1,2023-07-26,30,26.0,Pending,Wallet,1685.27,191.14
7002248,400024,6140,3,2024-07-05,20,22.0,Delivered,COD,2640.57,57.44
7002249,403120,6065,3,2024-07-21,15,20.0,Pending,UPI,3140.92,84.56
7002250,400894,6016,1,2023-11-10,20,8.0,delivered,Wallet,3215.17,132.57
7002251,403924,6078,4,2023-02-20,10,16.0,In Transit,Card,2439.23,
7002252,400822,6138,3,2025-04-26,10,,Delivered,Wallet,3227.0,77.99
7002253,402828,6024,4,2023-06-18,30,42.0,Delivered,Card,1910.47,87.87
7002254,402550,6076,3,2025-07-30,15,20.0,Pending,upi,2210.41,
7002255,403461,6091,2,2025-02-12,10,9.0,CANCELLED,Card,2442.05,83.14
7002256,402038,6030,1,2023-06-07,30,30.0,Cancelled,COD,,41.6
7002257,401487,6137,4,2023-04-08,30,35.0,Returned,UPI,2686.03,154.03
7002258,401330,6016,3,2024-01-15,30,31.0,In Transit,COD,1965.76,197.76
7002259,402126,6010,1,10-14-2024,20,24.0,Delivered,upi,984.77,176.66
7002260,403373,6069,1,2025-05-18,10,4.0,Returned,Wallet,2454.4,8.34
7002261,400505,6144,1,2024-05-23,20,10.0,delivered,upi,1755.76,149.5
7002262,401928,6113,1,2025-04-10,15,10.0,Returned,UPI,977.55,155.22
7002263,400736,6124,2,2025-05-03,20,9.0,Pending,COD ,3357.43,26.16
7002264,403498,6090,1,2024-01-14,30,24.0,Delivered,COD ,2742.62,95.25
7002265,401599,6042,2,2024-11-23,15,18.0,delivered,Wallet,1630.51,
7002266,401850,6122,4,2023-12-18,20,7.0,delivered,Card,619.79,
7002267,401635,6059,4,2023-08-08,10,2.0,In Transit,Card,3129.68,
7002268,403366,6043,4,2024-11-04,15,21.0,CANCELLED,UPI,3105.89,10.8
7002269,401281,6113,1,2024-10-24,20,16.0,Returned,COD,1765.3,104.83
7002270,400099,6033,2,2023-06-26,15,15.0,Pending,Card,2078.91,152.24
7002271,400943,6099,4,2024-06-21,10,2.0,In Transit,COD,322.03,42.18
7002272,403054,6145,4,2023-10-11,15,7.0,CANCELLED,COD,971.21,172.0
7002273,400233,6063,3,2024-11-08,20,18.0,Delivered,COD,3352.72,2.79
7002274,401216,6065,2,2025-01-18,30,43.0,delivered,COD,3330.61,81.39
7002275,402129,6022,2,2025-06-29,15,,delivered,Wallet,816.32,
7002276,402025,6116,4,2024-03-01,20,7.0,Cancelled,UPI,311.52,107.64
7002277,401767,6030,3,2024-02-24,15,19.0,Pending,COD,587.27,49.52
7002278,400836,6112,1,2023-12-11,15,22.0,Delivered,Card,3081.64,189.39
7002279,401502,6030,4,2023-08-10,10,16.0,CANCELLED,COD ,2026.39,190.06
7002280,402153,6149,4,02-22-2024,20,10.0,In Transit,COD ,3046.6,60.64
7002281,402918,6043,2,2025-06-23,20,19.0,Cancelled,COD ,2048.52,143.22
7002282,401796,6097,2,2025-01-03,30,47.0,In Transit,COD,1644.88,196.43
7002283,402630,6033,2,2024-03-08,10,3.0,Delivered,Wallet,,45.35
7002284,400925,6135,2,2023-08-16,20,23.0,CANCELLED,upi,1007.93,103.41
7002285,403421,6045,1,2023-02-08,15,9.0,Returned,Wallet,2539.31,
7002286,401359,6127,1,2024-08-17,30,20.0,Returned,COD,1304.36,
7002287,401358,6090,2,2025-07-01,30,27.0,In Transit,COD,292.56,103.44
7002288,403892,6073,3,2024-03-28,15,23.0,Cancelled,Card,1183.68,
7002289,402787,6072,3,06-08-2023,20,29.0,CANCELLED,Wallet,1562.54,160.45
7002290,402139,6080,1,2023-04-11,10,3.0,delivered,Wallet,2514.36,82.29
7002291,400380,6041,3,2024-07-27,20,16.0,Cancelled,COD,1446.44,47.26
7002292,400431,6042,4,2023-05-31,20,13.0,Cancelled,Card,3265.22,168.91
7002293,401091,6133,4,25/04/2024,15,2.0,Cancelled,UPI,2342.32,109.18
7002294,401707,6079,4,2024-10-11,20,25.0,Returned,COD ,2432.3,196.58
7002295,401225,6123,4,2025-01-22,10,22.0,Delivered,Card,2903.63,65.59
7002296,400436,6115,2,2024-09-16,30,42.0,In Transit,UPI,1135.5,103.36
7002297,401675,6124,4,2024-03-12,30,26.0,Pending,UPI,924.79,129.61
7002298,403974,6104,1,2023-09-17,30,41.0,Pending,Card,3261.22,155.26
7002299,403977,6117,4,2023-07-14,20,29.0,Returned,Wallet,2231.69,73.92
7002300,402586,6018,3,02-09-2025,10,7.0,Delivered,upi,282.46,185.98
7002301,401290,6043,1,2024-02-01,15,15.0,Returned,COD ,2592.87,
7002302,403349,6009,1,2023-11-13,30,27.0,Delivered,upi,355.12,88.42
7002303,403996,6055,2,07-31-2023,20,22.0,Delivered,upi,854.86,172.91
7002304,403103,6107,4,2024-04-02,20,35.0,delivered,COD,290.63,67.16
7002305,400909,6026,2,2023-08-28,10,,CANCELLED,COD,657.94,40.59
7002306,401815,6042,1,2025-01-02,30,20.0,CANCELLED,COD,2901.3,88.89
7002307,402160,6112,3,2023-11-04,10,17.0,Cancelled,COD,1989.47,151.09
7002308,400858,6057,2,11/07/2024,15,16.0,CANCELLED,COD ,1306.56,65.31
7002309,403948,6091,3,16/04/2023,15,2.0,delivered,COD ,1965.96,25.89
7002310,401198,6021,2,2023-05-15,30,22.0,In Transit,COD ,2960.74,167.12
7002311,402564,6081,2,26/05/2025,20,13.0,Pending,Wallet,271.4,195.5
7002312,401751,6089,1,2024-11-10,30,25.0,In Transit,Wallet,1389.79,188.68
7002313,402086,6144,4,2023-08-03,10,13.0,Returned,COD ,456.43,
7002314,400231,6049,2,18-Jun-2025,10,18.0,In Transit,upi,,44.2
7002315,401088,6088,4,2023-02-22,30,29.0,delivered,Card,1328.07,172.98
7002316,401463,6032,2,2024-06-17,30,31.0,Pending,upi,1760.63,189.84
7002317,401568,6043,4,2023-07-13,30,24.0,delivered,UPI,2188.71,128.72
7002318,403668,6133,3,2025-07-14,20,28.0,Pending,upi,113.69,
7002319,402992,6133,3,2023-12-09,10,21.0,CANCELLED,upi,1220.32,78.65
7002320,403656,6093,3,2025-05-19,30,28.0,delivered,Wallet,944.08,
7002321,402115,6103,2,2025-05-18,30,24.0,Returned,Wallet,2137.68,172.53
7002322,401907,6023,1,01/01/2025,15,32.0,delivered,COD ,,92.88
7002323,400930,6016,1,2025-07-24,20,28.0,Delivered,Wallet,2761.36,87.33
7002324,401449,6122,2,2023-07-04,20,13.0,Delivered,Card,1736.11,173.22
7002325,401962,6033,3,2024-05-28,30,17.0,Delivered,COD ,1930.02,130.97
7002326,403709,6113,2,2025-01-25,10,8.0,In Transit,Wallet,536.38,28.12
7002327,401610,6125,1,2023-07-11,10,20.0,delivered,upi,1030.54,133.05
7002328,401653,6117,1,2023-01-16,30,26.0,In Transit,COD,2261.62,
7002329,403506,6071,1,2024-10-17,20,18.0,delivered,Card,911.07,170.77
7002330,401948,6092,4,2024-02-02,10,6.0,Pending,Card,172.95,96.22
7002331,400964,6077,4,2023-06-13,15,20.0,Cancelled,COD,1527.77,121.01
7002332,402748,6032,3,2023-11-27,20,31.0,Delivered,Wallet,625.93,
7002333,400180,6016,1,2024-01-04,10,2.0,Delivered,COD ,747.57,115.06
7002334,403653,6111,4,2023-08-11,10,8.0,delivered,COD,651.87,159.24
7002335,402708,6055,4,2025-01-20,15,14.0,Pending,Wallet,1442.43,80.03
7002336,401224,6082,4,2024-09-08,15,10.0,Pending,Card,1268.06,61.98
7002337,403982,6097,3,2025-03-03,10,2.0,delivered,Card,2658.01,
