delivery_id,order_id,rider_id,distance_km,vehicle_type,delivery_rating,delay_flag
600544,7004790,101566,8.87,EV,2.2,Yes
600545,7002424,101988,7.88,EV Scooter,4.9,Yes
600546,7000292,101909,3.66,Bike,2.8,Yes
600547,7001088,103848,0.85,EV Scooter,2.1,Yes
600548,7010032,100846,10.56,EV,3.7,Yes
600549,7002692,102034,1.4,Bike,4.5,No
600550,7007452,103009,6.44,EV,4.8,No
600551,7009615,103906,10.4,EV,4.0,Yes
600552,7001806,102563,7.34,Bike,2.2,No
600553,7009014,100824,3.51,EV Scooter,2.9,No
600554,7001711,103089,3.54,Bike,2.5,Yes
600555,7014191,102691,7.52,Bicycle,1.7,No
600556,7007616,100782,5.75,Bike,1.2,Yes
600557,7007820,103487,11.49,EV,1.3,No
600558,7004296,103545,11.54,Bicycle,2.8,No
600559,7004524,101232,2.5,Bike,1.6,No
600560,7000601,100775,10.93,Bicycle,3.5,Yes
600561,7008209,102950,7.05,EV Scooter,2.1,No
600562,7009990,103840,9.94,Bike,2.9,No
600563,7000259,102339,2.24,Bike,2.2,No
600564,7014030,103306,4.03,Bike,1.3,Yes
600565,7006263,103383,3.11,Bike,3.9,No
600566,7001807,102276,7.04,EV Scooter,1.9,Yes
600567,7006210,102492,11.42,Bike,2.9,No
600568,7004017,100940,11.61,Bike,3.1,Yes
600569,7009123,102654,3.16,Bicycle,1.6,No
600570,7007155,101281,6.47,Bike,4.8,Yes
600571,7004741,102243,7.21,EV,4.2,No
600572,7010004,102721,7.08,Bicycle,5.0,Yes
600573,7009639,102323,0.9,EV,1.9,Yes
600574,7003381,103497,11.22,Bicycle,1.3,Yes
600575,7009880,100441,9.87,Bike,3.0,No
600576,7005836,101682,3.0,EV,1.9,Yes
600577,7005500,103223,4.57,EV,2.9,Yes
600578,7003365,102733,4.74,EV Scooter,4.2,Yes
600579,7014150,103494,7.36,Bike,4.8,No
600580,7004270,102985,7.66,EV Scooter,2.2,No
600581,7011895,100726,7.21,Bike,2.8,No
600582,7003055,100512,10.71,EV,4.9,No
600583,7013596,100558,10.0,Bike,1.0,Yes
600584,7007812,101031,6.95,Bike,4.5,No
600585,7002849,101932,9.82,Bicycle,2.8,Yes
600586,7014186,103223,9.2,EV Scooter,1.1,No
600587,7014501,100652,6.89,Bicycle,2.9,Yes
600588,7001275,102764,5.26,Bicycle,3.3,Yes
600589,7008815,100011,11.27,Bike,1.5,Yes
600590,7001674,103746,8.17,EV,2.9,Yes
600591,7003327,102691,9.83,Bicycle,3.0,No
600592,7014239,100380,1.08,Bike,1.8,No
600593,7012178,102225,6.39,Bike,1.9,Yes
600594,7004048,102310,11.85,Bicycle,1.4,No
600595,7004020,100912,2.4,Bicycle,1.9,Yes
600596,7014119,100993,3.22,Bicycle,1.8,No
600597,7009526,100959,9.87,Bicycle,2.7,No
600598,7003736,103149,10.12,Bike,2.1,No
600599,7002056,102264,5.25,EV,3.2,No
600600,7010219,103685,6.92,Bike,2.7,Yes
600601,7007456,100393,3.27,Bicycle,2.9,No
600602,7007537,102054,10.27,EV,2.5,No
600603,7005864,100875,2.03,Bike,4.9,Yes
600604,7012277,103967,9.18,Bicycle,3.5,No
600605,7002476,101686,3.4,Bike,3.2,No
600606,7001620,100083,6.81,EV Scooter,4.5,Yes
600607,7014755,103258,10.34,Bike,1.1,No
600608,7001047,103807,1.22,Bike,4.3,No
600609,7013290,102807,1.51,EV,2.2,No
600610,7000009,101436,10.78,EV Scooter,4.6,Yes
600611,7010546,100367,1.79,Bike,2.9,No
600612,7001223,102549,6.87,EV,2.1,No
600613,7009806,100557,3.53,EV,3.1,No
600614,7009402,100802,4.92,Bike,3.8,No
600615,7009808,101026,11.34,EV,4.1,No
600616,7012331,102381,6.21,Bike,1.7,No
600617,7012377,100407,9.39,EV Scooter,2.0,Yes
600618,7004475,103779,7.91,EV,2.9,No
600619,7010851,102205,3.91,Bike,1.9,No
600620,7013038,100838,10.43,EV,1.1,Yes
600621,7002030,101571,10.43,Bicycle,2.0,No
600622,7008279,100710,9.12,Bike,2.2,Yes
600623,7008422,100032,5.57,Bike,1.7,No
600624,7001676,103614,1.41,Bicycle,2.9,No
600625,7010962,102091,9.87,EV,1.6,Yes
600626,7005013,101797,7.02,Bike,3.2,No
600627,7009219,101817,10.66,Bike,2.9,No
600628,7013541,103051,5.97,Bike,2.4,No
600629,7011432,101279,3.22,EV,2.9,Yes
600630,7010497,102759,9.97,EV Scooter,3.9,Yes
600631,7005722,103679,8.82,EV,4.9,Yes
600632,7010209,102443,4.86,Bike,4.9,Yes
600633,7011006,101965,2.54,EV Scooter,4.7,No
600634,7009868,103714,2.2,Bicycle,1.9,Yes
600635,7008397,101167,6.83,Bicycle,2.9,No
600636,7005697,100032,5.04,Bike,2.1,No
600637,7003733,102175,10.75,EV,1.2,Yes
600638,7008731,103789,6.83,Bicycle,1.5,Yes
600639,7010929,100426,0.52,EV Scooter,2.9,No
600640,7007237,103307,0.81,EV,3.2,Yes
600641,7007565,103718,4.8,EV,2.9,Yes
600642,7014363,103901,2.21,EV Scooter,4.8,No
600643,7013223,100259,3.58,EV,3.8,No
600644,7003718,100652,0.83,Bike,2.9,No
600645,7013867,103321,11.48,Bike,4.5,Yes
600646,7009536,103735,11.29,Bicycle,2.9,No
600647,7000087,102656,0.57,Bike,4.3,No
600648,7010469,100946,7.14,EV,4.1,No
600649,7009486,101436,2.67,EV Scooter,4.8,No
600650,7013914,103978,6.27,EV,2.2,No
600651,7007326,100972,6.99,Bicycle,3.6,No
600652,7003772,102439,3.79,Bike,1.3,Yes
600653,7003668,103064,10.64,Bike,1.8,No
600654,7001867,100341,9.94,EV,4.4,No
600655,7012981,199004,6.17,Bike,3.0,No
600656,7011155,103289,2.2,Bike,5.0,No
600657,7013484,102759,1.2,EV,5.0,Yes
600658,7008758,102623,5.78,Bicycle,4.6,Yes
600659,7000701,100646,1.89,Bike,4.5,No
600660,7000126,100951,9.46,Bicycle,1.6,No
600661,7002960,100923,5.16,Bike,2.6,Yes
600662,7008167,103361,3.97,EV,2.9,Yes
600663,7013151,103475,1.76,Bicycle,2.9,Yes
600664,7011157,102401,2.6,EV,4.5,Yes
600665,7011703,103535,2.14,EV Scooter,4.9,Yes
600666,7009643,103494,8.14,Bicycle,2.2,No
600667,7011245,103435,4.08,Bike,1.7,Yes
600668,7003130,103586,6.13,EV,1.7,Yes
600669,7008629,101415,9.51,EV,4.6,No
600670,7000761,102801,9.7,EV,4.5,No
600671,7005830,103072,7.89,EV Scooter,1.9,No
600672,7003735,100511,10.05,Bike,1.9,No
600673,7009944,100661,4.45,Bike,2.9,Yes
600674,7007220,103497,11.44,Bike,2.1,No
600675,7006560,102286,4.57,EV Scooter,2.0,No
600676,7006780,103233,7.87,EV,2.0,Yes
600677,7006586,103865,6.265,Bike,2.2,No
600678,7006063,102642,3.69,Bicycle,1.1,Yes
600679,7011435,103627,9.72,EV Scooter,2.9,Yes
600680,7007345,102217,3.59,Bicycle,1.3,Yes
600681,7009455,102077,6.98,Bike,2.3,Yes
600682,7012706,101614,2.04,EV,2.6,Yes
600683,7010524,102242,9.0,Bicycle,1.5,No
600684,7007459,100624,1.33,EV Scooter,1.1,No
600685,7003707,103625,10.11,Bicycle,2.9,No
600686,7007155,100105,1.74,Bike,1.6,No
600687,7013775,103431,3.92,EV,1.9,No
600688,7002548,101571,6.08,EV,2.9,Yes
600689,7000190,103566,6.83,Bicycle,3.3,No
600690,7012103,101161,6.87,Bike,3.3,Yes
600691,7000547,102065,10.33,EV Scooter,3.8,Yes
600692,7005932,103679,2.82,Bicycle,4.9,Yes
600693,7012474,101369,3.2,Bike,1.2,No
600694,7001140,103358,1.34,Bike,1.1,No
600695,7010254,100750,4.23,EV Scooter,3.5,Yes
600696,7008754,101115,6.33,Bike,2.9,No
600697,7008264,100831,7.72,EV,5.0,No
600698,7008359,102633,11.8,EV,3.7,Yes
600699,7004628,100970,11.88,Bike,4.0,Yes
600700,7011268,100950,2.79,Bike,2.9,No
600701,7013384,102566,9.05,EV Scooter,4.7,No
600702,7014831,103282,6.06,EV Scooter,3.8,No
600703,7000302,101883,1.04,Bike,4.2,No
600704,7000016,103926,8.91,EV Scooter,1.2,No
600705,7003406,102801,3.41,EV,3.3,Yes
600706,7002870,103595,11.14,Bike,3.0,No
600707,7009897,100349,8.73,Bike,2.9,Yes
600708,7000356,100370,2.88,Bike,1.6,No
600709,7000056,103918,9.66,EV,1.4,No
600710,7013854,100890,8.8,EV,1.5,No
600711,7004842,103068,6.265,Bike,4.2,Yes
600712,7011953,102745,8.23,Bike,4.2,Yes
600713,7013221,100308,11.05,Bike,3.8,Yes
600714,7012487,102065,1.42,Bike,4.4,No
600715,7008160,101892,10.21,Bike,1.5,Yes
600716,7003739,103647,11.49,EV,1.9,No
600717,7001086,103771,10.6,EV Scooter,2.6,No
600718,7009863,101700,4.93,EV,3.1,No
600719,7007724,102778,6.33,EV,3.4,Yes
600720,7005305,103217,6.83,Bicycle,3.2,No
600721,7008102,101781,4.43,EV,2.9,Yes
600722,7009896,101619,6.63,Bike,1.6,No
600723,7006094,101416,6.275,EV,2.9,No
600724,7009795,103147,4.38,Bicycle,2.9,No
600725,7003021,102691,6.265,Bike,4.4,Yes
600726,7013100,102962,7.03,EV,2.9,Yes
600727,7000890,101356,9.72,Bicycle,3.8,Yes
600728,7008451,100540,9.44,Bike,2.9,No
600729,7011911,101964,1.47,Bicycle,4.5,Yes
600730,7006717,102513,4.85,Bike,1.5,No
600731,7010033,101943,3.85,Bicycle,1.8,Yes
600732,7001711,103084,8.54,EV,3.9,Yes
600733,7001009,102703,2.21,EV Scooter,3.0,No
600734,7000190,103340,8.45,Bike,1.8,No
600735,7002850,102686,9.87,EV,1.3,No
600736,7008907,102816,3.93,EV Scooter,1.5,No
600737,7005019,103306,10.27,Bike,1.2,Yes
600738,7014969,103298,1.74,Bike,2.8,No
600739,7009162,102798,10.44,Bike,4.8,Yes
600740,7000605,100753,4.38,Bike,1.8,No
600741,7004883,103094,6.87,Bike,3.8,No
600742,7012036,100950,4.09,EV Scooter,4.0,No
600743,7010044,100759,8.72,EV,3.2,No
600744,7006784,102976,11.78,Bike,4.4,Yes
600745,7003634,100006,3.31,Bike,1.1,No
600746,7014752,101413,1.64,EV,3.5,No
600747,7009294,103358,8.82,Bike,3.1,Yes
600748,7005694,102653,6.265,Bike,2.9,No
600749,7003721,102076,3.92,EV Scooter,1.6,Yes
600750,7011743,100005,9.28,Bicycle,2.9,Yes
600751,7001985,102653,6.6,EV Scooter,2.4,No
600752,7005219,103724,3.08,EV Scooter,3.9,Yes
600753,7003944,103282,3.05,Bike,2.9,No
600754,7001798,102946,2.9,Bicycle,1.7,Yes
600755,7009017,101544,2.93,EV Scooter,4.8,Yes
600756,7014184,102721,8.04,EV,1.7,No
600757,7003192,101089,1.26,EV Scooter,1.9,No
600758,7008803,103633,8.91,Bike,4.9,Yes
600759,7008857,101578,5.54,Bicycle,1.7,Yes
600760,7006231,102549,2.48,Bike,2.9,No
600761,7012839,101626,11.81,Bike,4.9,No
600762,7008966,101404,6.67,EV Scooter,2.9,No
600763,7011097,101748,6.6,EV,3.5,No
600764,7007227,102033,7.16,Bike,3.4,No
600765,7013542,101146,1.09,Bike,2.9,No
600766,7012308,101602,3.04,Bike,4.0,No
600767,7011822,100031,8.72,EV,1.0,Yes
600768,7014975,102030,2.76,EV,3.8,Yes
600769,7005846,101669,8.02,EV,2.1,No
600770,7010527,103112,6.77,Bike,1.1,Yes
600771,7005067,100714,11.97,Bike,4.5,No
600772,7011740,103915,9.75,EV Scooter,2.9,No
600773,7001540,103741,6.265,Bike,2.9,Yes
600774,7002997,103543,9.51,EV Scooter,2.1,Yes
600775,7003608,101165,6.97,Bike,2.2,Yes
600776,7011116,102942,4.74,Bike,3.1,No
600777,7007810,100005,10.24,EV Scooter,1.3,No
600778,7007572,100750,3.17,Bike,1.9,No
600779,7012614,100111,11.44,EV,3.2,Yes
600780,7010335,102985,3.82,Bicycle,4.6,Yes
600781,7008966,103797,2.17,Bike,2.7,Yes
600782,7000871,103373,5.51,EV,1.5,No
600783,7006409,102424,10.0,EV,4.3,No
600784,7013548,100154,9.54,Bicycle,4.2,Yes
600785,7001743,103817,4.47,Bike,2.3,Yes
600786,7002166,100658,11.41,Bike,4.4,Yes
600787,7001613,100916,9.52,EV Scooter,2.5,No
600788,7001163,102411,7.74,EV,1.6,No
600789,7008830,100558,7.82,EV,1.3,Yes
600790,7013776,102782,10.95,Bicycle,1.3,Yes
600791,7010038,103306,3.26,Bike,2.9,Yes
600792,7007764,101686,2.18,Bicycle,2.8,No
600793,7007457,101929,11.86,Bike,2.6,No
600794,7012687,102976,9.59,EV,3.6,No
600795,7007676,102654,1.38,Bike,2.0,No
600796,7010989,101855,7.48,Bike,4.9,No
600797,7005537,101917,8.23,EV Scooter,2.9,Yes
600798,7013074,100471,2.43,Bike,2.6,No
600799,7004312,101165,8.07,Bike,2.9,Yes
600800,7001483,101450,1.46,EV Scooter,4.2,No
600801,7010717,101566,8.94,EV Scooter,2.9,No
600802,7007144,103499,2.57,Bike,4.7,Yes
600803,7010321,101167,9.23,Bike,3.5,No
600804,7008715,100982,2.69,EV,4.6,No
600805,7008460,102551,4.13,Bike,2.5,No
600806,7001938,103529,10.89,Bicycle,3.7,Yes
600807,7006456,103840,10.14,Bicycle,2.5,Yes
600808,7004802,102505,6.43,EV,4.0,Yes
600809,7014908,103849,5.53,Bike,1.1,Yes
600810,7007179,102922,6.265,Bike,1.5,Yes
600811,7012033,100843,6.83,Bicycle,1.8,No
600812,7003156,101136,3.29,Bike,4.2,No
600813,7010405,101869,7.07,Bike,1.3,No
600814,7011291,103811,8.45,Bike,1.1,Yes
600815,7009919,100972,9.83,Bicycle,2.5,Yes
600816,7002929,101959,2.13,EV,2.0,Yes
600817,7006898,102077,6.28,EV,3.8,No
600818,7007151,102273,0.76,EV,2.7,No
600819,7009462,102932,9.7,Bike,4.6,Yes
600820,7001915,100578,4.96,EV,3.3,No
600821,7001566,100553,4.01,Bike,1.8,No
600822,7004763,101265,3.72,EV Scooter,4.1,No
600823,7014723,103375,11.96,Bike,3.1,No
600824,7001799,100534,5.79,Bike,2.9,No
600825,7007205,103462,10.2,Bike,2.7,Yes
600826,7013912,102647,3.83,EV Scooter,3.3,Yes
600827,7004920,102913,5.02,Bicycle,2.7,No
600828,7014470,100873,2.72,EV Scooter,1.9,No
600829,7006963,101236,6.6,EV Scooter,4.9,No
600830,7001086,103716,6.87,Bicycle,2.2,No
600831,7000528,101988,1.36,EV,1.5,No
600832,7004657,101602,3.27,Bike,4.8,Yes
600833,7012693,101070,5.61,Bicycle,4.0,No
600834,7003145,101369,6.275,EV,4.8,Yes
600835,7001349,103590,2.06,Bike,1.0,No
600836,7008928,103361,5.22,Bicycle,1.4,No
600837,7008380,101247,7.33,Bike,4.2,No
600838,7008127,101542,10.76,EV Scooter,2.1,No
600839,7001614,101578,9.42,Bike,4.8,Yes
600840,7006862,101204,4.27,Bicycle,5.0,No
600841,7006141,100003,2.6,Bike,2.9,Yes
600842,7006106,101345,4.28,Bicycle,2.9,Yes
600843,7013851,100382,9.68,EV Scooter,4.7,No
600844,7012072,101009,9.36,Bicycle,1.2,Yes
600845,7003544,103874,6.265,Bike,3.6,No
600846,7013247,102395,9.72,Bicycle,2.9,No
600847,7005109,102972,4.47,EV,3.1,No
600848,7001917,100267,11.17,EV Scooter,2.9,Yes
600849,7003265,103199,10.15,EV Scooter,2.9,No
600850,7011312,101835,8.01,EV,1.9,No
600851,7002684,103917,6.36,Bicycle,1.8,Yes
600852,7014288,101707,5.68,Bicycle,4.7,No
600853,7009466,102593,5.54,Bicycle,1.0,Yes
600854,7006818,100345,9.77,Bike,4.0,No
600855,7001818,100790,5.18,Bicycle,1.4,No
600856,7002183,101736,0.88,Bike,1.8,Yes
600857,7006855,100259,7.39,Bicycle,4.8,No
600858,7005651,100479,7.41,EV,1.3,No
600859,7001417,102401,3.98,Bicycle,2.2,No
600860,7001146,103728,6.99,EV,1.5,Yes
600861,7011486,101707,4.76,Bike,3.6,No
600862,7014844,102386,11.95,EV,4.9,No
600863,7011921,102104,7.47,EV Scooter,1.2,No
600864,7011187,102549,4.0,EV,3.2,No
600865,7002349,101575,8.08,EV,4.9,No
600866,7009904,100495,9.66,EV Scooter,3.9,Yes
600867,7013129,103487,1.97,Bike,1.0,Yes
600868,7004430,100011,5.52,EV,4.3,No
600869,7012945,101939,7.9,EV,2.9,Yes
600870,7008479,101554,10.43,EV Scooter,4.7,No
600871,7013756,101334,6.6,EV Scooter,1.4,No
600872,7006902,103429,7.49,Bicycle,3.0,No
600873,7010635,101595,1.7,EV,4.1,No
600874,7010764,101839,0.77,Bike,4.5,No
600875,7005800,100078,5.96,Bicycle,1.9,No
600876,7014365,100948,1.22,EV Scooter,1.3,No
600877,7005880,103929,10.86,Bike,1.4,No
600878,7005961,103679,5.62,Bicycle,3.0,No
600879,7006242,102889,7.52,Bike,2.9,No
600880,7000528,101355,8.26,EV,4.2,Yes
600881,7011250,100713,8.34,EV,3.5,No
600882,7001910,101853,1.65,Bicycle,2.9,Yes
600883,7008930,103306,8.65,Bicycle,3.5,No
600884,7014143,103925,7.22,Bike,1.5,Yes
600885,7001850,102653,7.22,EV Scooter,4.9,Yes
600886,7003212,103903,10.48,Bike,1.3,No
600887,7014725,103874,7.92,Bicycle,4.7,Yes
600888,7003801,101171,4.83,Bike,2.9,No
600889,7001599,101775,7.56,EV,4.4,Yes
600890,7007978,103533,5.31,EV Scooter,4.8,No
600891,7003118,100231,9.07,Bike,1.7,No
600892,7002056,102660,7.55,Bicycle,2.5,No
600893,7007629,103460,2.42,EV,5.0,Yes
600894,7007149,100359,10.44,EV,3.4,Yes
600895,7013610,103257,4.63,EV Scooter,4.1,Yes
600896,7012669,103431,0.77,EV Scooter,2.4,No
600897,7014290,103171,10.89,Bike,1.6,No
600898,7013214,102235,3.61,Bike,2.5,Yes
600899,7008693,103858,3.14,Bike,2.3,No
600900,7008525,102816,11.31,EV,4.5,Yes
600901,7000262,101917,0.75,EV,2.6,Yes
600902,7013058,103383,5.39,Bike,1.5,Yes
600903,7013202,100714,10.26,EV Scooter,2.6,No
600904,7006447,101023,8.48,Bike,3.3,Yes
600905,7001869,101703,6.92,Bike,4.0,Yes
600906,7013659,103199,6.78,Bike,1.5,No
600907,7008064,100512,4.62,EV,3.7,No
600908,7008594,100970,7.1,Bicycle,4.5,Yes
600909,7014795,103439,8.8,EV,1.5,No
600910,7007218,101143,4.8,Bicycle,3.1,No
600911,7007994,101837,7.5,EV,1.5,No
600912,7001159,103529,5.17,Bicycle,1.8,Yes
600913,7012235,102478,5.79,Bicycle,4.3,Yes
600914,7001127,103541,2.65,Bike,1.5,No
600915,7011597,101959,8.63,EV Scooter,4.0,No
600916,7014695,100496,4.86,EV Scooter,2.0,Yes
600917,7006150,100032,0.61,EV Scooter,4.3,No
600918,7001924,101857,9.18,Bicycle,4.9,No
600919,7010946,100342,9.67,Bicycle,1.5,Yes
600920,7007774,100341,4.93,Bike,2.8,Yes
600921,7004143,103051,1.15,Bike,2.6,Yes
600922,7006468,100166,0.99,EV,1.0,Yes
600923,7008102,100382,1.74,EV Scooter,2.9,No
600924,7002348,103269,6.83,Bicycle,2.3,Yes
600925,7006437,103929,10.98,Bicycle,2.9,Yes
600926,7014045,102432,8.93,EV Scooter,3.0,No
600927,7002572,101860,10.41,Bike,4.4,No
600928,7000786,103840,6.57,EV Scooter,3.8,No
600929,7007618,101374,10.96,Bike,2.5,No
600930,7012036,103675,6.51,Bike,2.9,Yes
600931,7001537,100722,9.95,EV Scooter,4.9,Yes
600932,7000160,102325,7.99,Bike,4.8,No
600933,7006947,101825,6.62,EV Scooter,4.2,No
600934,7012156,100713,4.04,Bike,2.1,Yes
600935,7011768,100610,2.3,EV,1.5,Yes
600936,7010468,100807,9.33,Bicycle,4.5,Yes
600937,7006103,103371,3.66,EV Scooter,1.4,Yes
600938,7005289,103233,6.265,Bike,4.9,No
600939,7004263,101290,8.04,Bike,3.3,No
600940,7012324,100790,2.23,Bicycle,1.4,No
600941,7012066,101429,7.02,Bike,1.3,No
600942,7010926,100774,11.58,EV Scooter,2.3,No
600943,7002133,101169,10.55,EV,2.3,No
600944,7012743,101991,3.0,Bike,4.1,Yes
600945,7013786,101626,4.19,Bike,3.3,No
600946,7012294,103122,6.01,Bicycle,1.1,No
600947,7009200,101379,1.31,Bicycle,2.3,No
600948,7002480,102976,2.65,Bike,1.2,No
600949,7004872,100808,4.7,EV,3.5,No
600950,7010997,103378,11.98,EV Scooter,4.2,No
600951,7001888,100775,3.36,EV Scooter,1.1,Yes
600952,7004023,102764,11.4,Bike,4.2,No
600953,7013141,101507,3.56,EV,4.8,Yes
600954,7012690,102513,7.17,EV Scooter,4.4,No
600955,7012362,101192,4.26,Bicycle,1.6,Yes
600956,7002103,101356,9.83,Bike,4.2,No
600957,7012576,101294,3.15,Bicycle,2.7,No
600958,7013415,101410,5.31,EV Scooter,2.6,No
600959,7000775,103512,2.16,EV Scooter,3.1,No
600960,7003652,102770,11.95,Bicycle,1.5,Yes
600961,7012964,101114,1.78,EV Scooter,2.3,No
600962,7014786,101640,3.8,Bike,3.3,No
600963,7004901,100005,5.86,Bike,2.9,No
600964,7012553,103757,8.53,EV,3.7,No
600965,7007416,101106,6.265,Bike,3.1,No
600966,7000443,101511,7.82,Bike,4.8,No
600967,7005906,101853,9.58,EV,2.9,No
600968,7012097,103487,0.63,EV Scooter,4.8,No
600969,7010389,103362,3.0,Bike,1.7,No
600970,7007413,101217,7.26,Bike,2.6,No
600971,7005060,102432,9.25,Bike,1.9,No
600972,7012423,100511,7.72,Bike,1.3,No
600973,7013644,103429,7.38,EV Scooter,2.9,No
600974,7008003,101023,10.95,Bicycle,1.6,Yes
600975,7005155,101396,11.48,EV Scooter,1.6,Yes
600976,7009062,101785,0.57,Bike,1.6,No
600977,7010141,103903,8.07,Bike,3.4,No
600978,7006160,102242,5.05,Bike,3.7,No
600979,7007376,103533,1.63,Bike,2.7,No
600980,7005827,101601,3.13,EV,4.1,No
600981,7003156,102447,5.42,Bike,2.6,No
600982,7012744,102401,10.91,Bike,2.9,Yes
600983,7010210,100540,6.9,EV Scooter,1.9,Yes
600984,7010011,102745,9.82,EV,1.7,Yes
600985,7010938,102816,6.27,Bike,2.6,No
600986,7005788,101106,11.71,Bicycle,4.5,Yes
600987,7009965,100341,6.62,Bike,3.3,No
600988,7006522,100495,1.59,Bike,2.9,No
600989,7001408,104000,1.18,EV,2.4,Yes
600990,7003182,102990,10.62,Bike,2.9,Yes
600991,7007303,101533,1.96,Bike,1.3,No
600992,7010854,102349,6.34,Bicycle,3.8,No
600993,7003558,100846,8.27,EV Scooter,1.3,No
600994,7007250,103429,10.69,Bike,1.8,Yes
600995,7000255,101436,3.39,Bicycle,1.6,Yes
600996,7011726,100239,6.46,Bike,4.4,Yes
600997,7006689,101959,8.75,Bike,3.8,No
600998,7008190,103659,10.98,EV,2.9,No
600999,7010055,101290,8.9,Bike,3.3,Yes
601000,7002047,100370,6.275,EV,4.4,No
601001,7009416,101369,11.3,Bicycle,2.9,Yes
601002,7003920,102361,2.8,Bike,3.2,Yes
601003,7006726,103287,8.6,EV,2.9,No
601004,7012579,100750,0.5,Bike,4.2,No
601005,7000870,101157,2.28,Bike,3.7,No
601006,7010021,103121,6.275,EV,3.9,No
601007,7001617,103757,9.75,Bicycle,2.9,No
601008,7000495,102446,1.0,EV,2.7,No
601009,7007421,103106,7.74,Bicycle,1.7,No
601010,7003955,101005,1.0,Bike,2.9,No
601011,7014512,102610,5.7,Bicycle,4.9,Yes
601012,7002295,100239,2.81,EV,2.8,No
601013,7000396,102025,0.58,EV Scooter,3.1,No
601014,7003566,101379,9.84,Bike,4.5,No
601015,7003572,101455,6.25,Bicycle,1.4,No
601016,7002737,100096,6.6,EV Scooter,2.9,Yes
601017,7014001,103344,3.58,EV Scooter,3.8,No
601018,7005574,103458,11.73,Bicycle,3.1,Yes
601019,7010001,103480,7.21,Bike,1.7,Yes
601020,7003069,100012,11.59,Bicycle,3.5,No
601021,7000607,101169,0.73,EV Scooter,3.4,Yes
601022,7011120,100312,7.14,Bike,2.9,No
601023,7000929,103269,3.53,EV,1.2,No
601024,7012914,102344,8.87,EV Scooter,4.0,No
601025,7012382,100864,2.23,Bike,3.5,Yes
601026,7006316,101243,8.22,Bicycle,4.5,No
601027,7002878,102344,6.6,EV Scooter,2.9,Yes
601028,7007670,102703,4.65,Bicycle,1.5,Yes
601029,7002882,100794,1.12,EV,3.3,Yes
601030,7013329,101835,11.18,EV,2.9,Yes
601031,7006773,103458,4.08,EV Scooter,2.3,Yes
601032,7002045,102065,1.82,EV,2.4,Yes
601033,7009706,101069,6.55,EV Scooter,4.3,Yes
601034,7002568,102767,10.5,Bicycle,3.8,No
601035,7013735,101743,11.9,Bicycle,3.7,No
601036,7000717,100976,6.265,Bike,3.3,No
601037,7004547,101700,4.0,Bike,3.5,No
601038,7013386,103081,9.22,Bike,2.4,Yes
601039,7005335,101136,11.78,Bike,3.0,Yes
601040,7012069,101099,2.96,EV Scooter,1.9,Yes
601041,7010354,102807,0.81,Bike,4.7,Yes
601042,7012470,103829,7.87,EV,2.0,Yes
601043,7011408,101647,11.52,Bicycle,1.9,Yes
601044,7014264,101917,9.54,EV,2.4,Yes
601045,7013085,102281,8.4,Bicycle,2.9,No
601046,7003295,101837,11.24,Bicycle,2.9,No
601047,7008869,100926,0.83,EV Scooter,2.7,Yes
601048,7002183,100231,1.89,EV Scooter,4.8,Yes
601049,7014313,102236,7.87,EV Scooter,1.6,Yes
601050,7011096,103378,11.2,EV Scooter,1.4,Yes
601051,7002630,100241,11.19,EV,2.7,Yes
601052,7007075,102066,10.79,EV Scooter,4.7,No
601053,7008960,101575,4.86,EV Scooter,3.7,No
601054,7005743,101236,1.54,Bicycle,2.6,Yes
601055,7006177,100514,5.55,EV Scooter,3.1,Yes
601056,7013461,100578,4.64,Bike,4.0,No
601057,7004176,102019,11.96,EV Scooter,2.2,No
601058,7009747,101345,11.96,Bike,4.6,No
601059,7013117,101556,2.88,EV Scooter,1.3,Yes
601060,7000919,102712,5.91,EV Scooter,4.7,No
601061,7009690,103151,0.87,Bike,3.2,No
601062,7001983,100479,6.97,EV Scooter,2.3,Yes
601063,7004025,102770,10.52,Bicycle,4.9,Yes
601064,7006260,102972,10.26,Bicycle,3.5,Yes
601065,7003857,100993,6.77,Bike,4.7,No
601066,7007458,103591,6.04,Bike,4.9,Yes
601067,7011642,100096,9.77,EV Scooter,3.5,Yes
601068,7013495,103906,0.58,EV,4.7,No
601069,7003717,103814,1.03,Bike,2.3,Yes
601070,7004742,102582,5.24,Bicycle,4.6,No
601071,7010844,100976,4.12,EV Scooter,4.7,No
601072,7007102,103947,4.24,EV,3.1,No
601073,7013643,100151,4.38,EV,3.9,Yes
601074,7011277,102030,1.09,Bike,4.5,Yes
601075,7003663,100127,10.14,EV,1.6,No
601076,7010732,103228,3.58,Bike,3.2,No
601077,7011690,101650,7.31,Bike,4.6,No
601078,7010688,101343,4.2,Bike,3.8,Yes
601079,7008569,101863,3.08,EV,2.2,No
601080,7012442,102322,7.31,Bike,1.2,No
601081,7001595,100774,11.6,Bike,4.6,No
601082,7009600,102340,1.07,Bicycle,3.1,No
601083,7006319,103260,2.46,Bike,4.3,No
601084,7011731,103457,1.84,Bike,1.6,No
601085,7000399,103121,10.34,EV Scooter,2.9,No
601086,7001416,100578,2.58,Bike,2.3,No
601087,7003100,103541,7.06,EV Scooter,4.0,Yes
601088,7005396,102205,1.56,Bike,1.9,No
