inventory_id,store_id,product_id,stock_units,reorder_level,last_restock_date,expiry_date
500447,6080,30329,53.0,52.61587436332768,2026-08-18,2026-08-19
500448,6059,31127,677.0,24.0,2026-08-18,2026-08-19
500449,6009,30140,691.0,29.0,2026-08-18,2026-08-19
500450,6061,30424,503.0,44.0,2026-08-18,2026-08-19
500451,6147,31312,240.0,62.0,2026-08-18,2026-08-19
500452,6056,30275,629.0,52.61587436332768,2026-08-18,2026-08-19
500453,6097,30247,738.0,42.0,2026-08-18,2026-08-19
500454,6001,30763,414.0,76.0,2026-08-18,2026-08-19
500455,6072,31003,198.0,9.0,2026-08-18,2026-08-19
500456,6064,31038,588.0,52.61587436332768,2026-08-18,2026-08-19
500457,6071,30044,480.0,76.0,2026-08-18,2026-08-19
500458,6015,30976,440.0,21.0,2026-08-18,2026-08-19
500459,6090,31461,359.0,18.0,2026-08-18,2026-08-19
500460,6060,30612,436.0,68.0,2026-08-18,2026-08-19
500461,6102,30842,35.0,85.0,2026-08-18,2026-08-19
500462,6149,31498,228.0,89.0,2026-08-18,2026-08-19
500463,6055,31237,85.0,9.0,2026-08-18,2026-08-19
500464,6090,31122,172.0,52.61587436332768,2026-08-18,2026-08-19
500465,6139,31149,568.0,85.0,2026-08-18,2026-08-19
500466,6077,30738,256.0,91.0,2026-08-18,2026-08-19
500467,6050,30924,682.0,16.0,2026-08-18,2026-08-19
500468,6148,31107,64.0,82.0,2026-08-18,2026-08-19
500469,6100,31404,84.0,40.0,2026-08-18,2026-08-19
500470,6011,30137,767.0,19.0,2026-08-18,2026-08-19
500471,6124,30629,790.0,55.0,2026-08-18,2026-08-19
500472,6020,30954,517.0,21.0,2026-08-18,2026-08-19
500473,6117,30532,88.0,66.0,2026-08-18,2026-08-19
500474,6036,30139,735.0,49.0,2026-08-18,2026-08-19
500475,6031,30534,756.0,35.0,2026-08-18,2026-08-19
500476,6053,30760,635.0,48.0,2026-08-18,2026-08-19
500477,6129,30583,558.0,48.0,2026-08-18,2026-08-19
500478,6114,31212,742.0,71.0,2026-08-18,2026-08-19
500479,6037,31294,593.0,42.0,2026-08-18,2026-08-19
500480,6123,30973,676.0,100.0,2026-08-18,2026-08-19
500481,6093,31307,209.0,59.0,2026-08-18,2026-08-19
500482,6013,30860,337.0,63.0,2026-08-18,2026-08-19
500483,6033,30295,379.0,87.0,2026-08-18,2026-08-19
500484,6006,30656,549.0,70.0,2026-08-18,2026-08-19
500485,6107,31237,627.0,89.0,2026-08-18,2026-08-19
500486,6126,30057,518.0,56.0,2026-08-18,2026-08-19
500487,6066,30658,301.0,66.0,2026-08-18,2026-08-19
500488,6059,30878,365.0,43.0,2026-08-18,2026-08-19
500489,6113,30182,196.0,19.0,2026-08-18,2026-08-19
500490,6120,30396,0.0,55.0,2026-08-18,2026-08-19
500491,6100,31375,141.0,64.0,2026-08-18,2026-08-19
500492,6089,30422,32.0,5.0,2026-08-18,2026-08-19
500493,6045,31053,446.0,65.0,2026-08-18,2026-08-19
500494,6109,30617,481.0,49.0,2026-08-18,2026-08-19
500495,6032,30257,182.0,43.0,2026-08-18,2026-08-19
500496,6063,31427,605.0,55.0,2026-08-18,2026-08-19
500497,6005,31321,154.0,78.0,2026-08-18,2026-08-19
500498,6056,30887,0.0,53.0,2026-08-18,2026-08-19
500499,6077,30576,732.0,50.0,2026-08-18,2026-08-19
500500,6125,30918,753.0,13.0,2026-08-18,2026-08-19
500501,6058,30597,780.0,92.0,2026-08-18,2026-08-19
500502,6035,30512,71.0,22.0,2026-08-18,2026-08-19
500503,6116,31363,124.0,47.0,2026-08-18,2026-08-19
500504,6068,30268,293.0,68.0,2026-08-18,2026-08-19
500505,6096,31366,151.0,67.0,2026-08-18,2026-08-19
500506,6104,31223,329.0,93.0,2026-08-18,2026-08-19
500507,6130,30593,120.0,16.0,2026-08-18,2026-08-19
500508,6096,30483,118.0,6.0,2026-08-18,2026-08-19
500509,6058,30310,719.0,52.61587436332768,2026-08-18,2026-08-19
500510,6023,31234,589.0,61.0,2026-08-18,2026-08-19
500511,6075,30242,315.0,90.0,2026-08-18,2026-08-19
500512,6061,30372,673.0,11.0,2026-08-18,2026-08-19
500513,6090,31238,319.0,86.0,2026-08-18,2026-08-19
500514,6017,31081,95.0,92.0,2026-08-18,2026-08-19
500515,6061,30222,0.0,100.0,2026-08-18,2026-08-19
500516,6077,30851,615.0,35.0,2026-08-18,2026-08-19
500517,6055,31050,369.0,75.0,2026-08-18,2026-08-19
500518,6110,30446,699.0,85.0,2026-08-18,2026-08-19
500519,6095,31477,334.0,12.0,2026-08-18,2026-08-19
500520,6080,31405,448.0,35.0,2026-08-18,2026-08-19
500521,6089,30241,485.0,57.0,2026-08-18,2026-08-19
500522,6032,30321,743.0,52.61587436332768,2026-08-18,2026-08-19
500523,6026,30718,750.0,86.0,2026-08-18,2026-08-19
500524,6119,30344,667.0,14.0,2026-08-18,2026-08-19
500525,6065,31379,90.0,27.0,2026-08-18,2026-08-19
500526,6035,31194,146.0,8.0,2026-08-18,2026-08-19
500527,6006,30302,56.0,58.0,2026-08-18,2026-08-19
500528,6049,30081,133.0,7.0,2026-08-18,2026-08-19
500529,6079,31347,267.0,72.0,2026-08-18,2026-08-19
500530,6023,30271,650.0,54.0,2026-08-18,2026-08-19
500531,6077,31316,55.0,20.0,2026-08-18,2026-08-19
500532,6088,30258,596.0,59.0,2026-08-18,2026-08-19
500533,6035,30540,653.0,58.0,2026-08-18,2026-08-19
500534,6098,30501,454.0,74.0,2026-08-18,2026-08-19
500535,6012,30062,484.0,71.0,2026-08-18,2026-08-19
500536,6022,30747,228.0,61.0,2026-08-18,2026-08-19
500537,6058,31360,759.0,20.0,2026-08-18,2026-08-19
500538,6115,30804,270.0,30.0,2026-08-18,2026-08-19
500539,6086,30863,686.0,90.0,2026-08-18,2026-08-19
500540,6134,31314,573.0,8.0,2026-08-18,2026-08-19
500541,6113,30807,435.0,33.0,2026-08-18,2026-08-19
500542,6102,31234,533.0,13.0,2026-08-18,2026-08-19
500543,6007,30816,268.0,20.0,2026-08-18,2026-08-19
500544,6144,30453,719.0,65.0,2026-08-18,2026-08-19
500545,6130,31312,428.0,41.0,2026-08-18,2026-08-19
500546,6066,31142,528.0,17.0,2026-08-18,2026-08-19
500547,6002,30518,579.0,79.0,2026-08-18,2026-08-19
500548,6055,30862,777.0,83.0,2026-08-18,2026-08-19
500549,6142,30327,507.0,90.0,2026-08-18,2026-08-19
500550,6126,30149,481.0,55.0,2026-08-18,2026-08-19
500551,6008,31100,121.0,63.0,2026-08-18,2026-08-19
500552,6140,30036,214.0,66.0,2026-08-18,2026-08-19
500553,6106,30560,291.0,40.0,2026-08-18,2026-08-19
500554,6111,30003,750.0,47.0,2026-08-18,2026-08-19
500555,6041,30986,685.0,51.0,2026-08-18,2026-08-19
500556,6146,31287,154.0,89.0,2026-08-18,2026-08-19
500557,6023,31219,704.0,90.0,2026-08-18,2026-08-19
500558,6143,30729,787.0,63.0,2026-08-18,2026-08-19
500559,6079,30659,507.0,27.0,2026-08-18,2026-08-19
500560,6115,30654,336.0,51.0,2026-08-18,2026-08-19
500561,6026,31117,393.0,26.0,2026-08-18,2026-08-19
500562,6056,30786,788.0,98.0,2026-08-18,2026-08-19
500563,6122,30281,752.0,78.0,2026-08-18,2026-08-19
500564,6106,30213,106.0,5.0,2026-08-18,2026-08-19
500565,6011,30079,602.0,5.0,2026-08-18,2026-08-19
500566,6023,30967,23.0,26.0,2026-08-18,2026-08-19
500567,6105,31383,146.0,52.61587436332768,2026-08-18,2026-08-19
500568,6029,31086,695.0,54.0,2026-08-18,2026-08-19
500569,6126,30561,96.0,61.0,2026-08-18,2026-08-19
500570,6029,30769,645.0,56.0,2026-08-18,2026-08-19
500571,6026,31384,794.0,71.0,2026-08-18,2026-08-19
500572,6075,30939,8.0,66.0,2026-08-18,2026-08-19
500573,6041,30967,693.0,40.0,2026-08-18,2026-08-19
500574,6133,30095,370.0,49.0,2026-08-18,2026-08-19
500575,6140,30492,145.0,46.0,2026-08-18,2026-08-19
500576,6146,30227,523.0,10.0,2026-08-18,2026-08-19
500577,6080,30323,664.0,69.0,2026-08-18,2026-08-19
500578,6120,30745,74.0,81.0,2026-08-18,2026-08-19
500579,6071,30799,328.0,93.0,2026-08-18,2026-08-19
500580,6077,30163,0.0,89.0,2026-08-18,2026-08-19
500581,6051,31363,724.0,80.0,2026-08-18,2026-08-19
500582,6030,31204,794.0,98.0,2026-08-18,2026-08-19
500583,6148,30265,250.0,73.0,2026-08-18,2026-08-19
500584,6048,30306,492.0,69.0,2026-08-18,2026-08-19
500585,6103,31129,327.0,49.0,2026-08-18,2026-08-19
500586,6072,31346,328.0,89.0,2026-08-18,2026-08-19
500587,6137,30934,315.0,36.0,2026-08-18,2026-08-19
500588,6060,31417,265.0,12.0,2026-08-18,2026-08-19
500589,6036,31360,261.0,58.0,2026-08-18,2026-08-19
500590,6016,30118,178.0,52.61587436332768,2026-08-18,2026-08-19
500591,6111,30541,221.0,76.0,2026-08-18,2026-08-19
500592,6111,31279,0.0,31.0,2026-08-18,2026-08-19
500593,6127,30548,396.0,24.0,2026-08-18,2026-08-19
500594,6107,30937,692.0,97.0,2026-08-18,2026-08-19
500595,6040,30447,450.0,91.0,2026-08-18,2026-08-19
500596,6140,30160,609.0,28.0,2026-08-18,2026-08-19
500597,6010,30216,0.0,31.0,2026-08-18,2026-08-19
500598,6006,30871,239.0,13.0,2026-08-18,2026-08-19
500599,6025,30509,497.0,30.0,2026-08-18,2026-08-19
500600,6133,30088,307.0,34.0,2026-08-18,2026-08-19
500601,6074,30207,298.0,24.0,2026-08-18,2026-08-19
500602,6070,31032,304.0,82.0,2026-08-18,2026-08-19
500603,6083,30864,700.0,23.0,2026-08-18,2026-08-19
500604,6132,30664,99.0,81.0,2026-08-18,2026-08-19
500605,6047,30994,0.0,52.61587436332768,2026-08-18,2026-08-19
500606,6052,30390,305.0,55.0,2026-08-18,2026-08-19
500607,6129,30489,245.0,71.0,2026-08-18,2026-08-19
500608,6034,31407,0.0,52.0,2026-08-18,2026-08-19
500609,6078,30633,320.0,34.0,2026-08-18,2026-08-19
500610,6097,31015,250.0,65.0,2026-08-18,2026-08-19
500611,6016,30100,180.0,13.0,2026-08-18,2026-08-19
500612,6127,30010,352.0,75.0,2026-08-18,2026-08-19
500613,6125,30027,569.0,58.0,2026-08-18,2026-08-19
500614,6043,31477,495.0,11.0,2026-08-18,2026-08-19
500615,6126,30826,170.0,14.0,2026-08-18,2026-08-19
500616,6112,31257,796.0,58.0,2026-08-18,2026-08-19
500617,6127,30490,454.0,8.0,2026-08-18,2026-08-19
500618,6080,30433,665.0,13.0,2026-08-18,2026-08-19
500619,6060,31360,39.0,83.0,2026-08-18,2026-08-19
500620,6084,30976,293.0,18.0,2026-08-18,2026-08-19
500621,6045,30949,443.0,35.0,2026-08-18,2026-08-19
500622,6148,30558,725.0,32.0,2026-08-18,2026-08-19
500623,6015,30408,0.0,59.0,2026-08-18,2026-08-19
500624,6018,30033,649.0,40.0,2026-08-18,2026-08-19
500625,6066,31445,115.0,31.0,2026-08-18,2026-08-19
500626,6040,30214,10.0,93.0,2026-08-18,2026-08-19
500627,6146,30618,9.0,42.0,2026-08-18,2026-08-19
500628,6146,31489,99.0,64.0,2026-08-18,2026-08-19
500629,6056,30311,267.0,11.0,2026-08-18,2026-08-19
500630,6115,30051,190.0,54.0,2026-08-18,2026-08-19
500631,6093,30806,179.0,99.0,2026-08-18,2026-08-19
500632,6084,30480,216.0,87.0,2026-08-18,2026-08-19
500633,6099,30237,129.0,71.0,2026-08-18,2026-08-19
500634,6105,30604,230.0,37.0,2026-08-18,2026-08-19
500635,6146,30067,171.0,52.61587436332768,2026-08-18,2026-08-19
500636,6044,30718,394.0,79.0,2026-08-18,2026-08-19
500637,6006,31336,130.0,64.0,2026-08-18,2026-08-19
500638,6051,31401,141.0,75.0,2026-08-18,2026-08-19
500639,6054,31144,325.0,52.61587436332768,2026-08-18,2026-08-19
500640,6057,31286,752.0,98.0,2026-08-18,2026-08-19
500641,6046,30996,650.0,35.0,2026-08-18,2026-08-19
500642,6114,30728,167.0,46.0,2026-08-18,2026-08-19
500643,6017,31007,519.0,15.0,2026-08-18,2026-08-19
500644,6032,30485,553.0,27.0,2026-08-18,2026-08-19
500645,6093,31096,793.0,100.0,2026-08-18,2026-08-19
500646,6120,31471,508.0,24.0,2026-08-18,2026-08-19
500647,6103,30905,775.0,85.0,2026-08-18,2026-08-19
500648,6138,30481,45.0,52.61587436332768,2026-08-18,2026-08-19
500649,6023,30994,300.0,13.0,2026-08-18,2026-08-19
500650,6086,31136,244.0,95.0,2026-08-18,2026-08-19
500651,6069,30794,91.0,77.0,2026-08-18,2026-08-19
500652,6083,30855,640.0,20.0,2026-08-18,2026-08-19
500653,6091,30291,0.0,100.0,2026-08-18,2026-08-19
500654,6102,30151,450.0,92.0,2026-08-18,2026-08-19
500655,6133,30320,24.0,54.0,2026-08-18,2026-08-19
500656,6143,30648,322.0,91.0,2026-08-18,2026-08-19
500657,6030,30058,671.0,35.0,2026-08-18,2026-08-19
500658,6014,30110,559.0,89.0,2026-08-18,2026-08-19
500659,6089,30445,780.0,87.0,2026-08-18,2026-08-19
500660,6010,30178,384.0,63.0,2026-08-18,2026-08-19
500661,6120,30893,0.0,32.0,2026-08-18,2026-08-19
500662,6129,31265,76.0,89.0,2026-08-18,2026-08-19
500663,6115,30488,342.0,37.0,2026-08-18,2026-08-19
500664,6072,31165,592.0,66.0,2026-08-18,2026-08-19
500665,6121,30721,231.0,30.0,2026-08-18,2026-08-19
500666,6025,30190,409.0,96.0,2026-08-18,2026-08-19
500667,6108,30873,536.0,30.0,2026-08-18,2026-08-19
500668,6076,31142,211.0,61.0,2026-08-18,2026-08-19
500669,6116,30565,377.0,19.0,2026-08-18,2026-08-19
500670,6098,30660,775.0,8.0,2026-08-18,2026-08-19
500671,6037,31327,680.0,92.0,2026-08-18,2026-08-19
500672,6067,30180,655.0,18.0,2026-08-18,2026-08-19
500673,6109,30086,212.0,68.0,2026-08-18,2026-08-19
500674,6010,31368,478.0,43.0,2026-08-18,2026-08-19
500675,6004,30071,153.0,64.0,2026-08-18,2026-08-19
500676,6126,30570,129.0,54.0,2026-08-18,2026-08-19
500677,6092,31225,560.0,48.0,2026-08-18,2026-08-19
500678,6132,30356,409.0,57.0,2026-08-18,2026-08-19
500679,6084,31410,67.0,85.0,2026-08-18,2026-08-19
500680,6036,31476,301.0,99.0,2026-08-18,2026-08-19
500681,6145,31025,791.0,81.0,2026-08-18,2026-08-19
500682,6074,30034,327.0,6.0,2026-08-18,2026-08-19
500683,6031,31003,168.0,46.0,2026-08-18,2026-08-19
500684,6033,30221,18.0,9.0,2026-08-18,2026-08-19
500685,6065,31001,248.0,40.0,2026-08-18,2026-08-19
500686,6144,30648,498.0,12.0,2026-08-18,2026-08-19
500687,6138,30342,520.0,83.0,2026-08-18,2026-08-19
500688,6147,30803,708.0,82.0,2026-08-18,2026-08-19
500689,6094,30466,287.0,37.0,2026-08-18,2026-08-19
500690,6055,30821,685.0,7.0,2026-08-18,2026-08-19
500691,6088,31370,770.0,66.0,2026-08-18,2026-08-19
500692,6069,30525,460.0,19.0,2026-08-18,2026-08-19
500693,6037,30308,305.0,70.0,2026-08-18,2026-08-19
500694,6104,30483,383.0,38.0,2026-08-18,2026-08-19
500695,6123,30319,294.0,55.0,2026-08-18,2026-08-19
500696,6048,31113,0.0,67.0,2026-08-18,2026-08-19
500697,6040,30646,121.0,79.0,2026-08-18,2026-08-19
500698,6044,30052,378.0,37.0,2026-08-18,2026-08-19
500699,6105,30817,340.0,81.0,2026-08-18,2026-08-19
500700,6008,30438,616.0,25.0,2026-08-18,2026-08-19
500701,6107,31092,513.0,12.0,2026-08-18,2026-08-19
500702,6079,30592,714.0,25.0,2026-08-18,2026-08-19
500703,6105,30846,124.0,52.61587436332768,2026-08-18,2026-08-19
500704,6062,31146,589.0,55.0,2026-08-18,2026-08-19
500705,6107,31114,261.0,87.0,2026-08-18,2026-08-19
500706,6054,30293,0.0,52.61587436332768,2026-08-18,2026-08-19
500707,6017,30419,448.0,75.0,2026-08-18,2026-08-19
500708,6026,30484,335.0,63.0,2026-08-18,2026-08-19
500709,6068,30851,42.0,37.0,2026-08-18,2026-08-19
500710,6072,30425,90.0,41.0,2026-08-18,2026-08-19
500711,6028,30986,246.0,66.0,2026-08-18,2026-08-19
500712,6091,30574,120.0,74.0,2026-08-18,2026-08-19
500713,6090,30385,138.0,27.0,2026-08-18,2026-08-19
500714,6037,30284,614.0,18.0,2026-08-18,2026-08-19
500715,6057,30647,49.0,95.0,2026-08-18,2026-08-19
500716,6124,31047,121.0,59.0,2026-08-18,2026-08-19
500717,6017,30595,685.0,28.0,2026-08-18,2026-08-19
500718,6115,30061,423.0,37.0,2026-08-18,2026-08-19
500719,6015,31500,736.0,15.0,2026-08-18,2026-08-19
500720,6058,30627,0.0,89.0,2026-08-18,2026-08-19
500721,6116,30549,19.0,94.0,2026-08-18,2026-08-19
500722,6023,30884,414.0,69.0,2026-08-18,2026-08-19
500723,6120,30900,320.0,51.0,2026-08-18,2026-08-19
500724,6094,30459,761.0,30.0,2026-08-18,2026-08-19
500725,6002,30995,329.0,9.0,2026-08-18,2026-08-19
500726,6107,31325,73.0,72.0,2026-08-18,2026-08-19
500727,6099,30520,482.0,91.0,2026-08-18,2026-08-19
500728,6142,31405,565.0,100.0,2026-08-18,2026-08-19
500729,6085,30347,544.0,47.0,2026-08-18,2026-08-19
500730,6038,30752,635.0,80.0,2026-08-18,2026-08-19
500731,6091,31104,26.0,31.0,2026-08-18,2026-08-19
500732,6026,30710,408.0,45.0,2026-08-18,2026-08-19
500733,6037,30642,281.0,37.0,2026-08-18,2026-08-19
500734,6027,30970,290.0,39.0,2026-08-18,2026-08-19
500735,6097,31090,84.0,61.0,2026-08-18,2026-08-19
500736,6020,30839,392.0,72.0,2026-08-18,2026-08-19
500737,6054,31093,220.0,61.0,2026-08-18,2026-08-19
500738,6084,30042,526.0,40.0,2026-08-18,2026-08-19
500739,6006,30570,357.0,68.0,2026-08-18,2026-08-19
500740,6038,30398,409.0,12.0,2026-08-18,2026-08-19
500741,6087,30294,127.0,34.0,2026-08-18,2026-08-19
500742,6129,30570,352.0,82.0,2026-08-18,2026-08-19
500743,6002,31053,525.0,69.0,2026-08-18,2026-08-19
500744,6066,31140,646.0,38.0,2026-08-18,2026-08-19
500745,6103,30629,394.0,38.0,2026-08-18,2026-08-19
500746,6014,30316,462.0,38.0,2026-08-18,2026-08-19
500747,6110,30296,226.0,63.0,2026-08-18,2026-08-19
500748,6116,31206,161.0,48.0,2026-08-18,2026-08-19
500749,6088,30252,605.0,44.0,2026-08-18,2026-08-19
500750,6043,30133,412.0,44.0,2026-08-18,2026-08-19
500751,6079,30247,326.0,70.0,2026-08-18,2026-08-19
500752,6119,31395,40.0,52.61587436332768,2026-08-18,2026-08-19
500753,6005,30649,523.0,85.0,2026-08-18,2026-08-19
500754,6053,31274,422.0,35.0,2026-08-18,2026-08-19
500755,6087,30666,774.0,56.0,2026-08-18,2026-08-19
500756,6018,30288,413.0,52.61587436332768,2026-08-18,2026-08-19
500757,6100,30338,81.0,10.0,2026-08-18,2026-08-19
500758,6134,30244,253.0,25.0,2026-08-18,2026-08-19
500759,6145,30750,495.0,66.0,2026-08-18,2026-08-19
500760,6144,30414,81.0,46.0,2026-08-18,2026-08-19
500761,6149,30039,778.0,88.0,2026-08-18,2026-08-19
500762,6092,31499,725.0,99.0,2026-08-18,2026-08-19
500763,6075,30816,0.0,78.0,2026-08-18,2026-08-19
500764,6052,30643,172.0,36.0,2026-08-18,2026-08-19
500765,6029,30227,367.0,56.0,2026-08-18,2026-08-19
500766,6083,30004,380.0,88.0,2026-08-18,2026-08-19
500767,6150,30488,36.0,73.0,2026-08-18,2026-08-19
500768,6022,31250,165.0,42.0,2026-08-18,2026-08-19
500769,6041,30486,467.0,58.0,2026-08-18,2026-08-19
500770,6039,30354,62.0,47.0,2026-08-18,2026-08-19
500771,6136,31027,422.0,79.0,2026-08-18,2026-08-19
500772,6147,30310,242.0,13.0,2026-08-18,2026-08-19
500773,6098,31492,0.0,33.0,2026-08-18,2026-08-19
500774,6018,31392,769.0,79.0,2026-08-18,2026-08-19
500775,6081,30715,274.0,48.0,2026-08-18,2026-08-19
500776,6015,30277,207.0,43.0,2026-08-18,2026-08-19
500777,6075,30546,26.0,23.0,2026-08-18,2026-08-19
500778,6081,30312,379.0,93.0,2026-08-18,2026-08-19
500779,6082,31018,391.0,71.0,2026-08-18,2026-08-19
500780,6004,30088,715.0,9.0,2026-08-18,2026-08-19
500781,6006,30956,371.0,52.0,2026-08-18,2026-08-19
500782,6143,30604,107.0,57.0,2026-08-18,2026-08-19
500783,6143,30085,395.0,10.0,2026-08-18,2026-08-19
500784,6112,30449,366.0,65.0,2026-08-18,2026-08-19
500785,6062,30009,126.0,52.61587436332768,2026-08-18,2026-08-19
500786,6075,31370,631.0,17.0,2026-08-18,2026-08-19
500787,6078,30309,404.0,52.61587436332768,2026-08-18,2026-08-19
500788,6040,30130,96.0,90.0,2026-08-18,2026-08-19
500789,6136,30293,118.0,55.0,2026-08-18,2026-08-19
500790,6100,30866,753.0,25.0,2026-08-18,2026-08-19
500791,6063,30456,475.0,61.0,2026-08-18,2026-08-19
500792,6020,30689,0.0,35.0,2026-08-18,2026-08-19
500793,6024,30359,340.0,87.0,2026-08-18,2026-08-19
500794,6148,30706,100.0,56.0,2026-08-18,2026-08-19
500795,6032,31298,0.0,41.0,2026-08-18,2026-08-19
500796,6139,30549,0.0,99.0,2026-08-18,2026-08-19
500797,6094,31469,239.0,58.0,2026-08-18,2026-08-19
500798,6074,31332,273.0,9.0,2026-08-18,2026-08-19
500799,6022,31387,9.0,96.0,2026-08-18,2026-08-19
500800,6034,31151,719.0,79.0,2026-08-18,2026-08-19
500801,6092,30621,465.0,82.0,2026-08-18,2026-08-19
500802,6146,31234,629.0,42.0,2026-08-18,2026-08-19
500803,6138,30528,425.0,17.0,2026-08-18,2026-08-19
500804,6047,30762,441.0,57.0,2026-08-18,2026-08-19
500805,6129,30843,783.0,66.0,2026-08-18,2026-08-19
500806,6058,30867,547.0,69.0,2026-08-18,2026-08-19
500807,6027,30980,254.0,18.0,2026-08-18,2026-08-19
500808,6099,30774,75.0,84.0,2026-08-18,2026-08-19
500809,6079,31012,484.0,62.0,2026-08-18,2026-08-19
500810,6143,30195,382.0,7.0,2026-08-18,2026-08-19
500811,6077,30600,736.0,8.0,2026-08-18,2026-08-19
500812,6056,30122,346.0,52.61587436332768,2026-08-18,2026-08-19
500813,6125,30619,215.0,36.0,2026-08-18,2026-08-19
500814,6082,31496,48.0,53.0,2026-08-18,2026-08-19
500815,6035,30485,447.0,44.0,2026-08-18,2026-08-19
500816,6063,30064,393.0,37.0,2026-08-18,2026-08-19
500817,6147,31373,188.0,67.0,2026-08-18,2026-08-19
500818,6068,31355,442.0,60.0,2026-08-18,2026-08-19
500819,6027,31432,16.0,52.61587436332768,2026-08-18,2026-08-19
500820,6118,30873,259.0,77.0,2026-08-18,2026-08-19
500821,6002,31337,402.0,67.0,2026-08-18,2026-08-19
500822,6110,30654,155.0,73.0,2026-08-18,2026-08-19
500823,6057,30075,113.0,19.0,2026-08-18,2026-08-19
500824,6145,30307,473.0,71.0,2026-08-18,2026-08-19
500825,6008,30698,169.0,11.0,2026-08-18,2026-08-19
500826,6014,30528,98.0,49.0,2026-08-18,2026-08-19
500827,6050,30363,53.0,98.0,2026-08-18,2026-08-19
500828,6066,30909,201.0,35.0,2026-08-18,2026-08-19
500829,6107,30662,87.0,38.0,2026-08-18,2026-08-19
500830,6140,30310,242.0,50.0,2026-08-18,2026-08-19
500831,6071,30284,88.0,77.0,2026-08-18,2026-08-19
500832,6041,30499,514.0,38.0,2026-08-18,2026-08-19
500833,6002,30314,374.0,76.0,2026-08-18,2026-08-19
500834,6061,30077,216.0,60.0,2026-08-18,2026-08-19
500835,6055,31224,0.0,7.0,2026-08-18,2026-08-19
500836,6015,31439,573.0,75.0,2026-08-18,2026-08-19
500837,6126,30643,484.0,58.0,2026-08-18,2026-08-19
500838,6132,31337,274.0,59.0,2026-08-18,2026-08-19
500839,6150,30861,320.0,68.0,2026-08-18,2026-08-19
500840,6066,30364,384.0,66.0,2026-08-18,2026-08-19
500841,6062,30157,23.0,25.0,2026-08-18,2026-08-19
500842,6084,31391,291.0,12.0,2026-08-18,2026-08-19
500843,6146,30413,477.0,57.0,2026-08-18,2026-08-19
500844,6016,30242,84.0,74.0,2026-08-18,2026-08-19
500845,6139,30362,751.0,17.0,2026-08-18,2026-08-19
500846,6039,30153,210.0,42.0,2026-08-18,2026-08-19
500847,6057,30291,442.0,16.0,2026-08-18,2026-08-19
500848,6019,30097,523.0,23.0,2026-08-18,2026-08-19
500849,6131,30841,573.0,63.0,2026-08-18,2026-08-19
500850,6070,30950,419.0,52.61587436332768,2026-08-18,2026-08-19
500851,6062,30558,175.0,41.0,2026-08-18,2026-08-19
500852,6130,30125,350.0,24.0,2026-08-18,2026-08-19
500853,6096,30887,183.0,60.0,2026-08-18,2026-08-19
500854,6130,30446,467.0,18.0,2026-08-18,2026-08-19
500855,6070,31424,203.0,52.61587436332768,2026-08-18,2026-08-19
500856,6008,30494,147.0,88.0,2026-08-18,2026-08-19
500857,6135,30819,215.0,51.0,2026-08-18,2026-08-19
500858,6090,31176,592.0,76.0,2026-08-18,2026-08-19
500859,6117,30874,797.0,30.0,2026-08-18,2026-08-19
500860,6094,30058,403.0,36.0,2026-08-18,2026-08-19
500861,6013,30476,395.0,35.0,2026-08-18,2026-08-19
500862,6027,31256,614.0,46.0,2026-08-18,2026-08-19
500863,6113,30678,419.0,94.0,2026-08-18,2026-08-19
500864,6037,30423,566.0,52.61587436332768,2026-08-18,2026-08-19
500865,6123,31046,629.0,61.0,2026-08-18,2026-08-19
500866,6002,30734,528.0,78.0,2026-08-18,2026-08-19
500867,6033,30475,573.0,17.0,2026-08-18,2026-08-19
500868,6123,30224,313.0,96.0,2026-08-18,2026-08-19
500869,6105,30970,322.0,58.0,2026-08-18,2026-08-19
500870,6012,30772,195.0,20.0,2026-08-18,2026-08-19
500871,6015,30304,220.0,47.0,2026-08-18,2026-08-19
500872,6045,30783,578.0,61.0,2026-08-18,2026-08-19
500873,6054,31229,198.0,79.0,2026-08-18,2026-08-19
500874,6076,31264,716.0,73.0,2026-08-18,2026-08-19
500875,6108,30337,306.0,56.0,2026-08-18,2026-08-19
500876,6142,30675,538.0,53.0,2026-08-18,2026-08-19
500877,6121,30556,637.0,27.0,2026-08-18,2026-08-19
500878,6037,31305,81.0,88.0,2026-08-18,2026-08-19
500879,6002,30192,615.0,18.0,2026-08-18,2026-08-19
500880,6136,30600,391.0,99.0,2026-08-18,2026-08-19
500881,6104,30418,624.0,60.0,2026-08-18,2026-08-19
500882,6056,31415,748.0,27.0,2026-08-18,2026-08-19
500883,6069,30726,94.0,35.0,2026-08-18,2026-08-19
500884,6052,31077,279.0,96.0,2026-08-18,2026-08-19
500885,6105,30230,758.0,89.0,2026-08-18,2026-08-19
500886,6066,31225,270.0,52.61587436332768,2026-08-18,2026-08-19
500887,6125,31396,175.0,72.0,2026-08-18,2026-08-19
500888,6046,30834,0.0,33.0,2026-08-18,2026-08-19
500889,6058,30186,419.0,31.0,2026-08-18,2026-08-19
500890,6142,30441,485.0,29.0,2026-08-18,2026-08-19
500891,6092,30121,523.0,96.0,2026-08-18,2026-08-19
500892,6083,30611,699.0,87.0,2026-08-18,2026-08-19
500893,6068,30045,226.0,43.0,2026-08-18,2026-08-19
