order_item_id,order_id,product_id,quantity,item_price_inr,line_total_inr
904188,7004755,30642,12.0,256.65,3079.83
904189,7001140,31223,12.0,205.82,2469.84
904190,7005788,31030,5.0,618.4,3092.0
904191,7010167,30265,11.0,185.3,2038.3
904192,7009330,30131,1.0,385.78,385.78
904193,7013899,31135,11.0,362.39,3986.29
904194,7012052,30269,2.0,38.68,77.36
904195,7008491,31176,9.0,759.77,6837.93
904196,7000252,30607,1.0,805.43,805.43
904197,7002651,31437,9.0,309.59,2786.31
904198,7006805,30054,9.0,1032.64,9293.76
904199,7014411,30338,7.0,635.95,4451.65
904200,7005483,31348,8.0,1016.82,8134.56
904201,7008907,31005,11.0,482.3,5305.3
904202,7006246,30047,3.0,168.75,506.25
904203,7007152,30746,8.0,977.03,7816.24
904204,7003374,31124,3.0,1113.38,3340.14
904205,7005407,30213,6.0,623.0,3738.0
904206,7001564,31062,8.0,845.72,6765.76
904207,7001098,31195,9.0,216.23,1946.07
904208,7014770,31142,1.0,1031.02,1031.02
904209,7005876,31025,5.0,1015.67,5078.35
904210,7007586,30039,5.0,240.97,1204.85
904211,7006937,31183,8.0,717.78,5742.24
904212,7007024,30754,9.0,976.06,8784.54
904213,7002810,30343,9.0,1075.77,9681.93
904214,7003718,31027,10.0,260.19,2601.9
904215,7008834,31452,6.0,1149.97,6899.82
904216,7005903,30294,8.0,506.58,4052.64
904217,7003272,31471,10.0,667.54,6675.45
904218,7000807,30270,12.0,350.84,4210.08
904219,7009230,31497,1.0,109.33,109.33
904220,7013695,30325,1.0,620.75,620.75
904221,7013787,30748,2.0,994.52,1989.04
904222,7009120,30192,5.0,702.38,3511.9
904223,7009263,30612,8.0,221.87,1774.96
904224,7002435,30836,8.0,217.2,1737.6
904225,7003674,30515,3.0,410.06,1230.16
904226,7012028,30454,10.0,421.05,4210.5
904227,7011817,30650,5.0,623.02,3115.1
904228,7014908,30197,3.0,967.46,2902.38
904229,7001843,31031,3.0,223.34,670.02
904230,7001836,30820,3.0,207.83,623.49
904231,7008747,30183,10.0,1157.12,11571.2
904232,7009649,31468,12.0,36.55,438.6
904233,7010388,30660,9.0,427.04,3843.36
904234,7000839,31136,11.0,648.22,7130.42
904235,7010875,30745,10.0,813.6,8136.0
904236,7005258,31335,10.0,814.77,8147.7
904237,7006283,30601,5.0,312.0,1560.0
904238,7012416,30339,3.0,47.64,142.92
904239,7012390,30397,6.0,486.53,2919.18
904240,7008526,30583,11.0,847.34,9320.74
904241,7012655,30540,1.0,966.83,966.83
904242,7001140,30328,4.0,224.25,897.0
904243,7012562,31336,8.0,190.36,1522.88
904244,7012701,31325,2.0,99.96,199.92
904245,7001381,31361,7.0,168.91,1182.37
904246,7009925,30141,4.0,621.44,2485.76
904247,7010208,31094,11.0,346.57,3812.27
904248,7011889,30129,8.0,316.45,2531.6
904249,7007876,31385,10.0,885.87,8858.7
904250,7007914,30827,10.0,512.23,5122.3
904251,7008663,31117,4.0,553.35,2213.4
904252,7010811,30878,9.0,646.32,5816.88
904253,7006830,31332,8.0,412.28,3298.24
904254,7005986,31227,5.0,634.63,3173.15
904255,7007294,30221,8.0,430.53,3444.24
904256,7009051,31013,11.0,566.29,6229.14
904257,7009667,30206,1.0,1065.89,1065.89
904258,7007254,30654,9.0,471.72,4245.48
904259,7006229,30595,12.0,411.6,4939.2
904260,7008702,30439,12.0,655.59,7867.08
904261,7005685,30379,9.0,42.81,385.29
904262,7014883,30919,1.0,458.97,458.97
904263,7012577,30864,3.0,685.31,2055.93
904264,7005751,30177,10.0,575.09,5750.9
904265,7009786,31481,9.0,1188.89,10700.01
904266,7007215,30501,11.0,971.81,10689.91
904267,7003668,30323,11.0,184.02,2024.22
904268,7014946,30894,10.0,199.24,1992.4
904269,7008611,30832,11.0,453.59,4989.49
904270,7002193,30839,2.0,710.51,1421.02
904271,7014800,30163,1.0,516.5,516.5
904272,7001913,30949,7.0,470.27,3291.88
904273,7008888,30120,4.0,48.17,192.68
904274,7006549,31026,6.0,442.7,2656.2
904275,7005480,30847,7.0,801.48,5610.36
904276,7009286,30823,9.0,867.97,7811.73
904277,7005564,31087,2.0,1199.23,2398.46
904278,7009876,30511,12.0,610.42,7325.04
904279,7008484,30574,12.0,166.44,1997.28
904280,7001245,30217,10.0,244.55,2445.5
904281,7009002,31003,8.0,789.26,6314.08
904282,7010909,31149,6.0,881.71,5290.26
904283,7001318,31333,12.0,982.79,11793.48
904284,7008890,30453,10.0,252.3,2523.0
904285,7002308,31348,4.0,493.73,1974.92
904286,7014741,31403,8.0,1126.74,9013.92
904287,7008341,30137,5.0,489.89,2449.45
904288,7011352,30588,7.0,994.21,6959.47
904289,7001027,30246,4.0,334.47,1337.88
904290,7002863,31325,5.0,703.62,3518.1
904291,7001131,31136,8.0,65.09,520.72
904292,7009111,31371,11.0,62.63,688.93
904293,7000879,30717,5.0,463.16,2315.8
904294,7001429,31304,4.0,791.48,3165.92
904295,7011600,30740,1.0,1044.51,1044.51
904296,7000491,31373,1.0,355.7,355.7
904297,7002071,30940,10.0,258.59,2585.9
904298,7004358,30618,8.0,353.02,2824.16
904299,7004540,30166,4.0,1190.77,4763.08
904300,7007533,30510,8.0,730.97,5847.76
904301,7006211,30228,2.0,420.13,840.26
904302,7009589,30386,2.0,1098.11,2196.22
904303,7005923,31071,11.0,568.47,6253.17
904304,7006068,30499,3.0,905.67,2717.01
904305,7003822,31292,7.0,45.68,319.76
904306,7000664,30203,6.0,901.81,5410.86
904307,7011218,31067,1.0,905.87,905.87
904308,7003669,30954,3.0,1126.85,3380.55
904309,7003634,30805,5.0,283.53,1417.65
904310,7006704,30647,4.0,1163.58,4654.32
904311,7004240,30211,5.0,252.62,1263.1
904312,7004709,31211,2.0,1177.18,2354.36
904313,7007134,30222,2.0,899.66,1799.32
904314,7009539,30142,10.0,552.57,5525.7
904315,7009063,31487,5.0,348.18,1740.9
904316,7000620,31089,10.0,916.49,9164.9
904317,7010804,31419,1.0,444.27,444.27
904318,7008140,30038,11.0,482.2,5304.2
904319,7012966,31291,1.0,233.56,233.56
904320,7001196,31434,9.0,821.34,7392.06
904321,7000027,31067,10.0,850.79,8507.9
904322,7000508,30075,1.0,642.93,642.93
904323,7011913,31024,5.0,293.09,1465.45
904324,7001192,30484,3.0,907.08,2721.24
904325,7007083,30366,10.0,759.04,7590.4
904326,7012722,30878,6.0,597.32,3583.92
904327,7002857,31101,4.0,929.31,3717.24
904328,7000374,31199,12.0,1018.9,12226.8
904329,7014771,31130,4.0,75.25,301.0
904330,7005943,30389,3.0,700.5,2101.5
904331,7012455,31390,9.0,853.39,7680.51
904332,7009429,31418,6.0,405.59,2433.54
904333,7003203,30457,11.0,757.78,8335.58
904334,7008229,30353,3.0,623.97,1871.91
904335,7005236,30646,10.0,960.15,9601.5
904336,7009814,30048,10.0,209.19,2091.9
904337,7004738,30851,6.0,876.43,5258.58
904338,7010205,30147,3.0,251.22,753.66
904339,7000232,31295,8.0,599.57,4796.56
904340,7000927,30258,7.0,108.53,759.71
904341,7011118,30665,12.0,363.49,4361.88
904342,7011104,30124,5.0,612.75,3063.75
904343,7013185,30362,1.0,792.42,792.42
904344,7013530,30018,11.0,915.24,10067.64
904345,7010019,30495,2.0,234.23,468.46
904346,7014469,31402,4.0,1035.38,4141.52
904347,7001963,31377,6.0,576.82,3460.92
904348,7011662,30379,8.0,462.95,3703.6
904349,7001129,30182,8.0,1080.33,8642.64
904350,7007618,30651,5.0,1085.61,5428.05
904351,7014425,30634,6.0,1180.01,7080.06
904352,7009524,30626,11.0,1068.04,11748.44
904353,7006886,30908,2.0,1194.94,2389.88
904354,7011734,31005,2.0,399.01,798.02
904355,7010904,30643,11.0,1016.04,11176.44
904356,7013790,30125,12.0,445.37,5344.44
904357,7010967,30328,5.0,942.26,4711.3
904358,7004327,31488,6.0,234.19,1405.14
904359,7008989,30283,9.0,251.52,2263.68
904360,7011762,30713,12.0,234.13,2809.56
904361,7006321,31187,4.0,859.92,3439.68
904362,7007206,30223,11.0,90.23,992.53
904363,7011102,31329,2.0,177.99,355.98
904364,7000665,30452,2.0,825.96,1651.92
904365,7013526,30394,12.0,1173.0,14076.0
904366,7001204,31072,1.0,547.71,547.71
904367,7007322,31434,10.0,789.34,7893.4
904368,7000703,30592,3.0,106.54,319.62
904369,7001842,30866,2.0,915.47,1830.94
904370,7004300,31234,3.0,808.76,2426.28
904371,7000073,31185,6.0,524.74,3148.44
904372,7008759,30441,6.0,895.6,5373.6
904373,7004123,30624,10.0,987.03,9870.3
904374,7000094,31413,12.0,716.6,8599.2
904375,7001957,30713,4.0,246.22,984.86
904376,7013780,31312,8.0,247.78,1982.24
904377,7001389,30872,4.0,859.23,3436.92
904378,7003211,30501,6.0,437.7,2626.2
904379,7001186,30132,7.0,386.94,2708.58
904380,7011522,30635,5.0,852.19,4260.95
904381,7008250,31216,10.0,473.04,4730.4
904382,7001555,31425,3.0,681.29,2043.87
904383,7010965,30009,11.0,191.35,2104.85
904384,7010908,30975,4.0,699.75,2799.0
904385,7006476,31287,3.0,88.54,265.62
904386,7003376,31375,1.0,1161.46,1161.46
904387,7003191,31118,12.0,288.34,3460.08
904388,7014086,31469,9.0,165.49,1489.41
904389,7012689,30424,11.0,1066.84,11735.24
904390,7007318,30598,4.0,1191.31,4765.24
904391,7004997,30092,10.0,334.73,3347.3
904392,7013839,30331,9.0,115.35,1038.15
904393,7010226,30817,8.0,492.22,3937.76
904394,7006262,30092,8.0,949.41,7595.28
904395,7012913,30056,6.0,60.45,362.7
904396,7004882,30494,3.0,485.17,1455.51
904397,7009077,31314,1.0,292.88,292.88
904398,7013270,30224,2.0,712.15,1424.3
904399,7009030,31154,5.0,120.55,602.75
904400,7004160,30092,1.0,827.32,827.32
904401,7010757,31086,12.0,272.9,3274.8
904402,7006520,30383,4.0,688.75,2755.0
904403,7006700,30286,9.0,298.06,2682.54
904404,7004898,30968,1.0,16.62,16.62
904405,7006422,31480,4.0,568.99,2275.96
904406,7000330,30394,12.0,144.9,1738.8
904407,7006277,30326,12.0,1179.64,14155.68
904408,7008712,31097,8.0,1098.83,8790.64
904409,7005267,30259,7.0,457.06,3199.42
904410,7009029,30321,8.0,1010.49,8083.92
904411,7004540,30093,1.0,679.0,679.0
904412,7013156,30129,6.0,1080.92,6485.52
904413,7000646,30129,9.0,990.28,8912.52
904414,7012895,30386,8.0,55.07,440.56
904415,7006256,30026,6.0,664.69,3988.14
904416,7001089,30566,6.0,1147.63,6885.78
904417,7011071,31356,2.0,1165.63,2331.26
904418,7011281,30589,10.0,115.5,1155.0
904419,7014031,30040,10.0,342.4,3424.0
904420,7008568,30636,2.0,40.06,80.12
904421,7009256,30599,8.0,552.81,4422.48
904422,7014931,30349,7.0,735.35,5147.45
904423,7008603,30844,5.0,684.54,3422.7
904424,7001670,31351,6.0,118.29,709.74
904425,7005633,31025,7.0,34.37,240.59
904426,7009072,31352,5.0,993.12,4965.6
904427,7001231,31280,9.0,579.77,5217.93
904428,7006979,30555,1.0,1008.64,1008.64
904429,7013721,30902,1.0,465.97,465.97
904430,7014611,30804,8.0,62.63,501.04
904431,7012540,31139,12.0,782.39,9388.68
904432,7010066,30647,10.0,473.66,4736.6
904433,7004695,30503,5.0,164.16,820.8
904434,7000785,31072,9.0,66.6,599.4
904435,7014251,31241,1.0,35.12,35.12
904436,7013164,30351,5.0,435.68,2178.4
904437,7014531,30432,5.0,1170.6,5853.0
904438,7003188,31104,5.0,495.86,2479.3
904439,7012356,30018,9.0,363.69,3273.21
904440,7005256,31456,4.0,377.02,1508.08
904441,7012309,30907,7.0,373.24,2612.68
904442,7006430,30660,10.0,739.66,7396.6
904443,7004916,31481,3.0,977.9,2933.7
904444,7007350,30971,1.0,278.84,278.84
904445,7013876,30028,3.0,246.99,740.97
904446,7012969,31095,4.0,572.76,2291.04
904447,7008783,30715,4.0,651.89,2607.56
904448,7006693,30323,10.0,663.56,6635.6
904449,7007680,30413,9.0,377.95,3401.55
904450,7008497,31387,1.0,555.38,555.38
904451,7003008,30574,8.0,822.67,6581.36
904452,7007808,30819,8.0,731.17,5849.36
904453,7001004,31050,4.0,1133.94,4535.76
904454,7003312,30939,7.0,977.33,6841.31
904455,7012229,31317,5.0,1148.95,5744.75
904456,7007797,30762,3.0,775.77,2327.31
904457,7000879,30263,10.0,1180.4,11804.0
904458,7014026,31224,4.0,1037.02,4148.08
904459,7014968,30676,8.0,725.67,5805.36
904460,7005697,30849,3.0,558.19,1674.57
904461,7004586,30237,3.0,25.78,77.34
904462,7010466,30167,7.0,1002.36,7016.52
904463,7011096,30615,7.0,779.71,5457.97
904464,7000779,31319,9.0,299.25,2693.25
904465,7012652,30395,12.0,455.29,5463.48
904466,7004311,30499,9.0,713.49,6421.41
904467,7010254,30096,8.0,392.53,3140.24
904468,7012467,30837,11.0,926.68,10193.48
904469,7009198,31283,10.0,428.98,4289.8
904470,7009301,30043,10.0,166.32,1663.2
904471,7009574,30891,2.0,479.17,958.34
904472,7005315,30250,2.0,677.54,1355.08
904473,7014027,30406,10.0,74.74,747.4
904474,7004809,30716,12.0,968.01,11616.12
904475,7001099,30046,1.0,335.81,335.81
904476,7007622,30335,8.0,521.22,4169.76
904477,7007120,30924,5.0,822.1,4110.5
904478,7008328,30602,4.0,1057.1,4228.4
904479,7004483,30398,11.0,622.23,6844.53
904480,7002347,30150,2.0,1123.12,2246.24
904481,7000642,30476,9.0,118.73,1068.57
904482,7000574,31023,2.0,604.61,1209.22
904483,7000267,30443,2.0,1118.89,2237.78
904484,7007494,31325,3.0,482.02,1446.06
904485,7006655,31129,6.0,1121.38,6728.28
904486,7012263,31381,4.0,739.43,2957.72
904487,7008128,30389,12.0,253.55,3042.6
904488,7000828,30691,11.0,881.66,9698.26
904489,7013628,30951,1.0,533.28,533.28
904490,7009178,30708,1.0,367.87,367.87
904491,7014294,30990,3.0,434.75,1304.25
904492,7010158,30580,4.0,711.0,2844.0
904493,7014109,31083,1.0,556.12,556.12
904494,7011332,30489,9.0,863.34,7770.06
904495,7001096,30600,7.0,657.58,4603.06
904496,7000310,30695,4.0,238.32,953.28
904497,7008530,30526,9.0,802.15,7219.35
904498,7013009,30247,2.0,1643.84,3287.69
904499,7013453,30873,1.0,543.54,543.54
904500,7003936,30999,8.0,250.1,2000.8
904501,7009056,30293,5.0,1069.63,5348.15
904502,7001545,30589,12.0,885.03,10620.36
904503,7001351,30574,10.0,485.64,4856.4
904504,7004353,31373,12.0,639.49,7673.88
904505,7003574,30369,4.0,950.16,3800.64
904506,7007784,31152,1.0,138.44,138.44
904507,7004127,30337,5.0,674.3,3371.5
904508,7004617,30008,11.0,1109.39,12203.29
904509,7001907,31274,7.0,544.5,3811.5
904510,7008923,30062,11.0,1129.13,12420.43
904511,7014056,31380,12.0,939.12,11269.44
904512,7013520,30112,12.0,201.65,2419.8
904513,7002536,31400,4.0,456.57,1826.28
904514,7008624,31070,6.0,454.47,2726.82
904515,7004436,30763,3.0,1011.63,3034.89
904516,7002608,30465,12.0,1183.86,14206.32
904517,7009309,31443,7.0,612.44,4287.08
904518,7006582,30197,8.0,554.01,4432.08
904519,7007628,30641,4.0,106.58,426.32
904520,7011702,31353,2.0,384.83,769.66
904521,7009069,30620,12.0,614.22,7370.64
904522,7012580,30297,4.0,14.41,57.64
904523,7004069,30037,4.0,799.24,3196.96
904524,7005903,31359,9.0,536.99,4832.91
904525,7013976,31182,3.0,23.36,70.08
904526,7009782,31500,5.0,102.35,511.75
904527,7014138,30295,4.0,747.81,2991.24
904528,7004960,31049,1.0,962.5,962.5
904529,7006045,30498,12.0,493.15,5917.8
904530,7001792,30567,9.0,786.3,7076.7
904531,7006158,30189,12.0,79.97,959.64
904532,7001096,30317,10.0,1058.77,10587.7
904533,7011971,31199,3.0,587.87,1763.61
904534,7000106,31007,11.0,92.18,1013.98
904535,7007533,30087,12.0,220.13,2641.56
904536,7011386,30612,12.0,640.24,7682.88
904537,7008903,30210,12.0,134.88,1618.56
904538,7009694,31493,5.0,598.21,2991.05
904539,7009168,31021,8.0,605.63,4845.04
904540,7013287,31136,10.0,172.75,1727.5
904541,7010577,30412,6.0,404.23,2425.38
904542,7009158,30410,12.0,628.77,7545.24
904543,7006932,30307,10.0,853.67,8536.7
904544,7002316,30116,1.0,216.39,216.39
904545,7009860,31058,12.0,33.91,406.92
904546,7001305,31124,8.0,578.08,4624.64
904547,7002167,30769,3.0,1180.31,3540.93
904548,7010280,30124,8.0,776.22,6209.76
904549,7010977,30880,6.0,1195.69,7174.14
904550,7012999,30286,10.0,1161.13,11611.3
904551,7010750,31269,6.0,631.68,3790.08
904552,7014520,31240,6.0,1145.21,6871.26
904553,7010134,30924,4.0,747.45,2989.8
904554,7003604,30946,8.0,829.86,6638.88
904555,7002210,30736,8.0,622.83,4982.64
904556,7008799,30547,2.0,989.92,1979.84
904557,7014693,30148,7.0,258.44,1809.08
904558,7001194,30516,11.0,32.85,361.35
904559,7010176,30106,5.0,425.92,2129.58
904560,7006801,31406,2.0,296.17,592.34
904561,7004446,30732,9.0,357.46,3217.14
904562,7001809,31050,6.0,654.45,3926.7
904563,7003184,30827,3.0,118.91,356.73
904564,7001079,30633,10.0,179.02,1790.2
904565,7013441,31206,9.0,1039.47,9355.23
904566,7001598,31460,9.0,256.91,2312.19
904567,7000025,30126,8.0,50.09,400.72
904568,7005992,30751,6.0,480.14,2880.83
904569,7012196,31306,5.0,423.22,2116.1
904570,7014455,30374,1.0,1036.04,1036.04
904571,7014236,30052,1.0,1193.16,1193.16
904572,7012603,30823,6.0,654.19,3925.14
904573,7010727,31437,7.0,320.84,2245.88
904574,7014586,30966,6.0,341.6,2049.6
904575,7007736,30899,7.0,587.72,4114.04
904576,7002797,30952,12.0,186.46,2237.52
904577,7004264,30464,6.0,615.84,3695.04
904578,7014553,30204,5.0,993.07,4965.35
904579,7014944,30316,12.0,795.68,9548.16
904580,7001287,30556,12.0,406.45,4877.4
904581,7014609,31499,9.0,669.07,6021.63
904582,7002856,30148,12.0,287.94,3455.28
904583,7001158,30496,11.0,161.48,1776.28
904584,7010678,30997,4.0,524.0,2096.0
904585,7007442,30448,9.0,141.39,1272.49
904586,7000726,31447,4.0,440.42,1761.66
904587,7001106,31358,7.0,746.45,5225.15
904588,7001539,30130,7.0,219.67,1537.69
904589,7013811,30534,12.0,70.43,845.16
904590,7006072,31243,4.0,52.86,211.44
904591,7008162,30712,10.0,884.78,8847.8
904592,7003535,31259,5.0,568.6,2843.0
904593,7004797,31172,9.0,595.05,5355.45
904594,7008212,31047,6.0,858.32,5149.92
904595,7002926,30420,12.0,168.14,2017.68
904596,7003810,31273,1.0,755.03,755.03
904597,7007905,30736,10.0,1058.53,10585.3
904598,7008435,30816,5.0,177.67,888.35
904599,7012091,31108,12.0,308.16,3697.92
904600,7005752,31307,8.0,935.82,7486.56
904601,7010809,31417,9.0,677.48,6097.32
904602,7005874,31339,3.0,250.91,752.73
904603,7011785,30220,12.0,636.65,7639.8
904604,7008216,31277,4.0,779.25,3117.0
904605,7005953,30268,1.0,604.99,604.99
904606,7001503,31012,12.0,54.5,654.0
904607,7013564,31401,10.0,633.42,6334.2
904608,7014385,31108,11.0,685.68,7542.48
904609,7002523,30919,3.0,369.44,1108.32
904610,7002760,31386,7.0,266.99,1868.93
904611,7003664,31162,4.0,894.65,3578.6
904612,7012073,30500,7.0,260.58,1824.06
904613,7012095,30772,1.0,340.56,340.56
904614,7005426,31201,6.0,829.76,4978.56
904615,7005755,31120,6.0,1004.96,6029.76
904616,7014707,31247,3.0,1084.51,3253.53
904617,7003456,30629,6.0,1023.79,6142.74
904618,7011700,31329,3.0,460.38,1381.14
904619,7004095,30070,10.0,988.22,9882.2
904620,7014465,30856,3.0,1031.88,3095.64
904621,7001582,30411,2.0,1163.44,2326.88
904622,7001817,31223,7.0,265.32,1857.24
904623,7008645,30794,7.0,867.27,6070.89
904624,7003226,31481,11.0,1146.48,12611.28
904625,7004048,30349,10.0,1129.05,11290.5
904626,7000023,30787,11.0,432.08,4752.88
904627,7011823,30637,7.0,646.08,4522.56
904628,7003616,30976,11.0,563.61,6199.71
904629,7007667,30160,1.0,212.31,212.31
904630,7000895,31306,5.0,428.59,2142.95
904631,7006148,30007,9.0,364.87,3283.83
904632,7009671,31031,1.0,1132.07,1132.07
904633,7004877,30003,7.0,541.18,3788.26
904634,7004719,31124,12.0,173.82,2085.84
904635,7000180,31145,12.0,1029.59,12355.08
904636,7013062,31483,2.0,1035.85,2071.7
904637,7013705,31438,9.0,899.6,8096.4
904638,7001482,31195,3.0,952.17,2856.51
904639,7007372,31442,3.0,1019.49,3058.47
904640,7000945,30234,10.0,1002.51,10025.1
904641,7012297,30158,12.0,360.52,4326.24
904642,7010905,30187,12.0,1176.22,14114.64
904643,7004037,31267,1.0,21.38,21.38
904644,7013816,30808,5.0,1198.84,5994.2
904645,7006179,30114,4.0,1053.89,4215.56
904646,7002569,30748,3.0,809.23,2427.69
904647,7014739,30523,8.0,1016.87,8134.96
904648,7005481,30812,7.0,412.39,2886.73
904649,7014182,31266,10.0,1093.83,10938.3
904650,7001841,30406,3.0,1152.67,3458.01
904651,7013138,30018,11.0,1189.16,13080.76
904652,7014202,31288,12.0,335.18,4022.16
904653,7002249,30661,7.0,767.33,5371.31
904654,7013333,31367,8.0,1138.77,9110.16
904655,7000288,30896,6.0,1198.23,7189.38
904656,7009850,31073,3.0,301.09,903.27
904657,7007545,30578,12.0,1128.3,13539.6
904658,7013515,30350,7.0,612.11,4284.77
904659,7009044,30502,2.0,954.15,1908.3
904660,7008900,30845,10.0,843.77,8437.7
904661,7000368,30642,11.0,752.25,8274.75
904662,7014493,30402,4.0,647.59,2590.36
904663,7009682,30904,6.0,591.07,3546.42
904664,7006040,30008,11.0,205.11,2256.21
904665,7009967,31350,6.0,962.86,5777.16
904666,7005509,31203,4.0,651.91,2607.64
904667,7001070,30219,5.0,228.52,1142.6
904668,7003142,30056,7.0,1029.57,7206.99
904669,7011524,31281,7.0,17.56,122.92
904670,7014183,30099,3.0,233.13,699.39
904671,7007508,30183,9.0,1085.59,9770.31
904672,7012476,31495,12.0,1104.76,13257.12
904673,7006715,30399,1.0,629.21,629.21
904674,7011162,30556,12.0,798.5,9582.0
904675,7008891,30680,12.0,114.05,1368.6
904676,7011665,31484,10.0,241.73,2417.3
904677,7002495,30490,2.0,1032.85,2065.7
904678,7002645,31101,11.0,166.05,1826.55
904679,7008006,30038,2.0,241.16,482.32
904680,7013098,30838,11.0,1079.07,11869.77
904681,7010388,31069,5.0,200.62,1003.1
904682,7007143,30835,6.0,133.54,801.24
904683,7011281,31079,10.0,1088.32,10883.2
904684,7009969,30037,10.0,1158.57,11585.7
904685,7013838,30526,2.0,1082.72,2165.44
904686,7000038,30725,11.0,295.66,3252.26
904687,7010112,30167,5.0,294.23,1471.15
904688,7010365,30232,3.0,804.21,2412.63
904689,7011249,30863,4.0,433.81,1735.24
904690,7011800,31147,3.0,217.95,653.85
904691,7001804,31053,6.0,558.69,3352.14
904692,7013324,31293,5.0,423.59,2117.95
904693,7007443,30807,3.0,1048.44,3145.32
904694,7006044,30570,2.0,500.19,1000.38
904695,7000956,31271,4.0,762.83,3051.32
904696,7011425,31375,8.0,724.91,5799.28
904697,7004948,30688,5.0,169.26,846.3
904698,7000697,31030,5.0,988.63,4943.15
904699,7005572,31408,3.0,472.56,1417.68
904700,7002116,30149,6.0,952.71,5716.26
904701,7009435,31036,5.0,350.02,1750.1
904702,7002553,30738,10.0,1064.12,10641.2
904703,7001999,30419,9.0,370.19,3331.71
904704,7012656,30177,3.0,354.22,1062.66
904705,7004206,30050,7.0,470.85,3295.95
904706,7003519,31156,10.0,731.87,7318.7
904707,7013165,30415,12.0,1193.21,14318.52
904708,7011504,30455,4.0,510.2,2040.8
904709,7003369,30470,7.0,16.97,118.79
904710,7002540,31235,8.0,943.62,7548.96
904711,7013507,31166,5.0,290.85,1454.25
904712,7003696,30834,1.0,710.6,710.6
904713,7005169,31015,11.0,1169.78,12867.58
904714,7000393,30450,10.0,846.94,8469.4
904715,7005794,31483,2.0,507.72,1015.44
904716,7000752,31392,10.0,761.98,7619.8
904717,7011603,31107,11.0,275.49,3030.39
904718,7005661,31387,4.0,1067.09,4268.36
904719,7010920,30860,11.0,887.39,9761.29
904720,7007120,30209,12.0,293.16,3517.92
904721,7008208,30184,7.0,74.14,518.98
904722,7003762,31380,1.0,353.07,353.07
904723,7009461,31425,8.0,340.56,2724.48
904724,7013824,31318,1.0,793.2,793.2
904725,7012221,30319,10.0,346.63,3466.3
904726,7005962,31215,1.0,557.11,557.11
904727,7004743,31054,2.0,1040.95,2081.9
904728,7010909,30598,7.0,427.65,2993.55
904729,7009397,30910,4.0,783.8,3135.2
904730,7000559,31313,8.0,271.21,2169.68
904731,7002818,30993,10.0,1096.62,10966.2
904732,7009534,30806,9.0,400.58,3605.22
904733,7008910,30034,1.0,440.83,440.83
904734,7004305,31178,9.0,728.12,6553.08
904735,7002433,30739,12.0,117.87,1414.44
904736,7008053,30854,8.0,263.23,2105.84
904737,7013137,31291,9.0,456.58,4109.22
904738,7007121,30159,12.0,1000.5,12006.0
904739,7010391,31023,1.0,22.46,22.46
904740,7001756,30758,7.0,778.64,5450.48
904741,7003321,31423,9.0,808.07,7272.63
904742,7006926,30645,5.0,836.19,4180.95
904743,7005365,30762,2.0,356.77,713.54
904744,7011148,30495,7.0,820.48,5743.36
904745,7010158,31103,7.0,606.74,4247.18
904746,7009020,30220,7.0,600.58,4204.06
904747,7007952,30279,5.0,265.18,1325.9
904748,7012719,30176,1.0,839.3,839.3
904749,7003383,30899,7.0,164.37,1150.59
904750,7005218,30936,12.0,1092.5,13110.0
904751,7010059,30055,6.0,91.88,551.28
904752,7002575,31472,4.0,1108.87,4435.48
904753,7010374,31035,11.0,697.32,7670.52
904754,7008323,30122,12.0,175.02,2100.24
904755,7014434,30708,3.0,544.32,1632.96
904756,7013783,30954,4.0,312.32,1249.28
904757,7004986,31361,12.0,148.23,1778.76
904758,7001488,30296,3.0,986.7,2960.1
904759,7009486,30996,8.0,239.48,1915.84
904760,7014121,31142,3.0,260.27,780.81
904761,7012038,31393,6.0,560.36,3362.16
904762,7008413,31277,4.0,236.94,947.76
904763,7005816,30413,6.0,427.07,2562.42
904764,7003005,31081,9.0,996.21,8965.89
904765,7011497,30521,8.0,385.85,3086.8
904766,7003058,30569,6.0,1190.27,7141.62
904767,7014728,30806,2.0,372.2,744.4
904768,7013354,30426,8.0,618.28,4946.24
904769,7012346,30574,3.0,809.0,2427.0
904770,7005500,30841,10.0,309.74,3097.4
904771,7003196,30043,7.0,399.53,2796.71
904772,7009175,30242,11.0,614.92,6764.12
904773,7005916,30142,10.0,20.65,206.5
904774,7013511,31151,5.0,54.16,270.8
904775,7012545,30374,7.0,1194.14,8358.98
904776,7011358,30238,3.0,937.08,2811.24
904777,7013468,30305,6.0,149.32,895.92
904778,7002110,31117,7.0,510.9,3576.3
904779,7005811,31109,8.0,800.43,6403.44
904780,7007133,30169,9.0,138.18,1243.62
904781,7001472,30954,3.0,582.61,1747.83
904782,7008427,30594,12.0,503.05,6036.6
904783,7003046,31254,4.0,769.62,3078.48
904784,7009083,31430,8.0,273.0,2184.0
904785,7003873,31368,3.0,907.08,2721.24
904786,7004495,30983,10.0,970.91,9709.1
904787,7008887,30372,6.0,581.52,3489.12
904788,7010268,30042,5.0,529.99,2649.95
904789,7011661,31396,5.0,123.34,616.7
904790,7008183,31303,7.0,226.73,1587.11
904791,7001402,30161,8.0,413.34,3306.72
904792,7014419,30027,10.0,906.32,9063.2
904793,7010853,30905,4.0,490.32,1961.28
904794,7013705,31337,2.0,121.08,242.16
